case,cores,status,winner,winner_family,makespan_cycles,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,cross_task_traffic_bytes,cross_core_transfer_count,used_core_count,per_core_utilization,stage1_winner,stage1_makespan_cycles,stage1_added_copy_bytes,makespan_delta_vs_stage1,added_copy_delta_vs_stage1,spill_delta_vs_stage1,improved_vs_stage1,candidate_failures,group_wall_seconds,final_plan_hash,final_plan_file_sha256,final_official_result_json_sha256
case_020,4,success,stage1_actual_winner,verified_stage1_global_fallback,133704,0,0,0,0,0,4,"[{""active_any_pipe_cycles"":133704,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":1896,""pipe_busy_cycles"":{""PIPE_MTE2"":29196,""PIPE_MTE3"":29196,""PIPE_V"":133152},""pipe_utilization"":{""PIPE_MTE2"":0.2183629509962305,""PIPE_MTE3"":0.2183629509962305,""PIPE_V"":0.9958714772931251},""task_end"":133704,""task_span_cycles"":133704,""task_start"":0},{""active_any_pipe_cycles"":133704,""active_any_pipe_fraction"":1.0,""core_id"":1,""op_count"":1896,""pipe_busy_cycles"":{""PIPE_MTE2"":29196,""PIPE_MTE3"":29196,""PIPE_V"":133152},""pipe_utilization"":{""PIPE_MTE2"":0.2183629509962305,""PIPE_MTE3"":0.2183629509962305,""PIPE_V"":0.9958714772931251},""task_end"":133704,""task_span_cycles"":133704,""task_start"":0},{""active_any_pipe_cycles"":133704,""active_any_pipe_fraction"":1.0,""core_id"":2,""op_count"":1896,""pipe_busy_cycles"":{""PIPE_MTE2"":29196,""PIPE_MTE3"":29196,""PIPE_V"":133152},""pipe_utilization"":{""PIPE_MTE2"":0.2183629509962305,""PIPE_MTE3"":0.2183629509962305,""PIPE_V"":0.9958714772931251},""task_end"":133704,""task_span_cycles"":133704,""task_start"":0},{""active_any_pipe_cycles"":133704,""active_any_pipe_fraction"":1.0,""core_id"":3,""op_count"":1896,""pipe_busy_cycles"":{""PIPE_MTE2"":29196,""PIPE_MTE3"":29196,""PIPE_V"":133152},""pipe_utilization"":{""PIPE_MTE2"":0.2183629509962305,""PIPE_MTE3"":0.2183629509962305,""PIPE_V"":0.9958714772931251},""task_end"":133704,""task_span_cycles"":133704,""task_start"":0}]",b0,133704,0,0,0,0,False,0,54.878985710442066,c56d4afdebc9225a3d4552c163eab7ceeb5c7049ed7eac0b639ae13bc04e2156,ae42d840608e31567d96f4f5ad92cd0dceb32609e97625b84d95c9ac163ada01,ef33f062703afb975995d52096265f9302606144871ebd0e6b49b6acd927aab6
case_020,5,success,stage1_actual_winner,verified_stage1_global_fallback,133566,466944,466944,0,204800,50,5,"[{""active_any_pipe_cycles"":133566,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":1963,""pipe_busy_cycles"":{""PIPE_MTE2"":18171,""PIPE_MTE3"":18651,""PIPE_V"":133152},""pipe_utilization"":{""PIPE_MTE2"":0.13604510129823458,""PIPE_MTE3"":0.13963883024122906,""PIPE_V"":0.9969004087866673},""task_end"":133566,""task_span_cycles"":133566,""task_start"":0},{""active_any_pipe_cycles"":107104,""active_any_pipe_fraction"":0.8018807181468338,""core_id"":1,""op_count"":1527,""pipe_busy_cycles"":{""PIPE_MTE2"":16670,""PIPE_MTE3"":19342,""PIPE_V"":106552},""pipe_utilization"":{""PIPE_MTE2"":0.12480721141607894,""PIPE_MTE3"":0.14481230253208152,""PIPE_V"":0.7977479298623902},""task_end"":107104,""task_span_cycles"":107104,""task_start"":0},{""active_any_pipe_cycles"":81089,""active_any_pipe_fraction"":0.6071080963718312,""core_id"":2,""op_count"":1148,""pipe_busy_cycles"":{""PIPE_MTE2"":14002,""PIPE_MTE3"":16998,""PIPE_V"":79952},""pipe_utilization"":{""PIPE_MTE2"":0.10483206804126799,""PIPE_MTE3"":0.12726292619379184,""PIPE_V"":0.598595450938113},""task_end"":81089,""task_span_cycles"":81089,""task_start"":0},{""active_any_pipe_cycles"":107228,""active_any_pipe_fraction"":0.802809098123774,""core_id"":3,""op_count"":1530,""pipe_busy_cycles"":{""PIPE_MTE2"":16515,""PIPE_MTE3"":20233,""PIPE_V"":106476},""pipe_utilization"":{""PIPE_MTE2"":0.12364673644490365,""PIPE_MTE3"":0.151483161882515,""PIPE_V"":0.7971789227797493},""task_end"":107228,""task_span_cycles"":107228,""task_start"":0},{""active_any_pipe_cycles"":107228,""active_any_pipe_fraction"":0.802809098123774,""core_id"":4,""op_count"":1530,""pipe_busy_cycles"":{""PIPE_MTE2"":16515,""PIPE_MTE3"":20233,""PIPE_V"":106476},""pipe_utilization"":{""PIPE_MTE2"":0.12364673644490365,""PIPE_MTE3"":0.151483161882515,""PIPE_V"":0.7971789227797493},""task_end"":107228,""task_span_cycles"":107228,""task_start"":0}]",b1,133566,466944,0,0,0,False,0,87.14678187854588,9b5f80bc895d4a17f963272a07fd8ac2ca9d0266899064ac611260e604e1f4ea,07387acb8285e53d1eafc149cde8e60e606474d2842a892766e01417db5e2510,6adf8d317939181258a38491cc61d50933f0920ded6cb199ebe43778e14d6384
case_021,1,success,stage1_actual_winner,verified_stage1_global_fallback,6567937,4501504,0,4501504,0,0,1,"[{""active_any_pipe_cycles"":6567937,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":5549,""pipe_busy_cycles"":{""PIPE_M"":6192000,""PIPE_MTE2"":119448,""PIPE_MTE3"":20467,""PIPE_V"":783360},""pipe_utilization"":{""PIPE_M"":0.9427617834945737,""PIPE_MTE2"":0.01818653254438951,""PIPE_MTE3"":0.003116199196185956,""PIPE_V"":0.11927032795838328},""task_end"":6567937,""task_span_cycles"":6567937,""task_start"":0}]",single,6567937,4501504,0,0,0,False,0,0.7601146157830954,75c76d7ca84bf5240860631260ea9acadc6a6a12f28c2b338762b8ba1f477e40,f348d8199a95196945fe11a61f21e5764ab4819e1e2976958b4ced376a8e9830,7454a2be9213103004dc2ae92d0045b70227c4d37b28b1e9d4eb8a72179d938f
case_021,2,success,stage1_actual_winner,verified_stage1_global_fallback,3215396,5017600,1740800,3276800,0,0,2,"[{""active_any_pipe_cycles"":3208990,""active_any_pipe_fraction"":0.998007710403322,""core_id"":0,""op_count"":2800,""pipe_busy_cycles"":{""PIPE_M"":3096000,""PIPE_MTE2"":77151,""PIPE_MTE3"":12079,""PIPE_V"":391680},""pipe_utilization"":{""PIPE_M"":0.9628674042015354,""PIPE_MTE2"":0.023994245187840005,""PIPE_MTE3"":0.003756613493330215,""PIPE_V"":0.12181392276410122},""task_end"":3208990,""task_span_cycles"":3208990,""task_start"":0},{""active_any_pipe_cycles"":3215396,""active_any_pipe_fraction"":1.0,""core_id"":1,""op_count"":2800,""pipe_busy_cycles"":{""PIPE_M"":3096000,""PIPE_MTE2"":77710,""PIPE_MTE3"":12140,""PIPE_V"":391680},""pipe_utilization"":{""PIPE_M"":0.9628674042015354,""PIPE_MTE2"":0.024168096246931947,""PIPE_MTE3"":0.0037755847180254002,""PIPE_V"":0.12181392276410122},""task_end"":3215396,""task_span_cycles"":3215396,""task_start"":0}]",b0,3215396,5017600,0,0,0,False,0,19.740345479920506,a7f8ed26f7f611c4996aa5faadf48a2a21c166ae1857f459c711b7e4d3f54c8e,726787668fed95a619a7a74ddbfa8a8bd6531a1fb03d801558c71dd96421fd2c,59914af8e8ab3fcac34941d3a93de59bc48cacd041cf626e8410997afaa99961
case_021,3,success,stage1_actual_winner,verified_stage1_global_fallback,2784961,65814528,36691968,29122560,18345984,1493,3,"[{""active_any_pipe_cycles"":2678604,""active_any_pipe_fraction"":0.9618102371990128,""core_id"":0,""op_count"":2762,""pipe_busy_cycles"":{""PIPE_M"":2229120,""PIPE_MTE2"":433687,""PIPE_MTE3"":391855,""PIPE_V"":197472},""pipe_utilization"":{""PIPE_M"":0.8004133630596623,""PIPE_MTE2"":0.15572462235557338,""PIPE_MTE3"":0.14070394522580387,""PIPE_V"":0.0709065584760433},""task_end"":2734046,""task_span_cycles"":2734046,""task_start"":0},{""active_any_pipe_cycles"":2580173,""active_any_pipe_fraction"":0.9264664747549427,""core_id"":1,""op_count"":3230,""pipe_busy_cycles"":{""PIPE_M"":1981440,""PIPE_MTE2"":584912,""PIPE_MTE3"":453721,""PIPE_V"":262752},""pipe_utilization"":{""PIPE_M"":0.711478544941922,""PIPE_MTE2"":0.21002520322546708,""PIPE_MTE3"":0.1629182598966377,""PIPE_V"":0.09434674309622289},""task_end"":2735481,""task_span_cycles"":2735481,""task_start"":0},{""active_any_pipe_cycles"":2784961,""active_any_pipe_fraction"":1.0,""core_id"":2,""op_count"":3814,""pipe_busy_cycles"":{""PIPE_M"":1981440,""PIPE_MTE2"":667984,""PIPE_MTE3"":472933,""PIPE_V"":323136},""pipe_utilization"":{""PIPE_M"":0.711478544941922,""PIPE_MTE2"":0.23985398718330347,""PIPE_MTE3"":0.16981674070121627,""PIPE_V"":0.11602891386988902},""task_end"":2784961,""task_span_cycles"":2784961,""task_start"":0}]",b2a_w4,2784961,65814528,0,0,0,False,0,21.356900691986084,dcc940551b80686855cf44dffbb250eeff6e074c06ad5473446d7d5463fd9ac9,17b53882f27237c5f0c58553a8637d2c1fb12b54684f1982af6b489d69e57896,2dda29af2850392b45aeae0646d8880cbef87a078914d721d99095f4cd3ea980
case_021,4,success,map_locality@b0,scene_b_fixed_partition_mapping,1588497,5427200,3788800,1638400,0,0,4,"[{""active_any_pipe_cycles"":1588497,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":1350,""pipe_busy_cycles"":{""PIPE_M"":1548000,""PIPE_MTE2"":73810,""PIPE_MTE3"":12442,""PIPE_V"":195840},""pipe_utilization"":{""PIPE_M"":0.974506089718772,""PIPE_MTE2"":0.046465306513011985,""PIPE_MTE3"":0.007832561219819742,""PIPE_V"":0.12328635181558417},""task_end"":1588497,""task_span_cycles"":1588497,""task_start"":0},{""active_any_pipe_cycles"":1579350,""active_any_pipe_fraction"":0.9942417266132703,""core_id"":1,""op_count"":1450,""pipe_busy_cycles"":{""PIPE_M"":1548000,""PIPE_MTE2"":65510,""PIPE_MTE3"":8158,""PIPE_V"":195840},""pipe_utilization"":{""PIPE_M"":0.974506089718772,""PIPE_MTE2"":0.041240241561677486,""PIPE_MTE3"":0.005135672273853838,""PIPE_V"":0.12328635181558417},""task_end"":1579350,""task_span_cycles"":1579350,""task_start"":0},{""active_any_pipe_cycles"":1588497,""active_any_pipe_fraction"":1.0,""core_id"":2,""op_count"":1350,""pipe_busy_cycles"":{""PIPE_M"":1548000,""PIPE_MTE2"":73810,""PIPE_MTE3"":12442,""PIPE_V"":195840},""pipe_utilization"":{""PIPE_M"":0.974506089718772,""PIPE_MTE2"":0.046465306513011985,""PIPE_MTE3"":0.007832561219819742,""PIPE_V"":0.12328635181558417},""task_end"":1588497,""task_span_cycles"":1588497,""task_start"":0},{""active_any_pipe_cycles"":1584879,""active_any_pipe_fraction"":0.9977223753019363,""core_id"":3,""op_count"":1450,""pipe_busy_cycles"":{""PIPE_M"":1548000,""PIPE_MTE2"":63841,""PIPE_MTE3"":8346,""PIPE_V"":195840},""pipe_utilization"":{""PIPE_M"":0.974506089718772,""PIPE_MTE2"":0.040189562838330826,""PIPE_MTE3"":0.005254023142631053,""PIPE_V"":0.12328635181558417},""task_end"":1584879,""task_span_cycles"":1584879,""task_start"":0}]",b0,1588859,6635520,-362,-1208320,-389120,True,0,44.285335110500455,d97cd70b87c5d8cd8a993532da30ebcca8d008711730ce79147131a940219126,34d9fcc79c8b27586bdb46b236fc01da92aef6c4456bf8bf9aa1de17b1f62e4b,993ec5a17f36e0e5e4fd2bf915096115f1017cf30b75b6b6aad68c0fe8196d2a
case_021,5,success,map_locality@b0,scene_b_fixed_partition_mapping,1269404,4245504,3020800,1224704,0,0,5,"[{""active_any_pipe_cycles"":1269404,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":1050,""pipe_busy_cycles"":{""PIPE_M"":1238400,""PIPE_MTE2"":96107,""PIPE_MTE3"":17427,""PIPE_V"":156672},""pipe_utilization"":{""PIPE_M"":0.9755759395747926,""PIPE_MTE2"":0.07571033335329021,""PIPE_MTE3"":0.013728489905498959,""PIPE_V"":0.12342170026248539},""task_end"":1269404,""task_span_cycles"":1269404,""task_start"":0},{""active_any_pipe_cycles"":1269404,""active_any_pipe_fraction"":1.0,""core_id"":1,""op_count"":1050,""pipe_busy_cycles"":{""PIPE_M"":1238400,""PIPE_MTE2"":96107,""PIPE_MTE3"":17427,""PIPE_V"":156672},""pipe_utilization"":{""PIPE_M"":0.9755759395747926,""PIPE_MTE2"":0.07571033335329021,""PIPE_MTE3"":0.013728489905498959,""PIPE_V"":0.12342170026248539},""task_end"":1269404,""task_span_cycles"":1269404,""task_start"":0},{""active_any_pipe_cycles"":1269404,""active_any_pipe_fraction"":1.0,""core_id"":2,""op_count"":1050,""pipe_busy_cycles"":{""PIPE_M"":1238400,""PIPE_MTE2"":96107,""PIPE_MTE3"":17427,""PIPE_V"":156672},""pipe_utilization"":{""PIPE_M"":0.9755759395747926,""PIPE_MTE2"":0.07571033335329021,""PIPE_MTE3"":0.013728489905498959,""PIPE_V"":0.12342170026248539},""task_end"":1269404,""task_span_cycles"":1269404,""task_start"":0},{""active_any_pipe_cycles"":1269404,""active_any_pipe_fraction"":1.0,""core_id"":3,""op_count"":1050,""pipe_busy_cycles"":{""PIPE_M"":1238400,""PIPE_MTE2"":96107,""PIPE_MTE3"":17427,""PIPE_V"":156672},""pipe_utilization"":{""PIPE_M"":0.9755759395747926,""PIPE_MTE2"":0.07571033335329021,""PIPE_MTE3"":0.013728489905498959,""PIPE_V"":0.12342170026248539},""task_end"":1269404,""task_span_cycles"":1269404,""task_start"":0},{""active_any_pipe_cycles"":1264652,""active_any_pipe_fraction"":0.9962565109295386,""core_id"":4,""op_count"":1174,""pipe_busy_cycles"":{""PIPE_M"":1238400,""PIPE_MTE2"":71334,""PIPE_MTE3"":11180,""PIPE_V"":156672},""pipe_utilization"":{""PIPE_M"":0.9755759395747926,""PIPE_MTE2"":0.05619487570544917,""PIPE_MTE3"":0.008807282787827988,""PIPE_V"":0.12342170026248539},""task_end"":1264652,""task_span_cycles"":1264652,""task_start"":0}]",b0,1271102,6840320,-1698,-2594816,-802816,True,0,36.612238662317395,52623b3d6757e462c1c9cb850ef560418b47a46a17010f88b060c8696b02397f,8173d4794bc224de722f64a9268b989244b0d17781a4b6713e768523d0a26c5c,22c73215076b30a8df0d69152c6086c79217bcb322476fddf8009f9f8d46776c
case_022,1,success,stage1_actual_winner,verified_stage1_global_fallback,56780,0,0,0,0,0,1,"[{""active_any_pipe_cycles"":56780,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":1567,""pipe_busy_cycles"":{""PIPE_M"":4484,""PIPE_MTE2"":3681,""PIPE_MTE3"":76,""PIPE_V"":54087},""pipe_utilization"":{""PIPE_M"":0.07897146882705178,""PIPE_MTE2"":0.06482916519901374,""PIPE_MTE3"":0.0013384994716449455,""PIPE_V"":0.9525713279323705},""task_end"":56780,""task_span_cycles"":56780,""task_start"":0}]",single,56780,0,0,0,0,False,0,0.21596436016261578,eaf1cfb44676adb9e2de432e7d8b63d9a13928fb5cad53d4fd5288cfe6c4dcaf,bdc9c153727b9f7ea40409a9ffa15959f9bc5fe680e565eb6da09692918d3411,811e4defc28c53cd78d36d8eecd05dc585b5d337fd1de559e244ab3a4651ea2c
case_022,2,success,stage1_actual_winner,verified_stage1_global_fallback,29058,693464,685272,8192,296044,137,2,"[{""active_any_pipe_cycles"":28160,""active_any_pipe_fraction"":0.9690962901782642,""core_id"":0,""op_count"":1022,""pipe_busy_cycles"":{""PIPE_M"":2608,""PIPE_MTE2"":10672,""PIPE_MTE3"":5391,""PIPE_V"":27149},""pipe_utilization"":{""PIPE_M"":0.08975153141991879,""PIPE_MTE2"":0.36726546906187624,""PIPE_MTE3"":0.18552550072269255,""PIPE_V"":0.9343038061807419},""task_end"":28160,""task_span_cycles"":28160,""task_start"":0},{""active_any_pipe_cycles"":27872,""active_any_pipe_fraction"":0.9591850781196228,""core_id"":1,""op_count"":864,""pipe_busy_cycles"":{""PIPE_M"":1876,""PIPE_MTE2"":9501,""PIPE_MTE3"":6563,""PIPE_V"":26938},""pipe_utilization"":{""PIPE_M"":0.06456053410420538,""PIPE_MTE2"":0.3269667561428866,""PIPE_MTE3"":0.22585862757244132,""PIPE_V"":0.9270424667905568},""task_end"":29058,""task_span_cycles"":29058,""task_start"":0}]",b2a_w4,29058,693464,0,0,0,False,0,4.700741499662399,5b55a51cb410b285236703173d42367914a4dd5eded7ab33a7533fe3e808ea1f,a67eaa0b1b0f41939aa67cd5821a444128f623f08262e46c659029849df7fb08,51d0214c13451fa63be65388406a5b121bad73fbd9481aa16ca2698e834c956f
case_022,3,success,stage1_actual_winner,verified_stage1_global_fallback,22450,893256,893256,0,377124,234,3,"[{""active_any_pipe_cycles"":22423,""active_any_pipe_fraction"":0.9987973273942093,""core_id"":0,""op_count"":704,""pipe_busy_cycles"":{""PIPE_M"":1828,""PIPE_MTE2"":17151,""PIPE_MTE3"":11106,""PIPE_V"":18933},""pipe_utilization"":{""PIPE_M"":0.08142538975501114,""PIPE_MTE2"":0.7639643652561248,""PIPE_MTE3"":0.49469933184855236,""PIPE_V"":0.8433407572383074},""task_end"":22423,""task_span_cycles"":22423,""task_start"":0},{""active_any_pipe_cycles"":21180,""active_any_pipe_fraction"":0.9434298440979956,""core_id"":1,""op_count"":704,""pipe_busy_cycles"":{""PIPE_M"":1584,""PIPE_MTE2"":18113,""PIPE_MTE3"":10074,""PIPE_V"":16991},""pipe_utilization"":{""PIPE_M"":0.07055679287305122,""PIPE_MTE2"":0.806815144766147,""PIPE_MTE3"":0.4487305122494432,""PIPE_V"":0.7568374164810691},""task_end"":21180,""task_span_cycles"":21180,""task_start"":0},{""active_any_pipe_cycles"":21996,""active_any_pipe_fraction"":0.9797772828507795,""core_id"":2,""op_count"":706,""pipe_busy_cycles"":{""PIPE_M"":1072,""PIPE_MTE2"":16561,""PIPE_MTE3"":11833,""PIPE_V"":18163},""pipe_utilization"":{""PIPE_M"":0.04775055679287305,""PIPE_MTE2"":0.7376837416481069,""PIPE_MTE3"":0.5270824053452116,""PIPE_V"":0.8090423162583519},""task_end"":22450,""task_span_cycles"":22450,""task_start"":0}]",b2a_w4,22450,893256,0,0,0,False,0,6.6748973950743675,74dc674e8af2142bd8d3c27fbf76b9d611e61953259273674fd539473771ce0c,1701b6521e7c2600f2fb303a6adf693af36e481524413c995f64e9fe4e1abbf1,95ff0b888e7f161d00fbbb19153b59ed4a714a1f235288a4852229212c31d6e7
case_022,4,success,map_locality@b2a_w4,scene_b_fixed_partition_mapping,20969,852016,852016,0,358552,217,4,"[{""active_any_pipe_cycles"":20014,""active_any_pipe_fraction"":0.9544565787591206,""core_id"":0,""op_count"":518,""pipe_busy_cycles"":{""PIPE_M"":2900,""PIPE_MTE2"":15250,""PIPE_MTE3"":11846,""PIPE_V"":15851},""pipe_utilization"":{""PIPE_M"":0.13829939434403166,""PIPE_MTE2"":0.7272640564643045,""PIPE_MTE3"":0.5649291811722066,""PIPE_V"":0.7559254137059469},""task_end"":20014,""task_span_cycles"":20014,""task_start"":0},{""active_any_pipe_cycles"":16701,""active_any_pipe_fraction"":0.7964614430826458,""core_id"":1,""op_count"":433,""pipe_busy_cycles"":{""PIPE_M"":536,""PIPE_MTE2"":13102,""PIPE_MTE3"":8807,""PIPE_V"":11236},""pipe_utilization"":{""PIPE_M"":0.025561543230483093,""PIPE_MTE2"":0.62482712575707,""PIPE_MTE3"":0.4200009537889265,""PIPE_V"":0.5358386189136344},""task_end"":19310,""task_span_cycles"":19310,""task_start"":0},{""active_any_pipe_cycles"":18689,""active_any_pipe_fraction"":0.8912680623777958,""core_id"":2,""op_count"":508,""pipe_busy_cycles"":{""PIPE_M"":780,""PIPE_MTE2"":12302,""PIPE_MTE3"":4481,""PIPE_V"":11210},""pipe_utilization"":{""PIPE_M"":0.037197768133911964,""PIPE_MTE2"":0.5866755686966474,""PIPE_MTE3"":0.2136964089846917,""PIPE_V"":0.5345986933091706},""task_end"":20760,""task_span_cycles"":20760,""task_start"":0},{""active_any_pipe_cycles"":20744,""active_any_pipe_fraction"":0.9892698745767562,""core_id"":3,""op_count"":615,""pipe_busy_cycles"":{""PIPE_M"":268,""PIPE_MTE2"":15388,""PIPE_MTE3"":9226,""PIPE_V"":15790},""pipe_utilization"":{""PIPE_M"":0.012780771615241547,""PIPE_MTE2"":0.7338452000572273,""PIPE_MTE3"":0.4399828317993228,""PIPE_V"":0.7530163574800897},""task_end"":20969,""task_span_cycles"":20969,""task_start"":0}]",b2a_w4,21896,931884,-927,-79868,0,True,0,10.391236528754234,725bc56af87c7df307764f36767370381ee893607ad01bffe0afd8f55200f7f4,1933a3b81bb1c036a48b40e2eb2a7d4a619e1bc8a10a843b4bc27c9cf2ad217c,2de4e58ffe8ce76a565a52afe12a757f4b844e31f19490ae45bc53516c6d0d8f
case_022,5,success,map_locality@b2a_w4,scene_b_fixed_partition_mapping,19350,855484,855484,0,357598,201,5,"[{""active_any_pipe_cycles"":15234,""active_any_pipe_fraction"":0.7872868217054264,""core_id"":0,""op_count"":363,""pipe_busy_cycles"":{""PIPE_M"":2608,""PIPE_MTE2"":10116,""PIPE_MTE3"":5034,""PIPE_V"":10397},""pipe_utilization"":{""PIPE_M"":0.13478036175710595,""PIPE_MTE2"":0.5227906976744187,""PIPE_MTE3"":0.2601550387596899,""PIPE_V"":0.537312661498708},""task_end"":19350,""task_span_cycles"":19350,""task_start"":0},{""active_any_pipe_cycles"":16663,""active_any_pipe_fraction"":0.8611369509043928,""core_id"":1,""op_count"":399,""pipe_busy_cycles"":{""PIPE_MTE2"":9896,""PIPE_MTE3"":3180,""PIPE_V"":10830},""pipe_utilization"":{""PIPE_MTE2"":0.5114211886304909,""PIPE_MTE3"":0.16434108527131783,""PIPE_V"":0.5596899224806201},""task_end"":17440,""task_span_cycles"":17440,""task_start"":0},{""active_any_pipe_cycles"":15814,""active_any_pipe_fraction"":0.8172609819121447,""core_id"":2,""op_count"":495,""pipe_busy_cycles"":{""PIPE_M"":536,""PIPE_MTE2"":13931,""PIPE_MTE3"":8002,""PIPE_V"":11617},""pipe_utilization"":{""PIPE_M"":0.027700258397932817,""PIPE_MTE2"":0.7199483204134367,""PIPE_MTE3"":0.4135400516795866,""PIPE_V"":0.6003617571059432},""task_end"":18594,""task_span_cycles"":18594,""task_start"":0},{""active_any_pipe_cycles"":15579,""active_any_pipe_fraction"":0.8051162790697675,""core_id"":3,""op_count"":415,""pipe_busy_cycles"":{""PIPE_M"":536,""PIPE_MTE2"":11438,""PIPE_MTE3"":7630,""PIPE_V"":9631},""pipe_utilization"":{""PIPE_M"":0.027700258397932817,""PIPE_MTE2"":0.5911111111111111,""PIPE_MTE3"":0.3943152454780362,""PIPE_V"":0.4977260981912145},""task_end"":17966,""task_span_cycles"":17966,""task_start"":0},{""active_any_pipe_cycles"":16885,""active_any_pipe_fraction"":0.8726098191214471,""core_id"":4,""op_count"":373,""pipe_busy_cycles"":{""PIPE_M"":804,""PIPE_MTE2"":13352,""PIPE_MTE3"":7767,""PIPE_V"":11612},""pipe_utilization"":{""PIPE_M"":0.041550387596899226,""PIPE_MTE2"":0.6900258397932817,""PIPE_MTE3"":0.4013953488372093,""PIPE_V"":0.6001033591731266},""task_end"":18834,""task_span_cycles"":18834,""task_start"":0}]",b2a_w4,21407,989652,-2057,-134168,0,True,0,12.506964653730392,54d9f9a75a58b8e93d492cbe14c0f1cb42bbea3bc4dcc795f00ddc4a173c946f,e8c50c9aacf47f6952cddf8a209b3885b8d319a0fb823e7605f9a412a4de6964,1bd0d85b2eeb3b3fd1c076660a56cc449fa1c496cb71a255a6978cd00a249cb7
case_023,1,success,stage1_actual_winner,verified_stage1_global_fallback,122614,0,0,0,0,0,1,"[{""active_any_pipe_cycles"":122614,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":1202,""pipe_busy_cycles"":{""PIPE_M"":63384,""PIPE_MTE2"":7346,""PIPE_MTE3"":216,""PIPE_V"":69558},""pipe_utilization"":{""PIPE_M"":0.5169393380853736,""PIPE_MTE2"":0.059911592477204886,""PIPE_MTE3"":0.0017616259154745787,""PIPE_V"":0.567292478836022},""task_end"":122614,""task_span_cycles"":122614,""task_start"":0}]",single,122614,0,0,0,0,False,0,0.16856740042567253,4824d37f7e18bdf281fc18e240eac9c7adfc06bde5a86778aa6e2baab0d61d5e,aa6e813822e96d6a1e60ea550fc498a806911951f3abc724b7d89438f2f8be11,9131846cf0f2c7a9e84ed74033046adf16fa92437de14a6e8c241c826543c9df
case_023,2,success,stage1_actual_winner,verified_stage1_global_fallback,57858,1109964,1109964,0,518886,169,2,"[{""active_any_pipe_cycles"":54237,""active_any_pipe_fraction"":0.9374157419890076,""core_id"":0,""op_count"":717,""pipe_busy_cycles"":{""PIPE_M"":32848,""PIPE_MTE2"":12721,""PIPE_MTE3"":5367,""PIPE_V"":32613},""pipe_utilization"":{""PIPE_M"":0.5677347989906323,""PIPE_MTE2"":0.21986587853019463,""PIPE_MTE3"":0.09276158871720419,""PIPE_V"":0.5636731307684331},""task_end"":55458,""task_span_cycles"":55458,""task_start"":0},{""active_any_pipe_cycles"":57858,""active_any_pipe_fraction"":1.0,""core_id"":1,""op_count"":850,""pipe_busy_cycles"":{""PIPE_M"":30536,""PIPE_MTE2"":11576,""PIPE_MTE3"":7934,""PIPE_V"":36945},""pipe_utilization"":{""PIPE_M"":0.5277748971620173,""PIPE_MTE2"":0.20007604825607522,""PIPE_MTE3"":0.13712883265926926,""PIPE_V"":0.6385460956133984},""task_end"":57858,""task_span_cycles"":57858,""task_start"":0}]",b2a_w4,57858,1109964,0,0,0,False,0,3.840689692646265,9bfe75c347fe10c2717b90f14110ec2baaada81e8123baaec7c536fabb223c22,accf6bad6eb903c3f64dba6c8ffd194be036bd5b7a5a10505f0bc36df006c32b,471c6f0a8257dcf2a90e2047a5907bca8b7879d2ccf876d61c62b32ff4afcf62
