case,cores,status,winner,winner_family,makespan_cycles,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,cross_task_traffic_bytes,cross_core_transfer_count,used_core_count,per_core_utilization,stage1_winner,stage1_makespan_cycles,stage1_added_copy_bytes,makespan_delta_vs_stage1,added_copy_delta_vs_stage1,spill_delta_vs_stage1,improved_vs_stage1,candidate_failures,group_wall_seconds,final_plan_hash,final_plan_file_sha256,final_official_result_json_sha256
case_059,3,success,map_locality@b2a_w4,scene_b_fixed_partition_mapping,342534,9396224,7684096,1712128,3842048,938,3,"[{""active_any_pipe_cycles"":342534,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":1962,""pipe_busy_cycles"":{""PIPE_M"":268288,""PIPE_MTE2"":96624,""PIPE_MTE3"":71697,""PIPE_V"":35112},""pipe_utilization"":{""PIPE_M"":0.7832448749613177,""PIPE_MTE2"":0.2820858659286377,""PIPE_MTE3"":0.20931352800014014,""PIPE_V"":0.10250661248226453},""task_end"":342534,""task_span_cycles"":342534,""task_start"":0},{""active_any_pipe_cycles"":309263,""active_any_pipe_fraction"":0.9028680364576948,""core_id"":1,""op_count"":1750,""pipe_busy_cycles"":{""PIPE_M"":234752,""PIPE_MTE2"":91081,""PIPE_MTE3"":68069,""PIPE_V"":33516},""pipe_utilization"":{""PIPE_M"":0.685339265591153,""PIPE_MTE2"":0.26590353074439327,""PIPE_MTE3"":0.19872187870401187,""PIPE_V"":0.09784722100579797},""task_end"":334092,""task_span_cycles"":334092,""task_start"":0},{""active_any_pipe_cycles"":310047,""active_any_pipe_fraction"":0.9051568603408713,""core_id"":2,""op_count"":1750,""pipe_busy_cycles"":{""PIPE_M"":234752,""PIPE_MTE2"":91305,""PIPE_MTE3"":67991,""PIPE_V"":33516},""pipe_utilization"":{""PIPE_M"":0.685339265591153,""PIPE_MTE2"":0.26655748042530086,""PIPE_MTE3"":0.19849416408298154,""PIPE_V"":0.09784722100579797},""task_end"":336226,""task_span_cycles"":336226,""task_start"":0}]",b2a_w4,351835,9920512,-9301,-524288,8192,True,0,13.914404483512044,6e31e9570dc1406deea12edfa556e3855ff68990eb12febaae89c9f69f0e4c93,800573c0a2196d2c7e008be901b8e20e02e77ff43db86269fb37c3f56e4aa0ee,f7eb93fd2f6c0cd656269061faeb413959b73af248e4f14c00fb5fe09114b7bc
case_059,4,success,stage1_actual_winner,verified_stage1_global_fallback,185216,1081344,1081344,0,0,0,4,"[{""active_any_pipe_cycles"":185216,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":880,""pipe_busy_cycles"":{""PIPE_M"":184448,""PIPE_MTE2"":37352,""PIPE_MTE3"":5160,""PIPE_V"":25536},""pipe_utilization"":{""PIPE_M"":0.9958534899792675,""PIPE_MTE2"":0.2016672425708362,""PIPE_MTE3"":0.02785936420179682,""PIPE_V"":0.13787145818935728},""task_end"":185216,""task_span_cycles"":185216,""task_start"":0},{""active_any_pipe_cycles"":185216,""active_any_pipe_fraction"":1.0,""core_id"":1,""op_count"":880,""pipe_busy_cycles"":{""PIPE_M"":184448,""PIPE_MTE2"":37352,""PIPE_MTE3"":5160,""PIPE_V"":25536},""pipe_utilization"":{""PIPE_M"":0.9958534899792675,""PIPE_MTE2"":0.2016672425708362,""PIPE_MTE3"":0.02785936420179682,""PIPE_V"":0.13787145818935728},""task_end"":185216,""task_span_cycles"":185216,""task_start"":0},{""active_any_pipe_cycles"":185216,""active_any_pipe_fraction"":1.0,""core_id"":2,""op_count"":880,""pipe_busy_cycles"":{""PIPE_M"":184448,""PIPE_MTE2"":37352,""PIPE_MTE3"":5160,""PIPE_V"":25536},""pipe_utilization"":{""PIPE_M"":0.9958534899792675,""PIPE_MTE2"":0.2016672425708362,""PIPE_MTE3"":0.02785936420179682,""PIPE_V"":0.13787145818935728},""task_end"":185216,""task_span_cycles"":185216,""task_start"":0},{""active_any_pipe_cycles"":185216,""active_any_pipe_fraction"":1.0,""core_id"":3,""op_count"":880,""pipe_busy_cycles"":{""PIPE_M"":184448,""PIPE_MTE2"":37352,""PIPE_MTE3"":5160,""PIPE_V"":25536},""pipe_utilization"":{""PIPE_M"":0.9958534899792675,""PIPE_MTE2"":0.2016672425708362,""PIPE_MTE3"":0.02785936420179682,""PIPE_V"":0.13787145818935728},""task_end"":185216,""task_span_cycles"":185216,""task_start"":0}]",b0,185216,1081344,0,0,0,False,0,15.211508119478822,1917e57e0f0aca795f1f8fa9eea7cab37be3877cf78ca71cde60f8b5d1f7187e,f60ba7b523d5bc1970239d48dba0faa163eccd328256e2c2a9f75d049007301e,139f2f22c98323dd41c1d7624fd2de8ec62bc1b1f1644c3a4786c2b20f4053ed
case_059,5,success,stage1_actual_winner,verified_stage1_global_fallback,185216,1081344,1081344,0,0,0,4,"[{""active_any_pipe_cycles"":185216,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":880,""pipe_busy_cycles"":{""PIPE_M"":184448,""PIPE_MTE2"":37352,""PIPE_MTE3"":5160,""PIPE_V"":25536},""pipe_utilization"":{""PIPE_M"":0.9958534899792675,""PIPE_MTE2"":0.2016672425708362,""PIPE_MTE3"":0.02785936420179682,""PIPE_V"":0.13787145818935728},""task_end"":185216,""task_span_cycles"":185216,""task_start"":0},{""active_any_pipe_cycles"":185216,""active_any_pipe_fraction"":1.0,""core_id"":1,""op_count"":880,""pipe_busy_cycles"":{""PIPE_M"":184448,""PIPE_MTE2"":37352,""PIPE_MTE3"":5160,""PIPE_V"":25536},""pipe_utilization"":{""PIPE_M"":0.9958534899792675,""PIPE_MTE2"":0.2016672425708362,""PIPE_MTE3"":0.02785936420179682,""PIPE_V"":0.13787145818935728},""task_end"":185216,""task_span_cycles"":185216,""task_start"":0},{""active_any_pipe_cycles"":185216,""active_any_pipe_fraction"":1.0,""core_id"":2,""op_count"":880,""pipe_busy_cycles"":{""PIPE_M"":184448,""PIPE_MTE2"":37352,""PIPE_MTE3"":5160,""PIPE_V"":25536},""pipe_utilization"":{""PIPE_M"":0.9958534899792675,""PIPE_MTE2"":0.2016672425708362,""PIPE_MTE3"":0.02785936420179682,""PIPE_V"":0.13787145818935728},""task_end"":185216,""task_span_cycles"":185216,""task_start"":0},{""active_any_pipe_cycles"":185216,""active_any_pipe_fraction"":1.0,""core_id"":3,""op_count"":880,""pipe_busy_cycles"":{""PIPE_M"":184448,""PIPE_MTE2"":37352,""PIPE_MTE3"":5160,""PIPE_V"":25536},""pipe_utilization"":{""PIPE_M"":0.9958534899792675,""PIPE_MTE2"":0.2016672425708362,""PIPE_MTE3"":0.02785936420179682,""PIPE_V"":0.13787145818935728},""task_end"":185216,""task_span_cycles"":185216,""task_start"":0},{""active_any_pipe_cycles"":0,""active_any_pipe_fraction"":0.0,""core_id"":4,""op_count"":0,""pipe_busy_cycles"":{},""pipe_utilization"":{},""task_end"":0,""task_span_cycles"":0,""task_start"":0}]",inherit_k4,185216,1081344,0,0,0,False,0,20.632028641179204,329e4a1351ef963de711029f91c840723a459ac14cc18fc998588cb093be360b,657b9a47a4510e866abaaa77d6e59877ab3228fa8ce3052694d8dee2acc659d6,415d7262ceedf40ababc134decb6898ec86f247a6b60218245bbc2f00f0b4372
case_060,1,success,stage1_actual_winner,verified_stage1_global_fallback,888789,2068520,0,2068520,0,0,1,"[{""active_any_pipe_cycles"":888789,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":6862,""pipe_busy_cycles"":{""PIPE_M"":720232,""PIPE_MTE2"":70643,""PIPE_MTE3"":179,""PIPE_V"":273539},""pipe_utilization"":{""PIPE_M"":0.8103520633131148,""PIPE_MTE2"":0.07948230682422937,""PIPE_MTE3"":0.0002013976320589026,""PIPE_V"":0.3077659601997775},""task_end"":888789,""task_span_cycles"":888789,""task_start"":0}]",single,888789,2068520,0,0,0,False,0,0.4612059202045202,1bf1e8d665a7ae8b468b8fb45b8bffc663e14d7443fb16f75feb6c65e761eac8,d25f48fa82c8cb2bb3b332205dd2448506d5dcd85391ed5aeff6c8ae79636c18,7594797106b8d495e5b2302e206cac084009841705a47a9543b12fe8a2b7f004
case_060,2,success,stage1_actual_winner,verified_stage1_global_fallback,525020,3210298,1658892,1551406,278534,94,2,"[{""active_any_pipe_cycles"":457464,""active_any_pipe_fraction"":0.8713268065978439,""core_id"":0,""op_count"":3705,""pipe_busy_cycles"":{""PIPE_M"":301064,""PIPE_MTE2"":48228,""PIPE_MTE3"":7042,""PIPE_V"":195749},""pipe_utilization"":{""PIPE_M"":0.5734333930135995,""PIPE_MTE2"":0.09185935773875281,""PIPE_MTE3"":0.01341282236867167,""PIPE_V"":0.3728410346272523},""task_end"":457464,""task_span_cycles"":457464,""task_start"":0},{""active_any_pipe_cycles"":439552,""active_any_pipe_fraction"":0.8372100110471982,""core_id"":1,""op_count"":3530,""pipe_busy_cycles"":{""PIPE_M"":419168,""PIPE_MTE2"":41162,""PIPE_MTE3"":5592,""PIPE_V"":77790},""pipe_utilization"":{""PIPE_M"":0.7983848234352977,""PIPE_MTE2"":0.0784008228257971,""PIPE_MTE3"":0.010651022818178355,""PIPE_V"":0.14816578416060341},""task_end"":525020,""task_span_cycles"":525020,""task_start"":0}]",b1,525020,3210298,0,0,0,False,0,25.204482467845082,55896d22d44f68ebc1bf7b85f5122c06d9697fa745d0569a29349cb6a96ea078,9ba02a0850bfb7343bac4509fa80f187f4042760cadf7c1825d923798578df68,fb93f44e808f725a230f69cc966a1e217c4b2f9a2490bf693413198c02327c96
case_060,3,success,map_locality@b2a_w4,scene_b_fixed_partition_mapping,427280,14706504,12006644,2699860,5759930,1780,3,"[{""active_any_pipe_cycles"":427280,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":3694,""pipe_busy_cycles"":{""PIPE_M"":240284,""PIPE_MTE2"":182449,""PIPE_MTE3"":97788,""PIPE_V"":105567},""pipe_utilization"":{""PIPE_M"":0.5623572364725706,""PIPE_MTE2"":0.42700102976970605,""PIPE_MTE3"":0.22886163639767834,""PIPE_V"":0.24706749672346004},""task_end"":427280,""task_span_cycles"":427280,""task_start"":0},{""active_any_pipe_cycles"":397129,""active_any_pipe_fraction"":0.9294350308930912,""core_id"":1,""op_count"":3367,""pipe_busy_cycles"":{""PIPE_M"":239728,""PIPE_MTE2"":159899,""PIPE_MTE3"":89213,""PIPE_V"":84312},""pipe_utilization"":{""PIPE_M"":0.5610559820258378,""PIPE_MTE2"":0.3742253323347688,""PIPE_MTE3"":0.2087928290582288,""PIPE_V"":0.19732259876427635},""task_end"":421990,""task_span_cycles"":421990,""task_start"":0},{""active_any_pipe_cycles"":399423,""active_any_pipe_fraction"":0.9348038756787118,""core_id"":2,""op_count"":3404,""pipe_busy_cycles"":{""PIPE_M"":240220,""PIPE_MTE2"":156772,""PIPE_MTE3"":85307,""PIPE_V"":83660},""pipe_utilization"":{""PIPE_M"":0.5622074517880546,""PIPE_MTE2"":0.3669069462647444,""PIPE_MTE3"":0.19965128253136116,""PIPE_V"":0.19579666729076953},""task_end"":424879,""task_span_cycles"":424879,""task_start"":0}]",b1,427646,3937368,-366,10769136,898564,True,0,46.19456006772816,8b6df798c208687a1a7c13a44d34e42f6733d5afc35059180fe56127c1a9d661,036afe50e69c779cf7c91f748acccba43eabd5c3b460483dc166ac37565b4267,929f613b43c86184d23cd5361a8dac773c1bfb9e1fd78bdb34864192b7ced4a8
case_060,4,success,stage1_actual_winner,verified_stage1_global_fallback,348983,14168036,13492132,675904,6442962,2003,4,"[{""active_any_pipe_cycles"":346759,""active_any_pipe_fraction"":0.9936271967402424,""core_id"":0,""op_count"":2526,""pipe_busy_cycles"":{""PIPE_M"":191652,""PIPE_MTE2"":171752,""PIPE_MTE3"":116924,""PIPE_V"":63939},""pipe_utilization"":{""PIPE_M"":0.5491728823467046,""PIPE_MTE2"":0.4921500474235135,""PIPE_MTE3"":0.3350421080683013,""PIPE_V"":0.1832152282489405},""task_end"":346759,""task_span_cycles"":346759,""task_start"":0},{""active_any_pipe_cycles"":343503,""active_any_pipe_fraction"":0.9842972293779353,""core_id"":1,""op_count"":2477,""pipe_busy_cycles"":{""PIPE_M"":191128,""PIPE_MTE2"":170526,""PIPE_MTE3"":117160,""PIPE_V"":61281},""pipe_utilization"":{""PIPE_M"":0.5476713765426969,""PIPE_MTE2"":0.4886369823171902,""PIPE_MTE3"":0.3357183587739231,""PIPE_V"":0.1755988114034208},""task_end"":345073,""task_span_cycles"":345073,""task_start"":0},{""active_any_pipe_cycles"":348208,""active_any_pipe_fraction"":0.9977792614539963,""core_id"":2,""op_count"":2550,""pipe_busy_cycles"":{""PIPE_M"":190604,""PIPE_MTE2"":170192,""PIPE_MTE3"":113719,""PIPE_V"":65419},""pipe_utilization"":{""PIPE_M"":0.5461698707386893,""PIPE_MTE2"":0.48767991564058993,""PIPE_MTE3"":0.3258582796296668,""PIPE_V"":0.1874561225045346},""task_end"":348983,""task_span_cycles"":348983,""task_start"":0},{""active_any_pipe_cycles"":319922,""active_any_pipe_fraction"":0.9167266027284997,""core_id"":3,""op_count"":2742,""pipe_busy_cycles"":{""PIPE_M"":146848,""PIPE_MTE2"":195347,""PIPE_MTE3"":109851,""PIPE_V"":82900},""pipe_utilization"":{""PIPE_M"":0.4207884051658677,""PIPE_MTE2"":0.5597607906402318,""PIPE_MTE3"":0.31477464518328974,""PIPE_V"":0.2375473876951026},""task_end"":346195,""task_span_cycles"":346195,""task_start"":0}]",b2a_w4,348983,14168036,0,0,0,False,0,63.6991359423846,de9c63b8cdc4276fe21e229df4ee0fa4a8780764f6dd0ad773c9c7a788a24bc7,ea8e3a0428dcfddfacdf430b056550cdf322642b9266961593cb45b6092ad860,7a4dfa718900357c5c833319affd0faf7ccd0e93c8d1d666415aeacce8f8508f
case_060,5,success,map_locality@b1,scene_b_fixed_partition_mapping,306448,4455504,3939396,516108,406556,145,5,"[{""active_any_pipe_cycles"":306448,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":2967,""pipe_busy_cycles"":{""PIPE_M"":198584,""PIPE_MTE2"":48992,""PIPE_MTE3"":2771,""PIPE_V"":149293},""pipe_utilization"":{""PIPE_M"":0.6480185871665013,""PIPE_MTE2"":0.15987051636819297,""PIPE_MTE3"":0.009042317130475644,""PIPE_V"":0.4871723750848431},""task_end"":306448,""task_span_cycles"":306448,""task_start"":0},{""active_any_pipe_cycles"":94660,""active_any_pipe_fraction"":0.3088941680154545,""core_id"":1,""op_count"":986,""pipe_busy_cycles"":{""PIPE_M"":46052,""PIPE_MTE2"":35300,""PIPE_MTE3"":1820,""PIPE_V"":53547},""pipe_utilization"":{""PIPE_M"":0.15027671905184567,""PIPE_MTE2"":0.11519083172348979,""PIPE_MTE3"":0.005939017386310239,""PIPE_V"":0.1747343758157991},""task_end"":152054,""task_span_cycles"":152054,""task_start"":0},{""active_any_pipe_cycles"":232620,""active_any_pipe_fraction"":0.759084738683235,""core_id"":2,""op_count"":1792,""pipe_busy_cycles"":{""PIPE_M"":212652,""PIPE_MTE2"":45104,""PIPE_MTE3"":4160,""PIPE_V"":35599},""pipe_utilization"":{""PIPE_M"":0.6939252336448598,""PIPE_MTE2"":0.14718320889677858,""PIPE_MTE3"":0.013574896882994831,""PIPE_V"":0.11616652743695505},""task_end"":232620,""task_span_cycles"":232620,""task_start"":0},{""active_any_pipe_cycles"":176795,""active_any_pipe_fraction"":0.5769168015454498,""core_id"":3,""op_count"":1223,""pipe_busy_cycles"":{""PIPE_M"":175032,""PIPE_MTE2"":35412,""PIPE_MTE3"":6683,""PIPE_V"":23460},""pipe_utilization"":{""PIPE_M"":0.5711637863520075,""PIPE_MTE2"":0.1155563097164935,""PIPE_MTE3"":0.021807941314676553,""PIPE_V"":0.0765545867488122},""task_end"":188836,""task_span_cycles"":188836,""task_start"":0},{""active_any_pipe_cycles"":88363,""active_any_pipe_fraction"":0.2883458204980943,""core_id"":4,""op_count"":696,""pipe_busy_cycles"":{""PIPE_M"":87912,""PIPE_MTE2"":29487,""PIPE_MTE3"":3136,""PIPE_V"":11640},""pipe_utilization"":{""PIPE_M"":0.28687411893698117,""PIPE_MTE2"":0.09622187124732418,""PIPE_MTE3"":0.010233383804103796,""PIPE_V"":0.03798360570145669},""task_end"":88363,""task_span_cycles"":88363,""task_start"":0}]",b1,306965,4418640,-517,36864,183296,True,0,87.89489164948463,64c95fa6b012c8b9500d1c5744f414aab57a118b95b206e95b11f5072d8bb541,6803384037cb7ee09be6728c6ed86967064a89c692f57e59eb96e5b87516cc41,e08e74d9f84fe55142b2e2fd74626c6600eaca1c3bdb8a90931d39b063b27853
case_061,1,success,stage1_actual_winner,verified_stage1_global_fallback,77191,0,0,0,0,0,1,"[{""active_any_pipe_cycles"":77191,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":1450,""pipe_busy_cycles"":{""PIPE_M"":71456,""PIPE_MTE2"":9286,""PIPE_MTE3"":84,""PIPE_V"":27572},""pipe_utilization"":{""PIPE_M"":0.9257037737560079,""PIPE_MTE2"":0.12029899858791827,""PIPE_MTE3"":0.0010882097653871566,""PIPE_V"":0.35719190061017475},""task_end"":77191,""task_span_cycles"":77191,""task_start"":0}]",single,77191,0,0,0,0,False,0,0.09689406864345074,edb353981bb45230de54747db9aa340d4d2df60e2525987635147267b7b99e11,cba797eaafca9c3f1de1d713316b8d86836a0782c649a5d5709688be1562f445,10b345a4abf5d7a3aeb8284f65f7f1773490e574e2d61bd4137f50f868cb2747
case_061,2,success,stage1_actual_winner,verified_stage1_global_fallback,47435,582112,582112,0,253168,186,2,"[{""active_any_pipe_cycles"":46237,""active_any_pipe_fraction"":0.9747443870559713,""core_id"":0,""op_count"":1157,""pipe_busy_cycles"":{""PIPE_M"":34456,""PIPE_MTE2"":12420,""PIPE_MTE3"":3448,""PIPE_V"":18469},""pipe_utilization"":{""PIPE_M"":0.7263834721197429,""PIPE_MTE2"":0.2618319806050385,""PIPE_MTE3"":0.07268894276378202,""PIPE_V"":0.38935385264045536},""task_end"":47435,""task_span_cycles"":47435,""task_start"":0},{""active_any_pipe_cycles"":43708,""active_any_pipe_fraction"":0.9214293243385686,""core_id"":1,""op_count"":690,""pipe_busy_cycles"":{""PIPE_M"":37000,""PIPE_MTE2"":11925,""PIPE_MTE3"":4145,""PIPE_V"":9103},""pipe_utilization"":{""PIPE_M"":0.7800147570359439,""PIPE_MTE2"":0.25139664804469275,""PIPE_MTE3"":0.08738273426794561,""PIPE_V"":0.1919047117107621},""task_end"":45619,""task_span_cycles"":45619,""task_start"":0}]",b2a_w4,47435,582112,0,0,0,False,0,3.2962224893271923,9e66c1af0c6550350657b57f5294bd443562359b3f2937c90664057007a326cb,e4ab553b60c0e9b860804bfb7ee628f2e9e755705b5c10643acf28987912608c,4d448346baa92802a1acb2a8fdcbc1a6155cbbe9ee3d3eccaded458e93f861f5
case_061,3,success,stage1_actual_winner,verified_stage1_global_fallback,37105,991376,991376,0,434888,262,3,"[{""active_any_pipe_cycles"":35569,""active_any_pipe_fraction"":0.958603961730225,""core_id"":0,""op_count"":714,""pipe_busy_cycles"":{""PIPE_M"":23836,""PIPE_MTE2"":19148,""PIPE_MTE3"":8209,""PIPE_V"":10209},""pipe_utilization"":{""PIPE_M"":0.6423932084624714,""PIPE_MTE2"":0.5160490499932624,""PIPE_MTE3"":0.2212370300498585,""PIPE_V"":0.2751381215469613},""task_end"":35577,""task_span_cycles"":35577,""task_start"":0},{""active_any_pipe_cycles"":35311,""active_any_pipe_fraction"":0.9516507209270988,""core_id"":1,""op_count"":575,""pipe_busy_cycles"":{""PIPE_M"":28384,""PIPE_MTE2"":19144,""PIPE_MTE3"":7144,""PIPE_V"":7866},""pipe_utilization"":{""PIPE_M"":0.7649642905268832,""PIPE_MTE2"":0.5159412478102682,""PIPE_MTE3"":0.19253469882765126,""PIPE_V"":0.21199299285810538},""task_end"":37105,""task_span_cycles"":37105,""task_start"":0},{""active_any_pipe_cycles"":30026,""active_any_pipe_fraction"":0.8092170866460046,""core_id"":2,""op_count"":747,""pipe_busy_cycles"":{""PIPE_M"":19236,""PIPE_MTE2"":19668,""PIPE_MTE3"":8767,""PIPE_V"":9497},""pipe_utilization"":{""PIPE_M"":0.5184206980191349,""PIPE_MTE2"":0.5300633337825091,""PIPE_MTE3"":0.2362754345775502,""PIPE_V"":0.25594933297399275},""task_end"":36049,""task_span_cycles"":36049,""task_start"":0}]",b2a_w4,37105,991376,0,0,0,False,0,6.139047138392925,1eccccba147fffccd7a22c78f72460964fef760d0d1d7e726e99778a0bd6e292,a21856e66813701ac84be68dbece0fb5a39f0e6d4f999fdc4017af6f64950957,c6ea43ad15744df7afc44bd04023f81cfaf661fb8ddd44ded357291ce42e47b2
case_061,4,success,map_locality@b2a_w4,scene_b_fixed_partition_mapping,32914,1030100,1030100,0,449130,294,4,"[{""active_any_pipe_cycles"":27562,""active_any_pipe_fraction"":0.8373944218265783,""core_id"":0,""op_count"":622,""pipe_busy_cycles"":{""PIPE_M"":15452,""PIPE_MTE2"":21978,""PIPE_MTE3"":10369,""PIPE_V"":7695},""pipe_utilization"":{""PIPE_M"":0.4694658807802151,""PIPE_MTE2"":0.6677401713556541,""PIPE_MTE3"":0.31503311660691496,""PIPE_V"":0.23379109193656195},""task_end"":28337,""task_span_cycles"":28337,""task_start"":0},{""active_any_pipe_cycles"":26252,""active_any_pipe_fraction"":0.7975937291122319,""core_id"":1,""op_count"":485,""pipe_busy_cycles"":{""PIPE_M"":17020,""PIPE_MTE2"":19994,""PIPE_MTE3"":7680,""PIPE_V"":6951},""pipe_utilization"":{""PIPE_M"":0.5171051832047153,""PIPE_MTE2"":0.6074618703287354,""PIPE_MTE3"":0.2333353588138786,""PIPE_V"":0.21118672905146746},""task_end"":30192,""task_span_cycles"":30192,""task_start"":0},{""active_any_pipe_cycles"":27071,""active_any_pipe_fraction"":0.8224767576107431,""core_id"":2,""op_count"":530,""pipe_busy_cycles"":{""PIPE_M"":16904,""PIPE_MTE2"":19240,""PIPE_MTE3"":10199,""PIPE_V"":7141},""pipe_utilization"":{""PIPE_M"":0.5135808470559641,""PIPE_MTE2"":0.5845536853618521,""PIPE_MTE3"":0.30986814121650363,""PIPE_V"":0.21695934860545665},""task_end"":28479,""task_span_cycles"":28479,""task_start"":0},{""active_any_pipe_cycles"":26781,""active_any_pipe_fraction"":0.8136659172388649,""core_id"":3,""op_count"":465,""pipe_busy_cycles"":{""PIPE_M"":22080,""PIPE_MTE2"":17176,""PIPE_MTE3"":9905,""PIPE_V"":5785},""pipe_utilization"":{""PIPE_M"":0.670839156589901,""PIPE_MTE2"":0.5218448076806222,""PIPE_MTE3"":0.30093577201190985,""PIPE_V"":0.1757610743148812},""task_end"":32914,""task_span_cycles"":32914,""task_start"":0}]",b2a_w4,33361,1037776,-447,-7676,0,True,0,10.523610357195139,e45640163071f71b548f18c84d3ec5e9e3a40fedc97b067340ba0c1fc8205e4c,c0ca477dd4aa53b7949fb751c25a9e2cc031c0fc10cb0fcde4d82002f58a42fb,7f50b083d09ece7dccd76a0a979e9274324ceab45223a18e28df48164e8990f2
case_061,5,success,map_locality@b2a_w4,scene_b_fixed_partition_mapping,32628,919820,919820,0,409862,270,5,"[{""active_any_pipe_cycles"":19792,""active_any_pipe_fraction"":0.6065955620939071,""core_id"":0,""op_count"":347,""pipe_busy_cycles"":{""PIPE_M"":12976,""PIPE_MTE2"":17867,""PIPE_MTE3"":10873,""PIPE_V"":4918},""pipe_utilization"":{""PIPE_M"":0.3976952310898615,""PIPE_MTE2"":0.5475971558170896,""PIPE_MTE3"":0.3332413877651097,""PIPE_V"":0.15072943484124066},""task_end"":25310,""task_span_cycles"":25310,""task_start"":0},{""active_any_pipe_cycles"":25506,""active_any_pipe_fraction"":0.781721221037146,""core_id"":1,""op_count"":629,""pipe_busy_cycles"":{""PIPE_M"":11888,""PIPE_MTE2"":23968,""PIPE_MTE3"":9871,""PIPE_V"":9799},""pipe_utilization"":{""PIPE_M"":0.36434963834743167,""PIPE_MTE2"":0.7345837930611745,""PIPE_MTE3"":0.30253156797842345,""PIPE_V"":0.30032487434105676},""task_end"":25982,""task_span_cycles"":25982,""task_start"":0},{""active_any_pipe_cycles"":31571,""active_any_pipe_fraction"":0.9676045114625476,""core_id"":2,""op_count"":386,""pipe_busy_cycles"":{""PIPE_M"":20248,""PIPE_MTE2"":23177,""PIPE_MTE3"":10069,""PIPE_V"":4153},""pipe_utilization"":{""PIPE_M"":0.6205712884638961,""PIPE_MTE2"":0.7103408115728822,""PIPE_MTE3"":0.3085999754811818,""PIPE_V"":0.12728331494421968},""task_end"":32628,""task_span_cycles"":32628,""task_start"":0},{""active_any_pipe_cycles"":20456,""active_any_pipe_fraction"":0.6269461811940664,""core_id"":3,""op_count"":358,""pipe_busy_cycles"":{""PIPE_M"":10868,""PIPE_MTE2"":17722,""PIPE_MTE3"":9818,""PIPE_V"":4799},""pipe_utilization"":{""PIPE_M"":0.3330881451514037,""PIPE_MTE2"":0.543153120019615,""PIPE_MTE3"":0.3009071962731396,""PIPE_V"":0.1470822606350374},""task_end"":26468,""task_span_cycles"":26468,""task_start"":0},{""active_any_pipe_cycles"":23512,""active_any_pipe_fraction"":0.7206080666911855,""core_id"":4,""op_count"":325,""pipe_busy_cycles"":{""PIPE_M"":15476,""PIPE_MTE2"":18753,""PIPE_MTE3"":9374,""PIPE_V"":3903},""pipe_utilization"":{""PIPE_M"":0.47431653794287115,""PIPE_MTE2"":0.5747517469657962,""PIPE_MTE3"":0.28729925217604513,""PIPE_V"":0.11962118425891873},""task_end"":26784,""task_span_cycles"":26784,""task_start"":0}]",b2a_w4,32921,994572,-293,-74752,0,True,0,11.399991773068905,d7e670069f1fbfb6a217ddf80da0c4b8048e06eeb354324286549ca1f842b030,678f354cc433b052eef60c5787ed9fde5c8249d4a3732ad48531e3bf5f5c4896,9ecec5d66015823e787a28ac3d06fe9174f86c55e131f0659e82c4d1edf7f6b9
case_062,1,success,stage1_actual_winner,verified_stage1_global_fallback,2854809,0,0,0,0,0,1,"[{""active_any_pipe_cycles"":2854809,""active_any_pipe_fraction"":1.0,""core_id"":0,""op_count"":23999,""pipe_busy_cycles"":{""PIPE_M"":2618400,""PIPE_MTE2"":224643,""PIPE_MTE3"":26,""PIPE_V"":392688},""pipe_utilization"":{""PIPE_M"":0.9171892060029235,""PIPE_MTE2"":0.07868932737706796,""PIPE_MTE3"":9.107439411883598e-06,""PIPE_V"":0.13755316029899023},""task_end"":2854809,""task_span_cycles"":2854809,""task_start"":0}]",single,2854809,0,0,0,0,False,0,1.850036446005106,fd3cb50d6d81addc681279ae0a013b7060af8878acdbfd2ba99db86a91b024f5,0058b0b0a1310dc2400dc166519f401b1beb42c5139f8d5d11c82d707a3088da,2e47e682b751854b4e8bbb117b47c9f974c09eea11d93eb203431d4c5aa8dca1
