case,cores,split,winner,winner_family,makespan_cycles,stage1_makespan_cycles,added_copy_bytes,stage1_added_copy_bytes,spill_added_copy_bytes,stage1_spill_added_copy_bytes,cross_task_traffic_bytes,cross_core_transfer_count,used_core_count,group_wall_seconds,gain_pct,copy_delta_mib,spill_delta_mib,speedup
case_031,4,validation,stage1_actual_winner,verified_stage1_global_fallback,533935,533935,13832164,13832164,591104,591104,6530034,1647,4,36.486054480075836,0.0,0.0,0.0,2.648953524305393
case_031,5,validation,map_locality@b2a_w4,scene_b_fixed_partition_mapping,447026,449197,14328876,14569512,441344,499712,6837140,1740,5,78.57023818790913,0.4833068787191366,-0.22948837280273438,-0.0556640625,3.1639524322970027
case_032,1,validation,stage1_actual_winner,verified_stage1_global_fallback,41443,41443,0,0,0,0,0,0,1,0.06793188862502575,0.0,0.0,0.0,1.0
case_032,2,validation,stage1_actual_winner,verified_stage1_global_fallback,20967,20967,417080,417080,0,0,168092,111,2,2.046500016003847,0.0,0.0,0.0,1.9765822482949396
case_032,3,validation,stage1_actual_winner,verified_stage1_global_fallback,19275,19275,559060,559060,0,0,223978,163,3,3.9832529928535223,0.0,0.0,0.0,2.1500907911802853
case_032,4,validation,stage1_actual_winner,verified_stage1_global_fallback,17051,17051,163950,163950,0,0,36916,42,4,6.1862822491675615,0.0,0.0,0.0,2.430531933610932
case_032,5,validation,stage1_actual_winner,verified_stage1_global_fallback,17051,17051,163950,163950,0,0,36916,42,4,7.01351978443563,0.0,0.0,0.0,2.430531933610932
case_033,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,1774196,1774196,4592640,4592640,4592640,4592640,0,0,1,0.31144826114177704,0.0,0.0,0.0,1.0
case_033,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,1096366,1096366,5084160,5084160,2752512,2752512,313344,51,2,15.725850144401193,0.0,0.0,0.0,1.6182515692752237
case_033,3,holdout,map_locality@b1,scene_b_fixed_partition_mapping,747256,747400,6572036,6608900,2314752,1961472,634882,104,3,24.071257716044784,0.019266791544019266,-0.03515625,0.3369140625,2.3742813707752095
case_033,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,561362,561362,7299076,7299076,1371648,1371648,1024002,161,4,37.78641573153436,0.0,0.0,0.0,3.1605203059701226
case_033,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,561362,561362,7299076,7299076,1371648,1371648,1024002,161,4,43.91544468514621,0.0,0.0,0.0,3.1605203059701226
case_034,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,842996,842996,1079832,1079832,1079832,1079832,0,0,1,0.32715450040996075,0.0,0.0,0.0,1.0
case_034,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,547325,547325,12242376,12242376,4630624,4630624,3714228,969,2,12.737536272034049,0.0,0.0,0.0,1.540211026355456
case_034,3,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,385163,390295,11577064,11452144,1682504,1393736,4795728,1255,3,27.835188783705235,1.3149028299107086,0.11913299560546875,0.275390625,2.1886733668602645
case_034,4,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,328195,338094,11592720,11977968,526408,439368,5377252,1401,4,49.133928893134,2.92788396126521,-0.367401123046875,0.0830078125,2.5685827023568306
case_034,5,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,291447,292576,11992344,12138512,599108,287772,5478762,1477,5,64.90977049432695,0.38588264245871157,-0.13939666748046875,0.29691314697265625,2.892450428379774
case_035,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,169571,169571,0,0,0,0,0,0,1,0.31199281103909016,0.0,0.0,0.0,1.0
case_035,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,105261,105261,43008,43008,0,0,21504,21,2,9.606074582785368,0.0,0.0,0.0,1.610957524629255
case_035,3,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,98946,98946,74240,167936,0,0,34816,31,3,20.105963611975312,0.0,-0.08935546875,0.0,1.713773169203404
case_035,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,95602,95602,1417128,1417128,0,0,567758,514,4,20.420545905828476,0.0,0.0,0.0,1.773718123051819
case_035,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,95602,95602,1417128,1417128,0,0,567758,514,4,24.685579219833016,0.0,0.0,0.0,1.773718123051819
case_036,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,931510,931510,0,0,0,0,0,0,1,0.2756980136036873,0.0,0.0,0.0,1.0
case_036,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,466068,466068,1152,1152,0,0,0,0,2,15.397138701751828,0.0,0.0,0.0,1.998656848356892
case_036,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,388000,388000,88320,88320,0,0,28672,7,3,29.5153921674937,0.0,0.0,0.0,2.400798969072165
case_036,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,233584,233584,3456,3456,0,0,0,0,4,35.49532204866409,0.0,0.0,0.0,3.987901568600589
case_036,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,187182,187182,4608,4608,0,0,0,0,5,44.66849575936794,0.0,0.0,0.0,4.976493466252097
case_037,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,210001,210001,0,0,0,0,0,0,1,0.07045181654393673,0.0,0.0,0.0,1.0
case_037,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,125692,125692,1966080,1966080,0,0,983040,240,2,1.636724065989256,0.0,0.0,0.0,1.670758679947809
case_037,3,holdout,map_locality@b1,scene_b_fixed_partition_mapping,85497,87130,921600,1105920,0,0,172032,42,3,4.033686209470034,1.874210949156433,-0.17578125,0.0,2.45623823058119
case_037,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,68753,68753,1527808,1527808,0,0,253952,62,4,4.615243012085557,0.0,0.0,0.0,3.054426715925123
case_037,5,holdout,map_locality@b0,scene_b_fixed_partition_mapping,43013,43800,942080,1925120,0,0,0,0,5,6.706332508474588,1.7968036529680365,-0.9375,0.0,4.882268151489085
case_038,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,1364555,1364555,5627904,5627904,5627904,5627904,0,0,1,0.5439610425382853,0.0,0.0,0.0,1.0
case_038,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,933300,933300,17434112,17434112,6265344,6265344,5490688,2104,2,31.06348681822419,0.0,0.0,0.0,1.4620754312654023
case_038,3,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,686873,699260,17070080,17637888,3851264,3589632,6476800,2476,3,65.27659435756505,1.7714440980465063,-0.54150390625,0.24951171875,1.986619069318491
case_038,4,holdout,inherit_final_k3,recursive_final_winner_inheritance,686873,693950,17070080,18244096,3851264,2015744,6476800,2476,3,90.66519317962229,1.019814107644643,-1.11962890625,1.75048828125,1.986619069318491
case_038,5,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,686276,693950,18753024,18244096,2237952,2015744,8017920,3080,5,108.40978055819869,1.1058433604726565,0.4853515625,0.2119140625,1.9883472538745344
case_039,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,1435262,1435262,7929856,7929856,7929856,7929856,0,0,1,0.5342005435377359,0.0,0.0,0.0,1.0
case_039,2,holdout,map_locality@b1,scene_b_fixed_partition_mapping,865123,865589,11845632,12152832,4841472,5165056,2908160,710,2,19.885982528328896,0.05383617398095401,-0.29296875,-0.30859375,1.65902651992838
case_039,3,holdout,map_locality@b1,scene_b_fixed_partition_mapping,584952,693126,12587008,12627968,7081984,5459968,1425408,348,3,38.040028519928455,15.606686230209226,-0.0390625,1.546875,2.4536406405995708
case_039,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,558169,558169,13959168,13959168,3604480,3604480,3403776,831,4,63.77029248699546,0.0,0.0,0.0,2.5713753361437126
case_039,5,holdout,map_locality@b1,scene_b_fixed_partition_mapping,504900,533010,13557760,14618624,2359296,1183744,3186688,778,5,70.92282616533339,5.273822254741937,-1.01171875,1.12109375,2.84266587443058
case_040,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,253454,253454,0,0,0,0,0,0,1,0.24156435020267963,0.0,0.0,0.0,1.0
case_040,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,145181,145181,179566,179566,0,0,34998,38,2,7.06123055331409,0.0,0.0,0.0,1.7457794063961538
case_040,3,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,127386,127386,277296,300988,896,0,31704,93,3,12.633501686155796,0.0,-0.022594451904296875,0.0008544921875,1.9896534941045327
case_040,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,123991,123991,436288,436288,0,0,105504,107,4,15.248539259657264,0.0,0.0,0.0,2.0441322354041827
case_040,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,121977,121977,479102,479102,0,0,108990,55,5,19.62279069982469,0.0,0.0,0.0,2.077883535420612
case_041,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,6003957,6003957,30898176,30898176,30898176,30898176,0,0,1,1.7539264671504498,0.0,0.0,0.0,1.0
case_041,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,3714990,3714990,24925192,24925192,17703936,17703936,1826820,448,2,156.45164830982685,0.0,0.0,0.0,1.6161435158641073
case_041,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,3304486,3304486,103015436,103015436,29940736,29940736,36517894,8923,3,167.93352063558996,0.0,0.0,0.0,1.8169110112737654
case_041,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,2174064,2174064,28411908,28411908,11627520,11627520,2441218,597,4,285.7861617524177,0.0,0.0,0.0,2.761628452520257
case_041,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,2112003,2112003,30204936,30204936,12973056,12973056,2777092,680,5,352.8172579538077,0.0,0.0,0.0,2.8427786324167155
case_042,1,validation,stage1_actual_winner,verified_stage1_global_fallback,1686740,1686740,6629376,6629376,6629376,6629376,0,0,1,0.4454053156077862,0.0,0.0,0.0,1.0
case_042,2,validation,stage1_actual_winner,verified_stage1_global_fallback,987912,987912,17884172,17884172,8314372,8314372,4651012,1106,2,12.790641820058227,0.0,0.0,0.0,1.7073787948724177
case_042,3,validation,map_locality@b2a_w4,scene_b_fixed_partition_mapping,713847,718407,17431836,17628444,4905604,4913796,6178828,1481,3,39.862488847225904,0.6347376904735059,-0.1875,-0.0078125,2.362887285370675
case_042,4,validation,map_locality@b2a_w4,scene_b_fixed_partition_mapping,570782,570782,16404764,16601372,2400256,2203648,6822926,1675,4,45.17693692818284,0.0,-0.1875,0.1875,2.9551387394837256
case_042,5,validation,stage1_actual_winner,verified_stage1_global_fallback,486817,486817,15667992,15667992,598016,598016,7304204,1788,5,53.47209062054753,0.0,0.0,0.0,3.464833808186649
case_043,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,677656,677656,49160,49160,49160,49160,0,0,1,0.7262331917881966,0.0,0.0,0.0,1.0
case_043,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,340810,340810,1173006,1173006,98304,98304,451334,253,2,24.76623162254691,0.0,0.0,0.0,1.9883688858894986
case_043,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,264491,264491,3342112,3342112,229412,229412,1461814,930,3,43.817862121388316,0.0,0.0,0.0,2.562113644698685
case_043,4,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,245299,249011,5907758,5862672,85004,83916,2589252,1769,4,59.20446396060288,1.490697198115746,0.04299736022949219,0.00103759765625,2.762571392463891
case_043,5,holdout,map_locality@b2a_w8,scene_b_fixed_partition_mapping,221717,222619,4219058,4305042,0,0,1909392,1131,5,73.14675315469503,0.4051765572570176,-0.082000732421875,0.0,3.0564007270529547
case_044,1,development,stage1_actual_winner,verified_stage1_global_fallback,154407,154407,4438112,4438112,4438112,4438112,0,0,1,0.1070402804762125,0.0,0.0,0.0,1.0
case_044,2,development,stage1_actual_winner,verified_stage1_global_fallback,58111,58111,1424480,1424480,238080,238080,128000,111,2,2.0573764201253653,0.0,0.0,0.0,2.6571045068919825
case_044,3,development,map_locality@b2a_w4,scene_b_fixed_partition_mapping,57861,58111,1910240,1424480,434176,238080,28672,44,3,5.328987339511514,0.4302111476312574,0.4632568359375,0.18701171875,2.6685850572924767
case_044,4,development,inherit_final_k3,recursive_final_winner_inheritance,57861,58111,1910240,1424480,434176,238080,28672,44,3,6.424916988238692,0.4302111476312574,0.4632568359375,0.18701171875,2.6685850572924767
case_044,5,development,inherit_final_k4,recursive_final_winner_inheritance,57861,58111,1910240,1424480,434176,238080,28672,44,3,8.092298133298755,0.4302111476312574,0.4632568359375,0.18701171875,2.6685850572924767
case_045,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,125614,125614,0,0,0,0,0,0,1,0.12193508446216583,0.0,0.0,0.0,1.0
case_045,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,78563,78563,94208,94208,0,0,40960,10,2,2.7815277595072985,0.0,0.0,0.0,1.5988951542074514
case_045,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,45671,45671,233472,233472,0,0,106496,26,3,8.434897124767303,0.0,0.0,0.0,2.7504105449847827
case_045,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,39561,39561,352256,352256,0,0,159744,39,4,6.839463584125042,0.0,0.0,0.0,3.175197795809004
case_045,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,29147,29147,356352,356352,0,0,167936,41,5,11.355254484340549,0.0,0.0,0.0,4.309671664322229
case_046,1,validation,stage1_actual_winner,verified_stage1_global_fallback,276455,276455,3176288,3176288,3176288,3176288,0,0,1,0.07641598582267761,0.0,0.0,0.0,1.0
case_046,2,validation,stage1_actual_winner,verified_stage1_global_fallback,112634,112634,930400,930400,0,0,0,0,2,1.455457217991352,0.0,0.0,0.0,2.4544542500488307
case_046,3,validation,map_locality@b2a_w16,scene_b_fixed_partition_mapping,89453,93107,2918592,2513088,433152,418816,312320,97,3,2.8684713393449783,3.9245169536125104,0.38671875,0.013671875,3.0905056286541535
case_046,4,validation,stage1_actual_winner,verified_stage1_global_fallback,80768,80768,2791200,2791200,0,0,0,0,4,2.761003350839019,0.0,0.0,0.0,3.422828347860539
case_046,5,validation,stage1_actual_winner,verified_stage1_global_fallback,80768,80768,2791200,2791200,0,0,0,0,4,5.813543995842338,0.0,0.0,0.0,3.422828347860539
case_047,1,development,stage1_actual_winner,verified_stage1_global_fallback,326508,326508,0,0,0,0,0,0,1,1.0761095266789198,0.0,0.0,0.0,1.0
case_047,2,development,map_locality@b2a_w16,scene_b_fixed_partition_mapping,249861,250591,560452,557764,0,0,247936,647,2,32.99061772599816,0.2913113399922583,0.0025634765625,0.0,1.3067585577581136
case_047,3,development,stage1_actual_winner,verified_stage1_global_fallback,230393,230393,849672,849672,0,0,361280,906,3,42.91864201053977,0.0,0.0,0.0,1.4171784733043105
case_047,4,development,stage1_actual_winner,verified_stage1_global_fallback,209241,209241,1084300,1084300,0,0,447584,1194,4,62.852039624005556,0.0,0.0,0.0,1.560439875550203
case_047,5,development,stage1_actual_winner,verified_stage1_global_fallback,201442,201442,1304976,1304976,0,0,527168,1370,5,82.01060259714723,0.0,0.0,0.0,1.6208536452179785
case_048,1,development,stage1_actual_winner,verified_stage1_global_fallback,222220,222220,0,0,0,0,0,0,1,0.12708280235528946,0.0,0.0,0.0,1.0
case_048,2,development,stage1_actual_winner,verified_stage1_global_fallback,164258,164258,325572,325572,0,0,121792,113,2,3.357921516522765,0.0,0.0,0.0,1.3528717018349183
case_048,3,development,stage1_actual_winner,verified_stage1_global_fallback,151763,151763,487976,487976,0,0,202704,203,3,4.99626250565052,0.0,0.0,0.0,1.4642567687776336
case_048,4,development,stage1_actual_winner,verified_stage1_global_fallback,151763,151763,487976,487976,0,0,202704,203,3,5.96842036396265,0.0,0.0,0.0,1.4642567687776336
case_048,5,development,map_locality@b2a_w16,scene_b_fixed_partition_mapping,151418,151763,489456,487976,0,0,203408,207,5,9.763146420940757,0.22732813663409396,0.00141143798828125,0.0,1.4675930206448375
case_049,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,196276,196276,0,0,0,0,0,0,1,0.318591495975852,0.0,0.0,0.0,1.0
case_049,2,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,120187,120499,1365816,1396528,0,0,673882,497,2,10.61718963086605,0.25892331056689266,-0.02928924560546875,0.0,1.6330884371853862
case_049,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,97824,97824,1650932,1650932,0,0,806134,637,3,18.48587724380195,0.0,0.0,0.0,2.0064196925089957
case_049,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,86219,86219,2250304,2250304,0,0,1094042,817,4,23.998767910525203,0.0,0.0,0.0,2.276481981929737
case_049,5,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,82826,84557,2339072,2413584,0,0,1140344,850,5,22.15236446261406,2.047139799188713,-0.0710601806640625,0.0,2.3697389708545624
case_050,1,development,stage1_actual_winner,verified_stage1_global_fallback,149690,149690,0,0,0,0,0,0,1,0.33449452370405197,0.0,0.0,0.0,1.0
case_050,2,development,stage1_actual_winner,verified_stage1_global_fallback,81891,81891,1176512,1176512,0,0,551134,696,2,8.055102288722992,0.0,0.0,0.0,1.827917597782418
case_050,3,development,stage1_actual_winner,verified_stage1_global_fallback,53248,53248,1479980,1479980,0,0,652562,908,3,19.576333472505212,0.0,0.0,0.0,2.8111853966346154
case_050,4,development,map_locality@b2a_w16,scene_b_fixed_partition_mapping,44776,46748,1737528,1747432,0,0,757654,1039,4,24.73950402624905,4.218362282878412,-0.0094451904296875,0.0,3.343085581561551
case_050,5,development,map_locality@b2a_w16,scene_b_fixed_partition_mapping,42067,42140,1663544,1696052,0,0,704660,1081,5,31.000339711084962,0.17323208353108685,-0.031002044677734375,0.0,3.5583711698005565
case_051,1,development,stage1_actual_winner,verified_stage1_global_fallback,607628,607628,0,0,0,0,0,0,1,0.09539665654301643,0.0,0.0,0.0,1.0
case_051,2,development,stage1_actual_winner,verified_stage1_global_fallback,607628,607628,0,0,0,0,0,0,1,1.7490777093917131,0.0,0.0,0.0,1.0
case_051,3,development,stage1_actual_winner,verified_stage1_global_fallback,607628,607628,0,0,0,0,0,0,1,2.194889884442091,0.0,0.0,0.0,1.0
case_051,4,development,stage1_actual_winner,verified_stage1_global_fallback,607628,607628,0,0,0,0,0,0,1,2.5072172563523054,0.0,0.0,0.0,1.0
case_051,5,development,stage1_actual_winner,verified_stage1_global_fallback,607628,607628,0,0,0,0,0,0,1,2.8653132375329733,0.0,0.0,0.0,1.0
case_052,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,180301,180301,0,0,0,0,0,0,1,0.08925977721810341,0.0,0.0,0.0,1.0
case_052,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,96545,96545,1204196,1204196,9216,9216,545010,199,2,2.9757829047739506,0.0,0.0,0.0,1.8675332746387694
case_052,3,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,68630,69389,1727452,1827640,0,0,765422,275,3,6.920561695471406,1.0938333165199094,-0.09554672241210938,0.0,2.6271455631647966
case_052,4,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,58845,62274,2019260,2080652,0,0,917854,298,4,8.653422556817532,5.506310819924848,-0.0585479736328125,0.0,3.063998640496219
case_052,5,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,57456,57870,2069636,2199428,0,0,909506,320,5,13.507329368963838,0.7153965785381027,-0.123779296875,0.0,3.138070871623503
case_053,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,1472686,1472686,5405536,5405536,5405536,5405536,0,0,1,0.9379646573215723,0.0,0.0,0.0,1.0
case_053,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,759149,759149,2489670,2489670,176802,176802,675680,369,2,30.98020894639194,0.0,0.0,0.0,1.9399169333029485
case_053,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,584699,584699,2121568,2121568,248800,248800,192512,73,3,54.4091575704515,0.0,0.0,0.0,2.518707916380907
case_053,4,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,487919,492668,6677398,3424480,647488,1137888,1843030,1204,4,74.93364499695599,0.9639351449657781,3.102224349975586,-0.467681884765625,3.0183001686755384
case_053,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,465992,465992,7790078,7790078,17570,17570,1912680,1293,5,97.77169285714626,0.0,0.0,0.0,3.160324640766365
case_054,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,815051,815051,0,0,0,0,0,0,1,1.2835138700902462,0.0,0.0,0.0,1.0
case_054,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,485507,485507,3211144,3211144,229376,229376,1456066,1213,2,31.457455679774284,0.0,0.0,0.0,1.6787626131034157
case_054,3,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,386490,386727,4062124,4069800,0,0,1955026,1606,3,99.8704013004899,0.0612835411026383,-0.007320404052734375,0.0,2.108854045382804
case_054,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,331197,331197,4961644,4961644,0,0,2361776,1994,4,94.08656164258718,0.0,0.0,0.0,2.4609250687657194
case_054,5,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,271892,272849,5666452,5858448,0,0,2634050,2492,5,103.98709893599153,0.35074345150614444,-0.18310165405273438,0.0,2.9977012931605196
case_055,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,118835,118835,69632,69632,69632,69632,0,0,1,0.09748093597590923,0.0,0.0,0.0,1.0
case_055,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,64648,64648,1167092,1167092,233496,233496,365678,172,2,3.1465194914489985,0.0,0.0,0.0,1.838185249350328
case_055,3,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,50239,52332,1325376,1295176,20480,53272,506016,242,3,7.924355739727616,3.9994649545211343,0.02880096435546875,-0.03127288818359375,2.365393419455005
case_055,4,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,40605,42061,1329744,1403496,0,16384,530472,251,4,8.993499351665378,3.461639048049262,-0.07033538818359375,-0.015625,2.9266100233961336
case_055,5,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,38098,40899,1490812,1609596,0,0,566974,276,5,11.855720723047853,6.848578204846084,-0.11328125,0.0,3.119192608535881
case_056,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,277285,277285,0,0,0,0,0,0,1,0.5925156939774752,0.0,0.0,0.0,1.0
case_056,2,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,188389,188576,1494018,1385798,0,0,737262,771,2,17.5130758266896,0.09916426268454098,0.10320663452148438,0.0,1.4718746848276705
case_056,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,150152,150152,1740710,1740710,0,0,851646,959,3,27.36269603483379,0.0,0.0,0.0,1.8466953487133038
case_056,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,135157,135157,2273974,2273974,0,0,1100868,1135,4,31.67987498641014,0.0,0.0,0.0,2.0515770548325283
case_056,5,holdout,map_locality@b2a_w16,scene_b_fixed_partition_mapping,133714,135157,2254030,2273974,0,0,1077326,1251,5,36.173760617151856,1.0676472546741937,-0.01902008056640625,0.0,2.0737170378569183
case_057,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,59726,59726,94216,94216,94216,94216,0,0,1,0.07581007480621338,0.0,0.0,0.0,1.0
case_057,2,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,30500,31115,802956,722184,0,0,344134,125,2,2.500330535694957,1.976538646954845,0.07703018188476562,0.0,1.9582295081967214
case_057,3,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,20864,21456,736728,671212,0,0,288364,126,3,4.453135423362255,2.759134973900075,0.062480926513671875,0.0,2.8626342024539877
case_057,4,holdout,stage1_actual_winner,verified_stage1_global_fallback,17084,17084,565496,565496,0,0,222332,94,4,6.28172979131341,0.0,0.0,0.0,3.49601966752517
case_057,5,holdout,stage1_actual_winner,verified_stage1_global_fallback,17084,17084,565496,565496,0,0,222332,94,4,7.205735374242067,0.0,0.0,0.0,3.49601966752517
case_058,1,development,stage1_actual_winner,verified_stage1_global_fallback,4539717,4539717,28696576,28696576,28696576,28696576,0,0,1,1.6844357512891293,0.0,0.0,0.0,1.0
case_058,2,development,stage1_actual_winner,verified_stage1_global_fallback,3633043,3633043,116219904,116219904,65036288,65036288,25591808,6248,2,120.03886970318854,0.0,0.0,0.0,1.2495632449161764
case_058,3,development,stage1_actual_winner,verified_stage1_global_fallback,1506765,1506765,29749248,29749248,25153536,25153536,0,0,3,183.7837254330516,0.0,0.0,0.0,3.012889866701178
case_058,4,development,stage1_actual_winner,verified_stage1_global_fallback,1506765,1506765,29749248,29749248,25153536,25153536,0,0,3,208.85459940321743,0.0,0.0,0.0,3.012889866701178
case_058,5,development,stage1_actual_winner,verified_stage1_global_fallback,915736,915736,30818304,30818304,21626880,21626880,0,0,5,318.1939968690276,0.0,0.0,0.0,4.957451710973468
case_059,1,validation,stage1_actual_winner,verified_stage1_global_fallback,829473,829473,1691648,1691648,1691648,1691648,0,0,1,0.23871465399861336,0.0,0.0,0.0,1.0
case_059,2,validation,stage1_actual_winner,verified_stage1_global_fallback,421538,421538,2072576,2072576,1351680,1351680,0,0,2,6.4397369138896465,0.0,0.0,0.0,1.9677300741570154
case_059,3,validation,map_locality@b2a_w4,scene_b_fixed_partition_mapping,342534,351835,9396224,9920512,1712128,1703936,3842048,938,3,13.914404483512044,2.6435687182912444,-0.5,0.0078125,2.4215785878190195
case_059,4,validation,stage1_actual_winner,verified_stage1_global_fallback,185216,185216,1081344,1081344,0,0,0,0,4,15.211508119478822,0.0,0.0,0.0,4.478408992743607
case_059,5,validation,stage1_actual_winner,verified_stage1_global_fallback,185216,185216,1081344,1081344,0,0,0,0,4,20.632028641179204,0.0,0.0,0.0,4.478408992743607
case_060,1,validation,stage1_actual_winner,verified_stage1_global_fallback,888789,888789,2068520,2068520,2068520,2068520,0,0,1,0.4612059202045202,0.0,0.0,0.0,1.0
case_060,2,validation,stage1_actual_winner,verified_stage1_global_fallback,525020,525020,3210298,3210298,1551406,1551406,278534,94,2,25.204482467845082,0.0,0.0,0.0,1.6928669384023465
case_060,3,validation,map_locality@b2a_w4,scene_b_fixed_partition_mapping,427280,427646,14706504,3937368,2699860,1801296,5759930,1780,3,46.19456006772816,0.08558480612469192,10.270248413085938,0.8569374084472656,2.0801090619734133
case_060,4,validation,stage1_actual_winner,verified_stage1_global_fallback,348983,348983,14168036,14168036,675904,675904,6442962,2003,4,63.6991359423846,0.0,0.0,0.0,2.5467974084697533
case_060,5,validation,map_locality@b1,scene_b_fixed_partition_mapping,306448,306965,4455504,4418640,516108,332812,406556,145,5,87.89489164948463,0.16842311012656166,0.03515625,0.1748046875,2.900293035033676
case_061,1,holdout,stage1_actual_winner,verified_stage1_global_fallback,77191,77191,0,0,0,0,0,0,1,0.09689406864345074,0.0,0.0,0.0,1.0
case_061,2,holdout,stage1_actual_winner,verified_stage1_global_fallback,47435,47435,582112,582112,0,0,253168,186,2,3.2962224893271923,0.0,0.0,0.0,1.627300516496258
case_061,3,holdout,stage1_actual_winner,verified_stage1_global_fallback,37105,37105,991376,991376,0,0,434888,262,3,6.139047138392925,0.0,0.0,0.0,2.080339576876432
case_061,4,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,32914,33361,1030100,1037776,0,0,449130,294,4,10.523610357195139,1.3398878930487694,-0.007320404052734375,0.0,2.3452330315367322
case_061,5,holdout,map_locality@b2a_w4,scene_b_fixed_partition_mapping,32628,32921,919820,994572,0,0,409862,270,5,11.399991773068905,0.8900094164818809,-0.0712890625,0.0,2.3657901189162684
case_062,1,validation,stage1_actual_winner,verified_stage1_global_fallback,2854809,2854809,0,0,0,0,0,0,1,1.850036446005106,0.0,0.0,0.0,1.0
