case,cores,candidate,gain_pct,relation
case_026,2,map_locality@b2a_w4,0.0,tie
case_026,2,map_locality@b2a_w8,-13.33395121800516,worse
case_026,2,map_locality@b2a_w16,-34.27560745786799,worse
case_026,3,map_locality@b0,-81.37707948243992,worse
case_026,3,map_locality@b1,-31.062846580406653,worse
case_026,3,map_locality@b2a_w4,-2.78003696857671,worse
case_026,3,map_locality@b2a_w8,-32.7264325323475,worse
case_026,3,map_locality@b2a_w16,-46.51201478743069,worse
case_026,4,map_locality@b0,-96.0720887245841,worse
case_026,4,map_locality@b1,-29.74861367837338,worse
case_026,4,map_locality@b2a_w4,-4.2865064695009245,worse
case_026,4,map_locality@b2a_w8,-35.10720887245841,worse
case_026,4,map_locality@b2a_w16,-44.70055452865065,worse
case_026,5,map_locality@b0,-94.59519408502773,worse
case_026,5,map_locality@b1,-4.839186691312385,worse
case_026,5,map_locality@b2a_w4,-5.304990757855823,worse
case_026,5,map_locality@b2a_w8,-32.181146025878,worse
case_026,5,map_locality@b2a_w16,-50.011090573012936,worse
case_027,2,map_locality@b0,0.0,tie
case_027,2,map_locality@b1,-99.76493404771972,worse
case_027,2,map_locality@b2a_w4,-14.06149360995288,worse
case_027,2,map_locality@b2a_w8,-13.968626947211414,worse
case_027,2,map_locality@b2a_w16,-13.920632456764814,worse
case_027,3,map_locality@b0,0.0,tie
case_027,3,map_locality@b1,-200.92857843157006,worse
case_027,3,map_locality@b2a_w4,-19.788497929702558,worse
case_027,3,map_locality@b2a_w8,-19.958795507259808,worse
case_027,3,map_locality@b2a_w16,-25.1527373186727,worse
case_027,4,map_locality@b0,0.0,tie
case_027,4,map_locality@b1,-300.10157440325037,worse
case_027,4,map_locality@b2a_w4,-22.853704246811493,worse
case_027,4,map_locality@b2a_w8,-22.440789991344715,worse
case_027,4,map_locality@b2a_w16,-22.587071438279242,worse
case_027,5,map_locality@b0,-322.7412213249022,worse
case_027,5,map_locality@b1,-304.72964756543325,worse
case_027,5,map_locality@b2a_w4,-2.8135036731307093,worse
case_027,5,map_locality@b2a_w8,-5.5721070966172865,worse
case_027,5,map_locality@b2a_w16,-10.192490647286462,worse
case_028,2,map_locality@b0,-115.80156749892336,worse
case_028,2,map_locality@b1,-38.961353261073974,worse
case_028,2,map_locality@b2a_w4,-6.400497530562015,worse
case_028,2,map_locality@b2a_w8,-5.478197248242073,worse
case_028,2,map_locality@b2a_w16,0.0,tie
case_028,3,map_locality@b0,-22.480437008031295,worse
case_028,3,map_locality@b1,-47.15858528458113,worse
case_028,3,map_locality@b2a_w4,-17.54148584162074,worse
case_028,3,map_locality@b2a_w8,-14.775035177855308,worse
case_028,3,map_locality@b2a_w16,0.0,tie
case_028,4,map_locality@b0,-329.3826948627321,worse
case_028,4,map_locality@b1,-56.02206818946734,worse
case_028,4,map_locality@b2a_w4,-19.074571234794423,worse
case_028,4,map_locality@b2a_w8,-9.391058002853145,worse
case_028,4,map_locality@b2a_w16,0.0,tie
case_028,5,map_locality@b0,-437.3977546415427,worse
case_028,5,map_locality@b1,-65.09455450678881,worse
case_028,5,map_locality@b2a_w4,-20.321097194662705,worse
case_028,5,map_locality@b2a_w8,-12.608436288707718,worse
case_028,5,map_locality@b2a_w16,0.004192669595324021,better
case_029,2,map_locality@b0,-80.39677202420982,worse
case_029,2,map_locality@b1,-2.9781919492746662,worse
case_029,2,map_locality@b2a_w4,0.0,tie
case_029,2,map_locality@b2a_w8,-0.19214141608223653,worse
case_029,2,map_locality@b2a_w16,-7.546354116629839,worse
case_029,3,map_locality@b0,0.0,tie
case_029,3,map_locality@b1,-47.85372361296398,worse
case_029,3,map_locality@b2a_w4,-28.195872243584713,worse
case_029,3,map_locality@b2a_w8,-30.330377462136074,worse
case_029,3,map_locality@b2a_w16,-53.12720709409087,worse
case_029,4,map_locality@b0,-196.1050224710242,worse
case_029,4,map_locality@b1,2.168256721595837,better
case_029,4,map_locality@b2a_w4,-33.61192146968383,worse
case_029,4,map_locality@b2a_w8,-37.664590396593866,worse
case_029,4,map_locality@b2a_w16,-50.67413072616889,worse
case_029,5,map_locality@b0,-196.1050224710242,worse
case_029,5,map_locality@b1,-2.7911377434360958,worse
case_029,5,map_locality@b2a_w4,-63.08444374359379,worse
case_029,5,map_locality@b2a_w8,-64.2671292281006,worse
case_029,5,map_locality@b2a_w16,-63.305211700701726,worse
case_030,2,map_locality@b0,-37.52415999676825,worse
case_030,2,map_locality@b1,-35.6516189782756,worse
case_030,2,map_locality@b2a_w4,-0.22122116971174402,worse
case_030,2,map_locality@b2a_w8,-9.305091405220915,worse
case_030,2,map_locality@b2a_w16,-9.046262636658176,worse
case_030,3,map_locality@b0,-66.26119256592145,worse
case_030,3,map_locality@b1,-20.294376348644867,worse
case_030,3,map_locality@b2a_w4,-2.677989482943004,worse
case_030,3,map_locality@b2a_w8,-10.296401293433483,worse
case_030,3,map_locality@b2a_w16,-11.680957292648818,worse
case_030,4,map_locality@b0,-32.65549296151781,worse
case_030,4,map_locality@b1,-5.006225520020588,worse
case_030,4,map_locality@b2a_w4,0.0,tie
case_030,4,map_locality@b2a_w8,-17.84611883082205,worse
case_030,4,map_locality@b2a_w16,-15.712483618031248,worse
case_030,5,map_locality@b0,-112.09364907703133,worse
case_030,5,map_locality@b1,-15.425827056987682,worse
case_030,5,map_locality@b2a_w4,-1.0819165378670788,worse
case_030,5,map_locality@b2a_w8,-9.778231654798262,worse
case_030,5,map_locality@b2a_w16,-9.604036100578222,worse
case_031,2,map_locality@b0,-65.61159648664777,worse
case_031,2,map_locality@b1,-0.5986125615396092,worse
case_031,2,map_locality@b2a_w4,-0.10058462628673728,worse
case_031,2,map_locality@b2a_w8,-11.623177122184096,worse
case_031,2,map_locality@b2a_w16,-12.342537856183798,worse
case_031,3,map_locality@b0,-117.24647845540392,worse
case_031,3,map_locality@b1,-43.67749817057679,worse
case_031,3,map_locality@b2a_w4,0.038338016555329216,better
case_031,3,map_locality@b2a_w8,-12.331605587005239,worse
case_031,3,map_locality@b2a_w16,-10.670443671260637,worse
case_031,4,map_locality@b0,-133.63499302349538,worse
case_031,4,map_locality@b1,-65.31169524380309,worse
case_031,4,map_locality@b2a_w4,0.0,tie
case_031,4,map_locality@b2a_w8,-14.64447919690599,worse
case_031,4,map_locality@b2a_w16,-18.624551677638664,worse
case_031,5,map_locality@b0,-216.83826917811118,worse
case_031,5,map_locality@b1,-35.48955135497343,worse
case_031,5,map_locality@b2a_w4,0.4833068787191366,better
case_031,5,map_locality@b2a_w8,-21.20161087451608,worse
case_031,5,map_locality@b2a_w16,-28.544714234511808,worse
case_032,2,map_locality@b0,-12.93461153240807,worse
case_032,2,map_locality@b1,-52.17246148709877,worse
case_032,2,map_locality@b2a_w4,0.0,tie
case_032,2,map_locality@b2a_w8,-19.010826536939,worse
case_032,2,map_locality@b2a_w16,-21.58153288500978,worse
case_032,3,map_locality@b0,-74.57846952010377,worse
case_032,3,map_locality@b1,-45.14656290531777,worse
case_032,3,map_locality@b2a_w4,0.0,tie
case_032,3,map_locality@b2a_w8,-15.942931258106356,worse
case_032,3,map_locality@b2a_w16,-39.880674448767834,worse
case_032,4,map_locality@b0,-36.807225382675504,worse
case_032,4,map_locality@b1,-0.24631986393759897,worse
case_032,4,map_locality@b2a_w4,-9.16075303501261,worse
case_032,4,map_locality@b2a_w8,-40.03284264852501,worse
case_032,4,map_locality@b2a_w16,-48.62471409301507,worse
case_032,5,map_locality@b0,-95.80083279573046,worse
case_032,5,map_locality@b1,-10.568295114656031,worse
case_032,5,map_locality@b2a_w4,-11.307254706468829,worse
case_032,5,map_locality@b2a_w8,-43.762829159580086,worse
case_032,5,map_locality@b2a_w16,-59.1930092076711,worse
case_033,2,map_locality@b0,-43.43585992269005,worse
case_033,2,map_locality@b1,0.0,tie
case_033,2,map_locality@b2a_w4,-7.125905035362279,worse
case_033,2,map_locality@b2a_w8,-10.918799014197813,worse
case_033,2,map_locality@b2a_w16,-10.666054948803593,worse
case_033,3,map_locality@b0,-137.06248327535457,worse
case_033,3,map_locality@b1,0.019266791544019266,better
case_033,3,map_locality@b2a_w4,-13.997591651056998,worse
case_033,3,map_locality@b2a_w8,-22.029435375970028,worse
case_033,3,map_locality@b2a_w16,-25.157746855766657,worse
case_033,4,map_locality@b0,-198.0529497899751,worse
case_033,4,map_locality@b1,0.0,tie
case_033,4,map_locality@b2a_w4,-41.10128580131894,worse
case_033,4,map_locality@b2a_w8,-52.234921494508,worse
case_033,4,map_locality@b2a_w16,-51.06473184861105,worse
case_033,5,map_locality@b0,-216.67551419583086,worse
case_033,5,map_locality@b1,-103.93827868648039,worse
case_033,5,map_locality@b2a_w4,-23.14103911557961,worse
case_033,5,map_locality@b2a_w8,-35.816816955903676,worse
case_033,5,map_locality@b2a_w16,-38.90965188238605,worse
case_034,2,map_locality@b0,-14.096743251267528,worse
case_034,2,map_locality@b1,-32.07637144292696,worse
case_034,2,map_locality@b2a_w4,0.0,tie
case_034,2,map_locality@b2a_w8,-9.336500251221851,worse
case_034,2,map_locality@b2a_w16,-14.241629744667245,worse
case_034,3,map_locality@b0,-113.90409818214428,worse
case_034,3,map_locality@b1,-58.695858261058945,worse
case_034,3,map_locality@b2a_w4,1.3149028299107086,better
case_034,3,map_locality@b2a_w8,-12.141072778283094,worse
case_034,3,map_locality@b2a_w16,-23.04333901279801,worse
case_034,4,map_locality@b0,-134.77967665797087,worse
case_034,4,map_locality@b1,-81.50455198850024,worse
case_034,4,map_locality@b2a_w4,2.92788396126521,better
case_034,4,map_locality@b2a_w8,-11.686394907925015,worse
case_034,4,map_locality@b2a_w16,-28.612161114956194,worse
case_034,5,map_locality@b0,-186.72276605053045,worse
case_034,5,map_locality@b1,-122.54422782456524,worse
case_034,5,map_locality@b2a_w4,0.38588264245871157,better
case_034,5,map_locality@b2a_w8,-23.260281089357978,worse
case_034,5,map_locality@b2a_w16,-42.19689926719895,worse
case_035,2,map_locality@b0,-62.525531773401354,worse
case_035,2,map_locality@b1,-62.839038200283106,worse
case_035,2,map_locality@b2a_w4,0.0,tie
case_035,2,map_locality@b2a_w8,-2.780707004493592,worse
case_035,2,map_locality@b2a_w16,-9.860252135168771,worse
case_035,3,map_locality@b0,-62.01059163584177,worse
case_035,3,map_locality@b1,-60.94738544256463,worse
case_035,3,map_locality@b2a_w4,0.0,tie
case_035,3,map_locality@b2a_w8,-6.754189153679785,worse
case_035,3,map_locality@b2a_w16,-3.2694601095547067,worse
case_035,4,map_locality@b0,-78.41676952365013,worse
case_035,4,map_locality@b1,-61.41084914541537,worse
case_035,4,map_locality@b2a_w4,-1.6202589903976905,worse
case_035,4,map_locality@b2a_w8,-5.486286897763645,worse
case_035,4,map_locality@b2a_w16,0.0,tie
case_035,5,map_locality@b0,-83.0495177925148,worse
case_035,5,map_locality@b1,-62.67232903077341,worse
case_035,5,map_locality@b2a_w4,-1.1683855986276437,worse
case_035,5,map_locality@b2a_w8,-4.545930001464405,worse
case_035,5,map_locality@b2a_w16,-0.3995732306855505,worse
case_036,2,map_locality@b0,0.0,tie
case_036,2,map_locality@b1,0.0,tie
case_036,2,map_locality@b2a_w4,-74.6062806285778,worse
case_036,2,map_locality@b2a_w8,-74.6062806285778,worse
case_036,2,map_locality@b2a_w16,-74.6062806285778,worse
case_036,3,map_locality@b0,-0.32577319587628867,worse
case_036,3,map_locality@b1,0.0,tie
case_036,3,map_locality@b2a_w4,-42.92422680412371,worse
case_036,3,map_locality@b2a_w8,-42.92422680412371,worse
case_036,3,map_locality@b2a_w16,-42.92422680412371,worse
case_036,4,map_locality@b0,0.0,tie
case_036,4,map_locality@b1,0.0,tie
case_036,4,map_locality@b2a_w4,-115.43085142818,worse
case_036,4,map_locality@b2a_w8,-115.43085142818,worse
case_036,4,map_locality@b2a_w16,-115.43085142818,worse
case_036,5,map_locality@b0,0.0,tie
case_036,5,map_locality@b1,0.0,tie
case_036,5,map_locality@b2a_w4,-127.30604438460963,worse
case_036,5,map_locality@b2a_w8,-127.30604438460963,worse
case_036,5,map_locality@b2a_w16,-127.30604438460963,worse
case_037,2,map_locality@b0,-67.0758679947809,worse
case_037,2,map_locality@b1,-4.207905037711231,worse
case_037,2,map_locality@b2a_w4,0.0,tie
case_037,2,map_locality@b2a_w8,-2.5451102695477834,worse
case_037,2,map_locality@b2a_w16,-2.5451102695477834,worse
case_037,3,map_locality@b0,-141.02031447262712,worse
case_037,3,map_locality@b1,1.874210949156433,better
case_037,3,map_locality@b2a_w4,-30.05394238494204,worse
case_037,3,map_locality@b2a_w8,-30.542866980374153,worse
case_037,3,map_locality@b2a_w16,-30.542866980374153,worse
case_037,4,map_locality@b0,-205.44267159251234,worse
case_037,4,map_locality@b1,-0.8086919843497739,worse
case_037,4,map_locality@b2a_w4,-26.72610649717103,worse
case_037,4,map_locality@b2a_w8,-36.26896280889561,worse
case_037,4,map_locality@b2a_w16,-36.26896280889561,worse
case_037,5,map_locality@b0,1.7968036529680365,better
case_037,5,map_locality@b1,-305.51826484018267,worse
case_037,5,map_locality@b2a_w4,-71.3972602739726,worse
case_037,5,map_locality@b2a_w8,-115.26712328767124,worse
case_037,5,map_locality@b2a_w16,-115.26712328767124,worse
case_038,2,map_locality@b0,-46.810564663023676,worse
case_038,2,map_locality@b1,-46.05475195542698,worse
case_038,2,map_locality@b2a_w4,0.0,tie
case_038,2,map_locality@b2a_w8,-3.59080681452909,worse
case_038,2,map_locality@b2a_w16,-3.9249973213329046,worse
case_038,3,map_locality@b0,-96.46512026999972,worse
case_038,3,map_locality@b1,-43.59551525898807,worse
case_038,3,map_locality@b2a_w4,1.7714440980465063,better
case_038,3,map_locality@b2a_w8,-7.3221691502445445,worse
case_038,3,map_locality@b2a_w16,-7.463032348482682,worse
case_038,4,map_locality@b0,-98.51084372072916,worse
case_038,4,map_locality@b1,-9.316665465811658,worse
case_038,4,map_locality@b2a_w4,0.6390950356653937,better
case_038,4,map_locality@b2a_w8,-10.161683118380287,worse
case_038,4,map_locality@b2a_w16,-11.326032134880034,worse
case_038,5,map_locality@b0,-97.46091216946466,worse
case_038,5,map_locality@b1,-6.103321564954247,worse
case_038,5,map_locality@b2a_w4,1.1058433604726565,better
case_038,5,map_locality@b2a_w8,-8.713019670005044,worse
case_038,5,map_locality@b2a_w16,-12.687369407017796,worse
case_039,2,map_locality@b0,-64.90574626063871,worse
case_039,2,map_locality@b1,0.05383617398095401,better
case_039,2,map_locality@b2a_w4,-15.067774659798125,worse
case_039,2,map_locality@b2a_w8,-25.684822704539915,worse
case_039,2,map_locality@b2a_w16,-25.684822704539915,worse
case_039,3,map_locality@b0,-104.22751418933932,worse
case_039,3,map_locality@b1,15.606686230209226,better
case_039,3,map_locality@b2a_w4,-11.822958596272539,worse
case_039,3,map_locality@b2a_w8,-20.28736477927534,worse
case_039,3,map_locality@b2a_w16,-20.28736477927534,worse
case_039,4,map_locality@b0,-153.1047048474566,worse
case_039,4,map_locality@b1,-2.9105880118745397,worse
case_039,4,map_locality@b2a_w4,-17.918766538449823,worse
case_039,4,map_locality@b2a_w8,-32.12772475719719,worse
case_039,4,map_locality@b2a_w16,-32.12772475719719,worse
case_039,5,map_locality@b0,-160.10018573760343,worse
case_039,5,map_locality@b1,5.273822254741937,better
case_039,5,map_locality@b2a_w4,-11.018367385227293,worse
case_039,5,map_locality@b2a_w8,-40.666404007429506,worse
case_039,5,map_locality@b2a_w16,-40.666404007429506,worse
case_040,2,map_locality@b0,-77.13268265131113,worse
case_040,2,map_locality@b1,-73.0839434912282,worse
case_040,2,map_locality@b2a_w4,0.0,tie
case_040,2,map_locality@b2a_w8,-4.493012171014113,worse
case_040,2,map_locality@b2a_w16,-20.082517684821017,worse
case_040,3,map_locality@b0,-101.70269888370778,worse
case_040,3,map_locality@b1,-101.97980939820702,worse
case_040,3,map_locality@b2a_w4,0.0,tie
case_040,3,map_locality@b2a_w8,-8.40673229397265,worse
case_040,3,map_locality@b2a_w16,-24.927386054982495,worse
case_040,4,map_locality@b0,-106.8045261349614,worse
case_040,4,map_locality@b1,-105.85365066819367,worse
case_040,4,map_locality@b2a_w4,0.0,tie
case_040,4,map_locality@b2a_w8,-4.614851077900815,worse
case_040,4,map_locality@b2a_w16,-23.003282496310216,worse
case_040,5,map_locality@b0,-108.41962009231248,worse
case_040,5,map_locality@b1,-78.18933077547406,worse
case_040,5,map_locality@b2a_w4,0.0,tie
case_040,5,map_locality@b2a_w8,-4.224566926551727,worse
case_040,5,map_locality@b2a_w16,-27.16003836788903,worse
case_041,2,map_locality@b0,-62.71944204425853,worse
case_041,2,map_locality@b1,0.0,tie
case_041,2,map_locality@b2a_w4,-25.739611681323503,worse
case_041,2,map_locality@b2a_w8,-29.30845035922035,worse
case_041,2,map_locality@b2a_w16,-28.06548604437697,worse
case_041,3,map_locality@b0,-82.70339169238423,worse
case_041,3,map_locality@b1,-66.16874757526587,worse
case_041,3,map_locality@b2a_w4,0.0,tie
case_041,3,map_locality@b2a_w8,-3.9926935686820886,worse
case_041,3,map_locality@b2a_w16,-4.453249310180161,worse
case_041,4,map_locality@b0,-143.6469211577948,worse
case_041,4,map_locality@b1,-0.007681466598959368,worse
case_041,4,map_locality@b2a_w4,-33.64675556929327,worse
case_041,4,map_locality@b2a_w8,-34.78784433208958,worse
case_041,4,map_locality@b2a_w16,-36.840681783056986,worse
case_041,5,map_locality@b0,-174.11769774948237,worse
case_041,5,map_locality@b1,0.0,tie
case_041,5,map_locality@b2a_w4,-15.759542008226314,worse
case_041,5,map_locality@b2a_w8,-19.87241495395603,worse
case_041,5,map_locality@b2a_w16,-27.174914050784967,worse
case_042,2,map_locality@b0,-73.41139696653143,worse
case_042,2,map_locality@b1,-66.48598255715083,worse
case_042,2,map_locality@b2a_w4,0.0,tie
case_042,2,map_locality@b2a_w8,-2.1506976329875536,worse
case_042,2,map_locality@b2a_w16,-7.171995076484545,worse
case_042,3,map_locality@b0,-136.7394805451506,worse
case_042,3,map_locality@b1,-129.05525697828668,worse
case_042,3,map_locality@b2a_w4,0.6347376904735059,better
case_042,3,map_locality@b2a_w8,-5.388449722789449,worse
case_042,3,map_locality@b2a_w16,-13.561115078221677,worse
case_042,4,map_locality@b0,-199.64434757928595,worse
case_042,4,map_locality@b1,-185.87464215760133,worse
case_042,4,map_locality@b2a_w4,0.0,tie
case_042,4,map_locality@b2a_w8,-6.5767666114208225,worse
case_042,4,map_locality@b2a_w16,-19.28004036567376,worse
case_042,5,map_locality@b0,-254.3555381180197,worse
case_042,5,map_locality@b1,-235.20850750898182,worse
case_042,5,map_locality@b2a_w4,-1.6361384257328728,worse
case_042,5,map_locality@b2a_w8,-6.133105458519321,worse
case_042,5,map_locality@b2a_w16,-21.98937177625268,worse
case_043,2,map_locality@b0,-98.42903670666941,worse
case_043,2,map_locality@b1,-96.60162553915671,worse
case_043,2,map_locality@b2a_w4,0.0,tie
case_043,2,map_locality@b2a_w8,-21.684809718024706,worse
case_043,2,map_locality@b2a_w16,-14.803262815058243,worse
case_043,3,map_locality@b0,-154.77048368375483,worse
case_043,3,map_locality@b1,-134.18982120374605,worse
case_043,3,map_locality@b2a_w4,-26.47197825256814,worse
case_043,3,map_locality@b2a_w8,-0.004158931683875822,worse
case_043,3,map_locality@b2a_w16,-17.45465819252829,worse
case_043,4,map_locality@b0,-130.93999863459848,worse
case_043,4,map_locality@b1,-171.78598535807654,worse
case_043,4,map_locality@b2a_w4,-15.929015184068174,worse
case_043,4,map_locality@b2a_w8,-2.9974579436249806,worse
case_043,4,map_locality@b2a_w16,1.490697198115746,better
case_043,5,map_locality@b0,-165.1521208881542,worse
case_043,5,map_locality@b1,-163.59789595676918,worse
case_043,5,map_locality@b2a_w4,-10.5651359497617,worse
case_043,5,map_locality@b2a_w8,0.4051765572570176,better
case_043,5,map_locality@b2a_w16,-1.8515939789505838,worse
case_044,2,map_locality@b0,-165.71045068919827,worse
case_044,2,map_locality@b1,-98.25506358520762,worse
case_044,2,map_locality@b2a_w4,-3.080311817039803,worse
case_044,2,map_locality@b2a_w8,-1.6107105367314278,worse
case_044,2,map_locality@b2a_w16,0.0,tie
case_044,3,map_locality@b0,-165.71045068919827,worse
case_044,3,map_locality@b1,-141.92837844814235,worse
case_044,3,map_locality@b2a_w4,0.4302111476312574,better
case_044,3,map_locality@b2a_w8,-12.266180241262411,worse
case_044,3,map_locality@b2a_w16,-10.464455954982705,worse
case_044,4,map_locality@b0,-165.71045068919827,worse
case_044,4,map_locality@b1,-165.67259210820671,worse
case_044,4,map_locality@b2a_w4,-56.12534631997384,worse
case_044,4,map_locality@b2a_w8,-49.1920634647485,worse
case_044,4,map_locality@b2a_w16,-32.53945036223779,worse
case_044,5,map_locality@b0,-165.71045068919827,worse
case_044,5,map_locality@b1,-68.46896456780988,worse
case_044,5,map_locality@b2a_w4,-34.917657586343374,worse
case_044,5,map_locality@b2a_w8,-31.403692932491268,worse
case_044,5,map_locality@b2a_w16,-48.68613515513414,worse
case_045,2,map_locality@b0,-59.889515420745134,worse
case_045,2,map_locality@b1,0.0,tie
case_045,2,map_locality@b2a_w4,-8.022860634140754,worse
case_045,2,map_locality@b2a_w8,-39.35949492763769,worse
case_045,2,map_locality@b2a_w16,-82.45229942848415,worse
case_045,3,map_locality@b0,-175.04105449847825,worse
case_045,3,map_locality@b1,-14.926320860064374,worse
case_045,3,map_locality@b2a_w4,-59.25204177705765,worse
case_045,3,map_locality@b2a_w8,-116.74147708611592,worse
case_045,3,map_locality@b2a_w16,-176.7730069409472,worse
case_045,4,map_locality@b0,-59.396880766411364,worse
case_045,4,map_locality@b1,0.0,tie
case_045,4,map_locality@b2a_w4,-48.92444579257349,worse
case_045,4,map_locality@b2a_w8,-98.77910062940775,worse
case_045,4,map_locality@b2a_w16,-183.72892495134096,worse
case_045,5,map_locality@b0,-330.9671664322229,worse
case_045,5,map_locality@b1,-9.599615740899578,worse
case_045,5,map_locality@b2a_w4,-129.44385356983565,worse
case_045,5,map_locality@b2a_w8,-236.8923045253371,worse
case_045,5,map_locality@b2a_w16,-239.88746697773357,worse
case_046,2,map_locality@b0,-47.893176127989776,worse
case_046,2,map_locality@b1,-47.893176127989776,worse
case_046,2,map_locality@b2a_w4,-6.243230285704139,worse
case_046,2,map_locality@b2a_w8,-5.371379867535557,worse
case_046,2,map_locality@b2a_w16,0.0,tie
case_046,3,map_locality@b0,-196.92182113052723,worse
case_046,3,map_locality@b1,-83.68436315207235,worse
case_046,3,map_locality@b2a_w4,-0.7067137809187279,worse
case_046,3,map_locality@b2a_w8,-4.872888182413782,worse
case_046,3,map_locality@b2a_w16,3.9245169536125104,better
case_046,4,map_locality@b0,-16.620443740095087,worse
case_046,4,map_locality@b1,-16.620443740095087,worse
case_046,4,map_locality@b2a_w4,-8.884706814580031,worse
case_046,4,map_locality@b2a_w8,-1.119255150554675,worse
case_046,4,map_locality@b2a_w16,0.0,tie
case_046,5,map_locality@b0,-242.28283478605388,worse
case_046,5,map_locality@b1,-58.62717908082409,worse
case_046,5,map_locality@b2a_w4,-16.83587559429477,worse
case_046,5,map_locality@b2a_w8,-30.86494651347068,worse
case_046,5,map_locality@b2a_w16,-35.4880645800317,worse
case_047,2,map_locality@b0,-28.21809242949667,worse
case_047,2,map_locality@b1,-30.671492591513662,worse
case_047,2,map_locality@b2a_w4,-29.08923305306256,worse
case_047,2,map_locality@b2a_w8,-31.544229441600056,worse
case_047,2,map_locality@b2a_w16,0.2913113399922583,better
case_047,3,map_locality@b0,-37.669981292834414,worse
case_047,3,map_locality@b1,-42.81466884844592,worse
case_047,3,map_locality@b2a_w4,-40.41398827221313,worse
case_047,3,map_locality@b2a_w8,-43.088548697226045,worse
case_047,3,map_locality@b2a_w16,0.0,tie
case_047,4,map_locality@b0,-51.250949861642795,worse
case_047,4,map_locality@b1,-55.7491122676722,worse
case_047,4,map_locality@b2a_w4,-54.682877638703694,worse
case_047,4,map_locality@b2a_w8,-57.623027991646,worse
case_047,4,map_locality@b2a_w16,-0.015771287653949275,worse
case_047,5,map_locality@b0,-57.70643659217045,worse
case_047,5,map_locality@b1,-59.82813911696667,worse
case_047,5,map_locality@b2a_w4,-60.354841592120806,worse
case_047,5,map_locality@b2a_w8,-63.79603061923531,worse
case_047,5,map_locality@b2a_w16,-0.30182385004120293,worse
case_048,2,map_locality@b0,-34.149326060222336,worse
case_048,2,map_locality@b1,-35.788820027030646,worse
case_048,2,map_locality@b2a_w4,-34.01599922073811,worse
case_048,2,map_locality@b2a_w8,-34.76603879263111,worse
case_048,2,map_locality@b2a_w16,-1.5359982466607411,worse
case_048,3,map_locality@b0,-44.344800774892434,worse
case_048,3,map_locality@b1,-47.37386583027484,worse
case_048,3,map_locality@b2a_w4,-45.072909734256704,worse
case_048,3,map_locality@b2a_w8,-45.88470180478773,worse
case_048,3,map_locality@b2a_w16,-0.04217101665096236,worse
case_048,4,map_locality@b0,-43.626575647555725,worse
case_048,4,map_locality@b1,-46.52978657512042,worse
case_048,4,map_locality@b2a_w4,-45.0959720089877,worse
case_048,4,map_locality@b2a_w8,-45.90776407951872,worse
case_048,4,map_locality@b2a_w16,-0.10872215230326232,worse
case_048,5,map_locality@b0,-44.018634317982645,worse
case_048,5,map_locality@b1,-45.775979652484466,worse
case_048,5,map_locality@b2a_w4,-44.77968938410548,worse
case_048,5,map_locality@b2a_w8,-45.50450373279389,worse
case_048,5,map_locality@b2a_w16,0.22732813663409396,better
case_049,2,map_locality@b0,-61.79221404327007,worse
case_049,2,map_locality@b1,-64.69099328625134,worse
case_049,2,map_locality@b2a_w4,-35.416061544079206,worse
case_049,2,map_locality@b2a_w8,-3.607498817417572,worse
case_049,2,map_locality@b2a_w16,0.25892331056689266,better
case_049,3,map_locality@b0,-99.41629865881583,worse
case_049,3,map_locality@b1,-108.20453058554138,worse
case_049,3,map_locality@b2a_w4,-66.82307000327118,worse
case_049,3,map_locality@b2a_w8,-16.139188747137716,worse
case_049,3,map_locality@b2a_w16,-1.039622178606477,worse
case_049,4,map_locality@b0,-105.69132093854023,worse
case_049,4,map_locality@b1,-128.21187905218108,worse
case_049,4,map_locality@b2a_w4,-89.29818253517206,worse
case_049,4,map_locality@b2a_w8,-14.082742782913279,worse
case_049,4,map_locality@b2a_w16,-1.1795543905635648,worse
case_049,5,map_locality@b0,-128.5854512340788,worse
case_049,5,map_locality@b1,-126.38929952576369,worse
case_049,5,map_locality@b2a_w4,-93.04019773643815,worse
case_049,5,map_locality@b2a_w8,-22.075049966294927,worse
case_049,5,map_locality@b2a_w16,2.047139799188713,better
case_050,2,map_locality@b0,-80.49968861047002,worse
case_050,2,map_locality@b1,-85.09848457095407,worse
case_050,2,map_locality@b2a_w4,-31.319681039430463,worse
case_050,2,map_locality@b2a_w8,-21.28561136144387,worse
case_050,2,map_locality@b2a_w16,0.0,tie
case_050,3,map_locality@b0,-178.564453125,worse
case_050,3,map_locality@b1,-184.92525540865384,worse
case_050,3,map_locality@b2a_w4,-95.63739483173077,worse
case_050,3,map_locality@b2a_w8,-61.85960036057692,worse
case_050,3,map_locality@b2a_w16,-0.8338341346153846,worse
case_050,4,map_locality@b0,-216.42209292376145,worse
case_050,4,map_locality@b1,-200.67382561820827,worse
case_050,4,map_locality@b2a_w4,-122.86728844014718,worse
case_050,4,map_locality@b2a_w8,-59.11268931291178,worse
case_050,4,map_locality@b2a_w16,4.218362282878412,better
case_050,5,map_locality@b0,-252.71001423825345,worse
case_050,5,map_locality@b1,-261.2126245847176,worse
case_050,5,map_locality@b2a_w4,-147.2686283815852,worse
case_050,5,map_locality@b2a_w8,-71.76791646891314,worse
case_050,5,map_locality@b2a_w16,0.17323208353108685,better
case_051,2,map_locality@b0,0.0,tie
case_051,2,map_locality@b1,0.0,tie
