case,cores,graph_sha256,baseline_plan_file_sha256,final_plan_file_sha256,final_source,plan_changed,baseline_legal,final_legal,g1_no_l2_official_calls,g1_l2_official_calls,g2_official_calls,g2_candidate_cache_hits,final_no_l2_source,best_observed_one_core_no_l2_makespan,best_observed_one_core_source_requested_cores,best_observed_one_core_candidate,best_observed_one_core_plan_file_sha256,best_observed_one_core_result_file_sha256,baseline_no_l2_makespan,baseline_no_l2_added_copy_bytes,baseline_no_l2_scheduled_copy_bytes,baseline_no_l2_spill_added_copy_bytes,baseline_no_l2_partition_added_copy_bytes,baseline_no_l2_cross_task_traffic_bytes,baseline_no_l2_cross_core_transfer_count,baseline_no_l2_copy_in_hits,baseline_no_l2_copy_in_misses,baseline_no_l2_cache_hit_bytes,baseline_no_l2_cache_miss_bytes,baseline_no_l2_cache_hit_rate_bytes,baseline_l2_makespan,baseline_l2_added_copy_bytes,baseline_l2_scheduled_copy_bytes,baseline_l2_spill_added_copy_bytes,baseline_l2_partition_added_copy_bytes,baseline_l2_cross_task_traffic_bytes,baseline_l2_cross_core_transfer_count,baseline_l2_copy_in_hits,baseline_l2_copy_in_misses,baseline_l2_cache_hit_bytes,baseline_l2_cache_miss_bytes,baseline_l2_cache_hit_rate_bytes,final_no_l2_makespan,final_no_l2_added_copy_bytes,final_no_l2_scheduled_copy_bytes,final_no_l2_spill_added_copy_bytes,final_no_l2_partition_added_copy_bytes,final_no_l2_cross_task_traffic_bytes,final_no_l2_cross_core_transfer_count,final_no_l2_copy_in_hits,final_no_l2_copy_in_misses,final_no_l2_cache_hit_bytes,final_no_l2_cache_miss_bytes,final_no_l2_cache_hit_rate_bytes,final_l2_makespan,final_l2_added_copy_bytes,final_l2_scheduled_copy_bytes,final_l2_spill_added_copy_bytes,final_l2_partition_added_copy_bytes,final_l2_cross_task_traffic_bytes,final_l2_cross_core_transfer_count,final_l2_copy_in_hits,final_l2_copy_in_misses,final_l2_cache_hit_bytes,final_l2_cache_miss_bytes,final_l2_cache_hit_rate_bytes,hardware_speedup_baseline_mean_of_ratios_member,hardware_speedup_final_mean_of_ratios_member,l2_plan_tuning_speedup_mean_of_ratios_member,no_l2_plan_tuning_speedup_mean_of_ratios_member,hardware_plan_interaction_cycles,baseline_no_l2_parallel_speedup_vs_same_case_k1,baseline_l2_parallel_speedup_vs_same_case_k1,final_no_l2_parallel_speedup_vs_same_case_k1,final_l2_parallel_speedup_vs_same_case_k1,baseline_no_l2_parallel_speedup_vs_best_observed_one_core,final_no_l2_parallel_speedup_vs_best_observed_one_core
case_005,1,c2b378c882a3039e3d66bac6cbcba39317107339b6f38d5bce1b09379839799f,211f957dba459390e4ce523f4c2fef4afd01dd3b8380d80aabdd3d6e313d3a13,211f957dba459390e4ce523f4c2fef4afd01dd3b8380d80aabdd3d6e313d3a13,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,93191,1,b0,f7ca22c5fca0f98c0f7233025067db3542cd17e296967f2df864e282b0919013,69fe5fad92e9831bba6c1e79a214dcd31555098852a4b2875e33a530a1423649,95618,0,333414,0,0,0,0,,,,,,95618,0,333414,0,0,0,0,0,89,0,318822,0.0,95618,0,333414,0,0,0,0,,,,,,95618,0,333414,0,0,0,0,0,89,0,318822,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.9746177497960635,0.9746177497960635
case_005,2,c2b378c882a3039e3d66bac6cbcba39317107339b6f38d5bce1b09379839799f,0bc1229d27f960c7b32b1aef068c522fe1efba4c1a8bef9db01419446685db0d,4eceaf5b8035155319351e9705cf61fcfd536f292383e4461679910cb6895f3b,baseline,True,True,True,0,1,1,0,new_official_evaluation,93191,1,b0,f7ca22c5fca0f98c0f7233025067db3542cd17e296967f2df864e282b0919013,69fe5fad92e9831bba6c1e79a214dcd31555098852a4b2875e33a530a1423649,55096,900134,1233548,0,900134,396640,450,,,,,,55056,900134,1233548,0,900134,396640,450,32,540,104550,717766,0.12714090446981452,53426,900134,1233548,0,900134,396640,450,,,,,,53397,900134,1233548,0,900134,396640,450,32,540,104550,717766,0.12714090446981452,1.0007265329845976,1.0005431016723787,1.0310691611888307,1.0312581888967918,-11,1.7354798896471613,1.7367407730310955,1.7897278478643357,1.7906998520516133,1.691429504864237,1.7443005278328902
case_005,3,c2b378c882a3039e3d66bac6cbcba39317107339b6f38d5bce1b09379839799f,a61d86b6672cee10d7d998f78bb688a212b77f68a2d32b497abd6f77f5b84803,7c41da19d0c24e136df02d41dcf343b91fa38ce6a662d5cb55cedec57bf3a230,baseline,True,True,True,0,1,1,0,new_official_evaluation,93191,1,b0,f7ca22c5fca0f98c0f7233025067db3542cd17e296967f2df864e282b0919013,69fe5fad92e9831bba6c1e79a214dcd31555098852a4b2875e33a530a1423649,44970,1381610,1715024,0,1381610,590528,663,,,,,,44861,1381610,1715024,0,1381610,590528,663,74,735,173866,936038,0.15664958410817512,43745,1381610,1715024,0,1381610,590528,663,,,,,,43655,1381610,1715024,0,1381610,590528,663,79,730,204970,904934,0.18467362943101384,1.0024297273801297,1.0020616195166647,1.0276257015233077,1.028003200365756,-19,2.1262619524127198,2.131428189295825,2.1858040918962165,2.1903103882716755,2.0722926395374692,2.1303234655389187
case_005,4,c2b378c882a3039e3d66bac6cbcba39317107339b6f38d5bce1b09379839799f,d67fbcb4581fb9e196d4241d4cca146a36a85b9a98b14a25f20329434c0d2049,81c5e532095166ae310a8ad76f42d5ce8ba8348c25b237c8cce2a983662120b4,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,93191,1,b0,f7ca22c5fca0f98c0f7233025067db3542cd17e296967f2df864e282b0919013,69fe5fad92e9831bba6c1e79a214dcd31555098852a4b2875e33a530a1423649,43062,1945102,2278516,0,1945102,779632,817,,,,,,39285,1945102,2278516,0,1945102,779632,817,165,850,359914,1124378,0.24248193751633776,42138,1900942,2234356,0,1900942,769072,811,,,,,,38972,1900942,2234356,0,1900942,769072,811,177,825,389868,1060824,0.2687462259390691,1.096143566246659,1.081237811762291,1.0080314071641179,1.0219279510180834,-611,2.2204728066508754,2.433956981036019,2.269163225592102,2.453505080570666,2.164112210301426,2.211566756846552
case_005,5,c2b378c882a3039e3d66bac6cbcba39317107339b6f38d5bce1b09379839799f,3a53e350beff4e28d6500f9395f55618e923d136a1a7ed4b5d6102518772016a,dc929ac3d3fc4c7663477281bed16b50a7ac090ba37ac8b03e1db4efef07f388,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,93191,1,b0,f7ca22c5fca0f98c0f7233025067db3542cd17e296967f2df864e282b0919013,69fe5fad92e9831bba6c1e79a214dcd31555098852a4b2875e33a530a1423649,43062,1945102,2278516,0,1945102,779632,817,,,,,,39285,1945102,2278516,0,1945102,779632,817,165,850,359914,1124378,0.24248193751633776,42138,1900942,2234356,0,1900942,769072,811,,,,,,38972,1900942,2234356,0,1900942,769072,811,177,825,389868,1060824,0.2687462259390691,1.096143566246659,1.081237811762291,1.0080314071641179,1.0219279510180834,-611,2.2204728066508754,2.433956981036019,2.269163225592102,2.453505080570666,2.164112210301426,2.211566756846552
case_006,1,c68392cd599b63039669ca54360ab21b514c41285151cd69180ee9be99af1a48,f88394e2c9cc3a1bd23c7d4e85f870f94e95b020d1b8db96ceeeb36638bb08b9,f88394e2c9cc3a1bd23c7d4e85f870f94e95b020d1b8db96ceeeb36638bb08b9,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,77450,1,b2a_w4,b63b824f58ce40d09b6d48ae2b27b6a2c60af89a550a74c060c159f6c8e652f8,6e9cbfb5ec9d559ef3aaf2ea0f23bf66be279f2b8f7ab8961329a699f9b0e8ae,82837,16400,559748,16400,0,0,0,,,,,,82837,16400,559748,16400,0,0,0,9,135,16384,543272,0.029275126148920052,82837,16400,559748,16400,0,0,0,,,,,,82837,16400,559748,16400,0,0,0,9,135,16384,543272,0.029275126148920052,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.9349686734188829,0.9349686734188829
case_006,2,c68392cd599b63039669ca54360ab21b514c41285151cd69180ee9be99af1a48,d1ec5fab933db69826fe80efaed554d9f5705d63697974c3f185b60b51d25599,d1ec5fab933db69826fe80efaed554d9f5705d63697974c3f185b60b51d25599,baseline,False,True,True,0,1,1,0,G1_verified_reuse,77450,1,b2a_w4,b63b824f58ce40d09b6d48ae2b27b6a2c60af89a550a74c060c159f6c8e652f8,6e9cbfb5ec9d559ef3aaf2ea0f23bf66be279f2b8f7ab8961329a699f9b0e8ae,45613,1178898,1722246,207912,970986,347058,85,,,,,,45613,1178898,1722246,207912,970986,347058,85,35,234,288134,988646,0.2256723946177102,45613,1178898,1722246,207912,970986,347058,85,,,,,,45613,1178898,1722246,207912,970986,347058,85,35,234,288134,988646,0.2256723946177102,1.0,1.0,1.0,1.0,0,1.816083134194199,1.816083134194199,1.816083134194199,1.816083134194199,1.6979808387959574,1.6979808387959574
case_006,3,c68392cd599b63039669ca54360ab21b514c41285151cd69180ee9be99af1a48,55571497af5ddcbcddcc992555b09294c046a8240c7a0c6429c38c1d2b696373,55571497af5ddcbcddcc992555b09294c046a8240c7a0c6429c38c1d2b696373,baseline,False,True,True,0,1,1,0,G1_verified_reuse,77450,1,b2a_w4,b63b824f58ce40d09b6d48ae2b27b6a2c60af89a550a74c060c159f6c8e652f8,6e9cbfb5ec9d559ef3aaf2ea0f23bf66be279f2b8f7ab8961329a699f9b0e8ae,44201,1404444,1947792,0,1404444,578760,132,,,,,,42640,1404444,1947792,0,1404444,578760,132,37,263,246924,1122024,0.18037500328719572,44201,1404444,1947792,0,1404444,578760,132,,,,,,42640,1404444,1947792,0,1404444,578760,132,37,263,246924,1122024,0.18037500328719572,1.036608818011257,1.036608818011257,1.0,1.0,0,1.8740978710888894,1.9427063789868668,1.8740978710888894,1.9427063789868668,1.7522228003891314,1.7522228003891314
case_006,4,c68392cd599b63039669ca54360ab21b514c41285151cd69180ee9be99af1a48,71a9a99beb424ac3074da84ef28a72bb4e5ac692aa8058054010b2f7888396c6,71a9a99beb424ac3074da84ef28a72bb4e5ac692aa8058054010b2f7888396c6,baseline,False,True,True,0,1,1,0,G1_verified_reuse,77450,1,b2a_w4,b63b824f58ce40d09b6d48ae2b27b6a2c60af89a550a74c060c159f6c8e652f8,6e9cbfb5ec9d559ef3aaf2ea0f23bf66be279f2b8f7ab8961329a699f9b0e8ae,44201,1404444,1947792,0,1404444,578760,132,,,,,,42640,1404444,1947792,0,1404444,578760,132,37,263,246924,1122024,0.18037500328719572,44201,1404444,1947792,0,1404444,578760,132,,,,,,42640,1404444,1947792,0,1404444,578760,132,37,263,246924,1122024,0.18037500328719572,1.036608818011257,1.036608818011257,1.0,1.0,0,1.8740978710888894,1.9427063789868668,1.8740978710888894,1.9427063789868668,1.7522228003891314,1.7522228003891314
case_006,5,c68392cd599b63039669ca54360ab21b514c41285151cd69180ee9be99af1a48,1e55583c4e6fb7bda3d84714ca3d148463dd4a0d92861f1544f6ef8d9205839c,83c2636d8519356178d43f5e2879bc26bc4ded11e07ef75285515c3903f9573e,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,77450,1,b2a_w4,b63b824f58ce40d09b6d48ae2b27b6a2c60af89a550a74c060c159f6c8e652f8,6e9cbfb5ec9d559ef3aaf2ea0f23bf66be279f2b8f7ab8961329a699f9b0e8ae,36131,503232,1046580,0,503232,146974,36,,,,,,36101,503232,1046580,0,503232,146974,36,25,168,199942,699580,0.22227583094132217,36075,483264,1026612,0,483264,146974,36,,,,,,36075,483264,1026612,0,483264,146974,36,26,167,188166,691388,0.21393342534966586,1.0008310019113045,1.0,1.0007207207207207,1.0015523215523217,-30,2.292684951980294,2.2945901775574082,2.296243936243936,2.296243936243936,2.1435886081204507,2.146916146916147
case_007,1,6e786044ca1fa5d4632f8b7d03e95364da8d88f4fff5e403d3ab8153da84b518,daec296d7670a2cdf14726837593f233992cb2924cc05aea99b64cd3d98ba3dc,daec296d7670a2cdf14726837593f233992cb2924cc05aea99b64cd3d98ba3dc,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,1012562,1,b0,28d8529034421b431fa5c5a0f40c286064a292e8e7e96dbe1b52ff89d9b59ef7,a30f206e1f37cfb28dd7cca924b4c52edd0c81c640d665874c8c3f64ef9ee8e3,1012562,0,1732608,0,0,0,0,,,,,,1012562,0,1732608,0,0,0,0,0,558,0,880128,0.0,1012562,0,1732608,0,0,0,0,,,,,,1012562,0,1732608,0,0,0,0,0,558,0,880128,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
case_007,2,6e786044ca1fa5d4632f8b7d03e95364da8d88f4fff5e403d3ab8153da84b518,90f67faed18523511ff046a6c0e1f074c7fb4a9d6473a32e5922504dc3f9743f,677d9530aa2c0996845260ab3ecf790d81d0a6075049cff1b9d7ad68b2291fdf,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,1012562,1,b0,28d8529034421b431fa5c5a0f40c286064a292e8e7e96dbe1b52ff89d9b59ef7,a30f206e1f37cfb28dd7cca924b4c52edd0c81c640d665874c8c3f64ef9ee8e3,618914,2987520,4720128,1536000,1451520,569856,186,,,,,,618914,2987520,4720128,1536000,1451520,569856,186,53,1129,96768,2433024,0.03825136612021858,557898,2595840,4328448,1904640,691200,265728,87,,,,,,557898,2595840,4328448,1904640,691200,265728,87,53,991,81408,2176512,0.03605442176870748,1.0,1.0,1.1093676621891457,1.1093676621891457,0,1.636030207750996,1.636030207750996,1.8149590068435448,1.8149590068435448,1.636030207750996,1.8149590068435448
case_007,3,6e786044ca1fa5d4632f8b7d03e95364da8d88f4fff5e403d3ab8153da84b518,b507c430b3323728e254300abbf0fbde2ed7b701c82e558731a8d0e4fc09c7f4,b6e4430d7afd26448b37ee93612e5ddf4b0bedebe40705e65fac6a07f421b8e8,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,1012562,1,b0,28d8529034421b431fa5c5a0f40c286064a292e8e7e96dbe1b52ff89d9b59ef7,a30f206e1f37cfb28dd7cca924b4c52edd0c81c640d665874c8c3f64ef9ee8e3,425650,3151872,4884480,743424,2408448,941568,308,,,,,,425650,3151872,4884480,743424,2408448,941568,308,159,1140,274944,2443776,0.10112994350282486,424478,2838528,4571136,768000,2070528,806400,264,,,,,,424478,2838528,4571136,768000,2070528,806400,264,209,1006,359424,2168832,0.1421628189550425,1.0,1.0,1.002761038263467,1.002761038263467,0,2.3788605661928814,2.3788605661928814,2.3854286912395932,2.3854286912395932,2.3788605661928814,2.3854286912395932
case_007,4,6e786044ca1fa5d4632f8b7d03e95364da8d88f4fff5e403d3ab8153da84b518,c860e623b3141c9ae130d4ae06902d65e5b256c7027bbbd840bef5f048fae2e7,fcaaa374cd9456e3764611702421d3b293d548fc955ae9822ba5489600db8565,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,1012562,1,b0,28d8529034421b431fa5c5a0f40c286064a292e8e7e96dbe1b52ff89d9b59ef7,a30f206e1f37cfb28dd7cca924b4c52edd0c81c640d665874c8c3f64ef9ee8e3,326138,3319296,5051904,215040,3104256,1208832,396,,,,,,326138,3319296,5051904,215040,3104256,1208832,396,211,1180,354816,2528256,0.12306872669152903,326138,3254784,4987392,356352,2898432,1125888,369,,,,,,326138,3254784,4987392,356352,2898432,1125888,369,210,1151,353280,2477568,0.12479652740097667,1.0,1.0,1.0,1.0,0,3.1047041436447147,3.1047041436447147,3.1047041436447147,3.1047041436447147,3.1047041436447147,3.1047041436447147
case_007,5,6e786044ca1fa5d4632f8b7d03e95364da8d88f4fff5e403d3ab8153da84b518,e56f9af722bd21019f1e0bbc14ffc5d17e7a81ca3500b39c0f9e11d713b066be,e56f9af722bd21019f1e0bbc14ffc5d17e7a81ca3500b39c0f9e11d713b066be,baseline,False,True,True,0,1,0,0,G1_verified_reuse,1012562,1,b0,28d8529034421b431fa5c5a0f40c286064a292e8e7e96dbe1b52ff89d9b59ef7,a30f206e1f37cfb28dd7cca924b4c52edd0c81c640d665874c8c3f64ef9ee8e3,203834,110592,1843200,0,110592,0,0,,,,,,203834,110592,1843200,0,110592,0,0,0,570,0,990720,0.0,203834,110592,1843200,0,110592,0,0,,,,,,203834,110592,1843200,0,110592,0,0,0,570,0,990720,0.0,1.0,1.0,1.0,1.0,0,4.967581463347626,4.967581463347626,4.967581463347626,4.967581463347626,4.967581463347626,4.967581463347626
case_008,1,c93bb7ab5deec5112aff0cc001fbd76d001d3de5ea7463fba59b1f1ff2ba3e1d,9e837531d5fc299623938b51cd3f5363fd3b18cedeafa36ff575eb419ad17f94,9e837531d5fc299623938b51cd3f5363fd3b18cedeafa36ff575eb419ad17f94,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,487605,1,b0,813cc677c42d03ebe929c4a63827a783bb50f039e6e26a239c431e380ff5e725,b8ee5344c6aa1716041ec384537304cb57c561aa2fa37e055d0125182727b73d,487605,0,2654424,0,0,0,0,,,,,,487605,0,2654424,0,0,0,0,0,432,0,1990872,0.0,487605,0,2654424,0,0,0,0,,,,,,487605,0,2654424,0,0,0,0,0,432,0,1990872,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,1.0,1.0
case_008,2,c93bb7ab5deec5112aff0cc001fbd76d001d3de5ea7463fba59b1f1ff2ba3e1d,a608a302eb416e0e9ec70cd5e40f511450ba1d12b7cb727a657235a8f99eb39b,a608a302eb416e0e9ec70cd5e40f511450ba1d12b7cb727a657235a8f99eb39b,baseline,False,True,True,0,1,0,0,G1_verified_reuse,487605,1,b0,813cc677c42d03ebe929c4a63827a783bb50f039e6e26a239c431e380ff5e725,b8ee5344c6aa1716041ec384537304cb57c561aa2fa37e055d0125182727b73d,242226,0,2654424,0,0,0,0,,,,,,242226,0,2654424,0,0,0,0,0,432,0,1990872,0.0,242226,0,2654424,0,0,0,0,,,,,,242226,0,2654424,0,0,0,0,0,432,0,1990872,0.0,1.0,1.0,1.0,1.0,0,2.0130167694632286,2.0130167694632286,2.0130167694632286,2.0130167694632286,2.0130167694632286,2.0130167694632286
case_008,3,c93bb7ab5deec5112aff0cc001fbd76d001d3de5ea7463fba59b1f1ff2ba3e1d,8f03e3094461ad345880e1fccac2e8878c80b44e7cddd6866fa1ded1061c5a2a,8f03e3094461ad345880e1fccac2e8878c80b44e7cddd6866fa1ded1061c5a2a,baseline,False,True,True,0,1,0,0,G1_verified_reuse,487605,1,b0,813cc677c42d03ebe929c4a63827a783bb50f039e6e26a239c431e380ff5e725,b8ee5344c6aa1716041ec384537304cb57c561aa2fa37e055d0125182727b73d,163359,0,2654424,0,0,0,0,,,,,,163359,0,2654424,0,0,0,0,0,432,0,1990872,0.0,163359,0,2654424,0,0,0,0,,,,,,163359,0,2654424,0,0,0,0,0,432,0,1990872,0.0,1.0,1.0,1.0,1.0,0,2.984867684057811,2.984867684057811,2.984867684057811,2.984867684057811,2.984867684057811,2.984867684057811
case_008,4,c93bb7ab5deec5112aff0cc001fbd76d001d3de5ea7463fba59b1f1ff2ba3e1d,14ad84634feab30419611c476280076f143391b339f108cb76a0ed059cdaf841,14ad84634feab30419611c476280076f143391b339f108cb76a0ed059cdaf841,baseline,False,True,True,0,1,0,0,G1_verified_reuse,487605,1,b0,813cc677c42d03ebe929c4a63827a783bb50f039e6e26a239c431e380ff5e725,b8ee5344c6aa1716041ec384537304cb57c561aa2fa37e055d0125182727b73d,123060,0,2654424,0,0,0,0,,,,,,123060,0,2654424,0,0,0,0,0,432,0,1990872,0.0,123060,0,2654424,0,0,0,0,,,,,,123060,0,2654424,0,0,0,0,0,432,0,1990872,0.0,1.0,1.0,1.0,1.0,0,3.962335446123842,3.962335446123842,3.962335446123842,3.962335446123842,3.962335446123842,3.962335446123842
case_008,5,c93bb7ab5deec5112aff0cc001fbd76d001d3de5ea7463fba59b1f1ff2ba3e1d,4dff37708ed84c6a0d95d05c2f0d7331dfd7c79f515ea99069e2b2a9d6670846,4dff37708ed84c6a0d95d05c2f0d7331dfd7c79f515ea99069e2b2a9d6670846,baseline,False,True,True,0,1,0,0,G1_verified_reuse,487605,1,b0,813cc677c42d03ebe929c4a63827a783bb50f039e6e26a239c431e380ff5e725,b8ee5344c6aa1716041ec384537304cb57c561aa2fa37e055d0125182727b73d,111071,518784,3173208,0,518784,259392,21,,,,,,111071,518784,3173208,0,518784,259392,21,0,453,0,2250264,0.0,111071,518784,3173208,0,518784,259392,21,,,,,,111071,518784,3173208,0,518784,259392,21,0,453,0,2250264,0.0,1.0,1.0,1.0,1.0,0,4.390029800758073,4.390029800758073,4.390029800758073,4.390029800758073,4.390029800758073,4.390029800758073
case_009,1,06b73d07c450878db8f6dace8ed08e362b45f5dd6e06fb80b098f165190f222a,3eb4d1451332199a40830977b5bfaadeb4b0199ac5531752766b9415c783fab2,3eb4d1451332199a40830977b5bfaadeb4b0199ac5531752766b9415c783fab2,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,150985,1,b1,fbe8526c800a199e957602d5fcab154b88008dacf2f87c8d8a50fb8805e0812e,8b3bbfcd43c7064416534126a978aa40a269d7d056d61f7517d596ff06028c0e,153261,0,495332,0,0,0,0,,,,,,153261,0,495332,0,0,0,0,0,318,0,495194,0.0,153261,0,495332,0,0,0,0,,,,,,153261,0,495332,0,0,0,0,0,318,0,495194,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.985149516184809,0.985149516184809
case_009,2,06b73d07c450878db8f6dace8ed08e362b45f5dd6e06fb80b098f165190f222a,fccb30475d4b7118fb81d088a61ebbb9da80c803c05c84c974f98efb169324c3,b8c4d31fa16be97bf16577c43b6e63fe6ccdff89d2f2330dae59ad5a1ccf1c90,mapping_locality_one_move,True,True,True,0,1,1,0,new_official_evaluation,150985,1,b1,fbe8526c800a199e957602d5fcab154b88008dacf2f87c8d8a50fb8805e0812e,8b3bbfcd43c7064416534126a978aa40a269d7d056d61f7517d596ff06028c0e,102725,100408,595740,0,100408,33308,52,,,,,,102725,100408,595740,0,100408,33308,52,8,370,33792,528502,0.060096675404681534,102019,72530,567862,57360,15170,6304,124,,,,,,102019,72530,567862,57360,15170,6304,124,7,460,2562,530178,0.0048091001238878255,1.0,1.0,1.006920279555769,1.006920279555769,0,1.491954246775371,1.491954246775371,1.5022789872474736,1.5022789872474736,1.4697980043806278,1.4799694174614533
case_009,3,06b73d07c450878db8f6dace8ed08e362b45f5dd6e06fb80b098f165190f222a,b48769c0bd5979fc9ef0b1fb9eeb0590765735daa66f250bd5b4a0f389ecf504,b48769c0bd5979fc9ef0b1fb9eeb0590765735daa66f250bd5b4a0f389ecf504,baseline,False,True,True,0,1,1,0,G1_verified_reuse,150985,1,b1,fbe8526c800a199e957602d5fcab154b88008dacf2f87c8d8a50fb8805e0812e,8b3bbfcd43c7064416534126a978aa40a269d7d056d61f7517d596ff06028c0e,90370,1238032,1733364,8192,1229840,521604,670,,,,,,87292,1238032,1733364,8192,1229840,521604,670,127,959,201384,1010238,0.16621025369298345,90370,1238032,1733364,8192,1229840,521604,670,,,,,,87292,1238032,1733364,8192,1229840,521604,670,127,959,201384,1010238,0.16621025369298345,1.035260963203959,1.035260963203959,1.0,1.0,0,1.6959278521633285,1.7557279017550291,1.6959278521633285,1.7557279017550291,1.6707425030430452,1.6707425030430452
case_009,4,06b73d07c450878db8f6dace8ed08e362b45f5dd6e06fb80b098f165190f222a,157faf3b60aa3733a60ec5b0b0f981ff49baf8b21d3366188acf434d806448be,157faf3b60aa3733a60ec5b0b0f981ff49baf8b21d3366188acf434d806448be,baseline,False,True,True,0,1,1,0,G1_verified_reuse,150985,1,b1,fbe8526c800a199e957602d5fcab154b88008dacf2f87c8d8a50fb8805e0812e,8b3bbfcd43c7064416534126a978aa40a269d7d056d61f7517d596ff06028c0e,88702,1493532,1988864,0,1493532,610056,790,,,,,,85821,1493532,1988864,0,1493532,610056,790,231,1023,317708,1060962,0.23044528422320062,88702,1493532,1988864,0,1493532,610056,790,,,,,,85821,1493532,1988864,0,1493532,610056,790,231,1023,317708,1060962,0.23044528422320062,1.0335698721758078,1.0335698721758078,1.0,1.0,0,1.7278189894252667,1.7858216520432062,1.7278189894252667,1.7858216520432062,1.7021600414872269,1.7021600414872269
case_009,5,06b73d07c450878db8f6dace8ed08e362b45f5dd6e06fb80b098f165190f222a,d17c97604e22879e282ab592861438fb9bb96680fc3fcc0fba204e1dbe15b1ec,d17c97604e22879e282ab592861438fb9bb96680fc3fcc0fba204e1dbe15b1ec,baseline,False,True,True,0,1,1,0,G1_verified_reuse,150985,1,b1,fbe8526c800a199e957602d5fcab154b88008dacf2f87c8d8a50fb8805e0812e,8b3bbfcd43c7064416534126a978aa40a269d7d056d61f7517d596ff06028c0e,84007,1602452,2097784,0,1602452,681666,817,,,,,,81351,1602452,2097784,0,1602452,681666,817,241,1041,267824,1148156,0.18914391446206869,84007,1602452,2097784,0,1602452,681666,817,,,,,,81351,1602452,2097784,0,1602452,681666,817,241,1041,267824,1148156,0.18914391446206869,1.03264864599083,1.03264864599083,1.0,1.0,0,1.8243836823121882,1.8839473393074455,1.8243836823121882,1.8839473393074455,1.7972907019653124,1.7972907019653124
case_010,1,fd0b07588473d8b2ce05fab4798808cbc7f60cf1638e05608adc3d62061b8775,04cf08aa1e3b9223bb51277aea1d2486a7135d2448de77afd4863cc503d17534,04cf08aa1e3b9223bb51277aea1d2486a7135d2448de77afd4863cc503d17534,G1_baseline,False,True,True,0,1,0,0,G1_verified_reuse,84150,1,b1,7990dc5a7780db63b0a68b2a53bb738cce0eb1523d3836cf920309b264eba9b1,bf48f661fb4510e2a36b193cbb8718e24c20178de2040e4f8c16348370844a26,86969,0,384150,0,0,0,0,,,,,,86969,0,384150,0,0,0,0,0,93,0,384078,0.0,86969,0,384150,0,0,0,0,,,,,,86969,0,384150,0,0,0,0,0,93,0,384078,0.0,1.0,1.0,1.0,1.0,0,1.0,1.0,1.0,1.0,0.9675861513872759,0.9675861513872759
case_010,2,fd0b07588473d8b2ce05fab4798808cbc7f60cf1638e05608adc3d62061b8775,ff76d91104368310513a26a51f51b50b402b1a2cb6a46528ba726ec247e53984,149d217bd0ee9237ad55ede027eff72525501fdd217c544a477dd968a64ae106,baseline,True,True,True,0,1,1,0,new_official_evaluation,84150,1,b1,7990dc5a7780db63b0a68b2a53bb738cce0eb1523d3836cf920309b264eba9b1,bf48f661fb4510e2a36b193cbb8718e24c20178de2040e4f8c16348370844a26,53794,923272,1307422,98688,824584,390788,90,,,,,,53794,923272,1307422,98688,824584,390788,90,18,199,47104,822162,0.05418824617550899,47037,889608,1273758,65024,824584,390788,90,,,,,,46462,889608,1273758,65024,824584,390788,90,20,193,51200,803282,0.059919342946954994,1.0,1.0123757048771038,1.1578063794068272,1.143652869018007,575,1.6167044651819906,1.6167044651819906,1.8489486999596063,1.8718307434032113,1.5643008513960666,1.7890171567064226
