case,cores,t_i_1,old_winner,old_makespan,old_added_copy_bytes,old_speedup,projected_fallback_source_cores,projected_fallback_makespan,projected_fallback_added_copy_bytes,pre_reevaluation_projected_winner,pre_reevaluation_projected_makespan,pre_reevaluation_projected_added_copy_bytes,pre_reevaluation_projected_speedup,measured_fallback_best_source_cores,measured_fallback_makespan,measured_fallback_added_copy_bytes,final_winner,final_makespan,final_added_copy_bytes,final_speedup,reported_value_kind,officially_measured,makespan_improvement,added_copy_bytes_change,projection_makespan_error,projection_added_copy_bytes_error,fallback_group_status
case_026,2,99203,b2a_w4,71676,2249880,1.3840476589095374,,,,b2a_w4,71676,2249880,1.3840476589095374,,,,b2a_w4,71676,2249880,1.3840476589095374,officially_measured_original,True,0,0,0,0,not_applicable
case_026,3,99203,b2a_w4,66096,2323608,1.50089264100702,2,71676,2249880,b2a_w4,66096,2323608,1.50089264100702,2,71676,2249880,b2a_w4,66096,2323608,1.50089264100702,officially_measured_after_fallback,True,0,0,0,0,success
case_026,4,99203,b2a_w4,65030,2324760,1.5254959249577118,3,66096,2323608,b2a_w4,65030,2324760,1.5254959249577118,3,66096,2323608,b2a_w4,65030,2324760,1.5254959249577118,officially_measured_after_fallback,True,0,0,0,0,success
case_026,5,99203,b1,64735,1166722,1.5324476712751989,4,65030,2324760,b1,64735,1166722,1.5324476712751989,4,65030,2324760,b1,64735,1166722,1.5324476712751989,officially_measured_after_fallback,True,0,0,0,0,success
case_027,1,2363952,single_core_baseline,2363952,1400832,1.0,,,,single_core_baseline,2363952,1400832,1.0,,,,single_core_baseline,2363952,1400832,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_027,2,2363952,b0,1119508,3317760,2.1115990238569085,,,,b0,1119508,3317760,2.1115990238569085,,,,b0,1119508,3317760,2.1115990238569085,officially_measured_original,True,0,0,0,0,not_applicable
case_027,3,2363952,b0,750886,4620288,3.1482169064278733,2,1119508,3317760,b0,750886,4620288,3.1482169064278733,2,1119508,3317760,b0,750886,4620288,3.1482169064278733,officially_measured_after_fallback,True,0,0,0,0,success
case_027,4,2363952,b0,565244,5529600,4.182179731231114,3,750886,4620288,b0,565244,5529600,4.182179731231114,3,750886,4620288,b0,565244,5529600,4.182179731231114,officially_measured_after_fallback,True,0,0,0,0,success
case_027,5,2363952,b2a_w4,616065,18481152,3.8371795183949744,4,565244,5529600,inherit_k4,565244,5529600,4.182179731231114,4,565244,5529600,inherit_k4,565244,5529600,4.182179731231114,officially_measured_after_fallback,True,50821,-12951552,0,0,success
case_028,1,43836040,single_core_baseline,43836040,277412256,1.0,,,,single_core_baseline,43836040,277412256,1.0,,,,single_core_baseline,43836040,277412256,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_028,2,43836040,b2a_w16,20389484,48190464,2.149933759971562,,,,b2a_w16,20389484,48190464,2.149933759971562,,,,b2a_w16,20389484,48190464,2.149933759971562,officially_measured_original,True,0,0,0,0,not_applicable
case_028,3,43836040,b2a_w16,13744872,52442112,3.189265058270459,2,20389484,48190464,b2a_w16,13744872,52442112,3.189265058270459,2,20389484,48190464,b2a_w16,13744872,52442112,3.189265058270459,officially_measured_after_fallback,True,0,0,0,0,success
case_028,4,43836040,b2a_w16,10285826,56736768,4.261790934437351,3,13744872,52442112,b2a_w16,10285826,56736768,4.261790934437351,3,13744872,52442112,b2a_w16,10285826,56736768,4.261790934437351,officially_measured_after_fallback,True,0,0,0,0,success
case_028,5,43836040,b2a_w16,8251690,61025280,5.312371162755751,4,10285826,56736768,b2a_w16,8251690,61025280,5.312371162755751,4,10285826,56736768,b2a_w16,8251690,61025280,5.312371162755751,officially_measured_after_fallback,True,0,0,0,0,success
case_029,1,37555,single_core_baseline,37555,0,1.0,,,,single_core_baseline,37555,0,1.0,,,,single_core_baseline,37555,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_029,2,37555,b1,25272,270490,1.4860319721430832,,,,b1,25272,270490,1.4860319721430832,,,,b1,25272,270490,1.4860319721430832,officially_measured_original,True,0,0,0,0,not_applicable
case_029,3,37555,b0,13976,122958,2.6871064682312538,2,25272,270490,b0,13976,122958,2.6871064682312538,2,25272,270490,b0,13976,122958,2.6871064682312538,officially_measured_after_fallback,True,0,0,0,0,success
case_029,4,37555,b1,15575,409772,2.41123595505618,3,13976,122958,inherit_k3,13976,122958,2.6871064682312538,3,13976,122958,inherit_k3,13976,122958,2.6871064682312538,officially_measured_after_fallback,True,1599,-286814,0,0,success
case_029,5,37555,b1,15605,397516,2.4066004485741748,3,13976,122958,inherit_k3,13976,122958,2.6871064682312538,3,13976,122958,inherit_k3,13976,122958,2.6871064682312538,officially_measured_after_fallback,True,1629,-274558,0,0,success
case_030,1,2808034,single_core_baseline,2808034,5519360,1.0,,,,single_core_baseline,2808034,5519360,1.0,,,,single_core_baseline,2808034,5519360,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_030,2,2808034,b2a_w4,2200787,66977792,1.2759226585762276,,,,b2a_w4,2200787,66977792,1.2759226585762276,,,,b2a_w4,2200787,66977792,1.2759226585762276,officially_measured_original,True,0,0,0,0,not_applicable
case_030,3,2808034,b2a_w4,1723596,66977792,1.6291718012805785,2,2200787,66977792,b2a_w4,1723596,66977792,1.6291718012805785,2,2200787,66977792,b2a_w4,1723596,66977792,1.6291718012805785,officially_measured_after_fallback,True,0,0,0,0,success
case_030,4,2808034,b1,1386306,19053060,2.0255513573482333,3,1723596,66977792,b1,1386306,19053060,2.0255513573482333,3,1723596,66977792,b1,1386306,19053060,2.0255513573482333,officially_measured_after_fallback,True,0,0,0,0,success
case_030,5,2808034,b1,1519378,20673540,1.848147070709198,4,1386306,19053060,inherit_k4,1386306,19053060,2.0255513573482333,4,1386306,19053060,inherit_k4,1386306,19053060,2.0255513573482333,officially_measured_after_fallback,True,133072,-1620480,0,0,success
case_031,1,1414369,single_core_baseline,1414369,3491328,1.0,,,,single_core_baseline,1414369,3491328,1.0,,,,single_core_baseline,1414369,3491328,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_031,2,1414369,b1,866386,5059588,1.6324929073184469,,,,b1,866386,5059588,1.6324929073184469,,,,b1,866386,5059588,1.6324929073184469,officially_measured_original,True,0,0,0,0,not_applicable
case_031,3,1414369,b2a_w4,697002,17801292,2.029217993635599,2,866386,5059588,b2a_w4,697002,17801292,2.029217993635599,2,866386,5059588,b2a_w4,697002,17801292,2.029217993635599,officially_measured_after_fallback,True,0,0,0,0,success
case_031,4,1414369,b2a_w4,583325,17828940,2.424667209531565,3,697002,17801292,b2a_w4,583325,17828940,2.424667209531565,3,697002,17801292,b2a_w4,583325,17828940,2.424667209531565,officially_measured_after_fallback,True,0,0,0,0,success
case_031,5,1414369,b2a_w4,481753,17856588,2.935880004898776,4,583325,17828940,b2a_w4,481753,17856588,2.935880004898776,4,583325,17828940,b2a_w4,481753,17856588,2.935880004898776,officially_measured_after_fallback,True,0,0,0,0,success
case_032,1,41443,single_core_baseline,41443,0,1.0,,,,single_core_baseline,41443,0,1.0,,,,single_core_baseline,41443,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_032,2,41443,b0,27012,266406,1.5342440396860655,,,,b0,27012,266406,1.5342440396860655,,,,b0,27012,266406,1.5342440396860655,officially_measured_original,True,0,0,0,0,not_applicable
case_032,3,41443,b2a_w4,25171,1045676,1.646458225735966,2,27012,266406,b2a_w4,25171,1045676,1.646458225735966,2,27012,266406,b2a_w4,25171,1045676,1.646458225735966,officially_measured_after_fallback,True,0,0,0,0,success
case_032,4,41443,b1,21007,399580,1.97281858428143,3,25171,1045676,b1,21007,399580,1.97281858428143,3,25171,1045676,b1,21007,399580,1.97281858428143,officially_measured_after_fallback,True,0,0,0,0,success
case_032,5,41443,b1,25085,434434,1.6521028503089497,4,21007,399580,inherit_k4,21007,399580,1.97281858428143,4,21007,399580,inherit_k4,21007,399580,1.97281858428143,officially_measured_after_fallback,True,4078,-34854,0,0,success
case_033,1,1774196,single_core_baseline,1774196,4592640,1.0,,,,single_core_baseline,1774196,4592640,1.0,,,,single_core_baseline,1774196,4592640,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_033,2,1774196,b1,1086331,6924292,1.6332001940476706,,,,b1,1086331,6924292,1.6332001940476706,,,,b1,1086331,6924292,1.6332001940476706,officially_measured_original,True,0,0,0,0,not_applicable
case_033,3,1774196,b1,724891,9530372,2.44753487075988,2,1086331,6924292,b1,724891,9530372,2.44753487075988,2,1086331,6924292,b1,724891,9530372,2.44753487075988,officially_measured_after_fallback,True,0,0,0,0,success
case_033,4,1774196,b1,538947,10082308,3.291967484743398,3,724891,9530372,b1,538947,10082308,3.291967484743398,3,724891,9530372,b1,538947,10082308,3.291967484743398,officially_measured_after_fallback,True,0,0,0,0,success
case_033,5,1774196,b2a_w4,821139,29562660,2.1606524595714003,4,538947,10082308,inherit_k4,538947,10082308,3.291967484743398,4,538947,10082308,inherit_k4,538947,10082308,3.291967484743398,officially_measured_after_fallback,True,282192,-19480352,0,0,success
case_034,1,842996,single_core_baseline,842996,1079832,1.0,,,,single_core_baseline,842996,1079832,1.0,,,,single_core_baseline,842996,1079832,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_034,2,842996,b2a_w4,596520,15055988,1.413189834372695,,,,b2a_w4,596520,15055988,1.413189834372695,,,,b2a_w4,596520,15055988,1.413189834372695,officially_measured_original,True,0,0,0,0,not_applicable
case_034,3,842996,b2a_w4,438919,15055988,1.920618610723163,2,596520,15055988,b2a_w4,438919,15055988,1.920618610723163,2,596520,15055988,b2a_w4,438919,15055988,1.920618610723163,officially_measured_after_fallback,True,0,0,0,0,success
case_034,4,842996,b2a_w4,381731,15060596,2.208350906790384,3,438919,15055988,b2a_w4,381731,15060596,2.208350906790384,3,438919,15055988,b2a_w4,381731,15060596,2.208350906790384,officially_measured_after_fallback,True,0,0,0,0,success
case_034,5,842996,b2a_w4,363718,15069812,2.3177186721581005,4,381731,15060596,b2a_w4,363718,15069812,2.3177186721581005,4,381731,15060596,b2a_w4,363718,15069812,2.3177186721581005,officially_measured_after_fallback,True,0,0,0,0,success
case_035,1,169571,single_core_baseline,169571,0,1.0,,,,single_core_baseline,169571,0,1.0,,,,single_core_baseline,169571,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_035,2,169571,b2a_w4,106131,525204,1.5977518349963724,,,,b2a_w4,106131,525204,1.5977518349963724,,,,b2a_w4,106131,525204,1.5977518349963724,officially_measured_original,True,0,0,0,0,not_applicable
case_035,3,169571,b2a_w4,99355,529812,1.706718333249459,2,106131,525204,b2a_w4,99355,529812,1.706718333249459,2,106131,525204,b2a_w4,99355,529812,1.706718333249459,officially_measured_after_fallback,True,0,0,0,0,success
case_035,4,169571,b2a_w4,98103,534420,1.7284996381354292,3,99355,529812,b2a_w4,98103,534420,1.7284996381354292,3,99355,529812,b2a_w4,98103,534420,1.7284996381354292,officially_measured_after_fallback,True,0,0,0,0,success
case_035,5,169571,b2a_w4,97043,534420,1.7473800274105293,4,98103,534420,b2a_w4,97043,534420,1.7473800274105293,4,98103,534420,b2a_w4,97043,534420,1.7473800274105293,officially_measured_after_fallback,True,0,0,0,0,success
case_036,1,931510,single_core_baseline,931510,0,1.0,,,,single_core_baseline,931510,0,1.0,,,,single_core_baseline,931510,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_036,2,931510,b0,467772,8064,1.9913761405128994,,,,b0,467772,8064,1.9913761405128994,,,,b0,467772,8064,1.9913761405128994,officially_measured_original,True,0,0,0,0,not_applicable
case_036,3,931510,b1,390499,147840,2.3854350459284146,2,467772,8064,b1,390499,147840,2.3854350459284146,2,467772,8064,b1,390499,147840,2.3854350459284146,officially_measured_after_fallback,True,0,0,0,0,success
case_036,4,931510,b0,236236,17280,3.9431331380483923,3,390499,147840,b0,236236,17280,3.9431331380483923,3,390499,147840,b0,236236,17280,3.9431331380483923,officially_measured_after_fallback,True,0,0,0,0,success
case_036,5,931510,b0,190308,21888,4.894749563864893,4,236236,17280,b0,190308,21888,4.894749563864893,4,236236,17280,b0,190308,21888,4.894749563864893,officially_measured_after_fallback,True,0,0,0,0,success
case_037,1,210001,single_core_baseline,210001,0,1.0,,,,single_core_baseline,210001,0,1.0,,,,single_core_baseline,210001,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_037,2,210001,b1,133437,1595392,1.5737838830309434,,,,b1,133437,1595392,1.5737838830309434,,,,b1,133437,1595392,1.5737838830309434,officially_measured_original,True,0,0,0,0,not_applicable
case_037,3,210001,b1,91873,1978368,2.2857749284338165,2,133437,1595392,b1,91873,1978368,2.2857749284338165,2,133437,1595392,b1,91873,1978368,2.2857749284338165,officially_measured_after_fallback,True,0,0,0,0,success
case_037,4,210001,b1,70758,2191360,2.9678764238672657,3,91873,1978368,b1,70758,2191360,2.9678764238672657,3,91873,1978368,b1,70758,2191360,2.9678764238672657,officially_measured_after_fallback,True,0,0,0,0,success
case_037,5,210001,b0,46592,1925120,4.507233001373627,4,70758,2191360,b0,46592,1925120,4.507233001373627,4,70758,2191360,b0,46592,1925120,4.507233001373627,officially_measured_after_fallback,True,0,0,0,0,success
case_038,1,1364555,single_core_baseline,1364555,5627904,1.0,,,,single_core_baseline,1364555,5627904,1.0,,,,single_core_baseline,1364555,5627904,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_038,2,1364555,b2a_w4,1008722,22607872,1.3527562599011422,,,,b2a_w4,1008722,22607872,1.3527562599011422,,,,b2a_w4,1008722,22607872,1.3527562599011422,officially_measured_original,True,0,0,0,0,not_applicable
case_038,3,1364555,b2a_w4,795870,22706176,1.7145450890220764,2,1008722,22607872,b2a_w4,795870,22706176,1.7145450890220764,2,1008722,22607872,b2a_w4,795870,22706176,1.7145450890220764,officially_measured_after_fallback,True,0,0,0,0,success
case_038,4,1364555,b1,754961,10424836,1.8074509809115968,3,795870,22706176,b1,754961,10424836,1.8074509809115968,3,795870,22706176,b1,754961,10424836,1.8074509809115968,officially_measured_after_fallback,True,0,0,0,0,success
case_038,5,1364555,b1,737342,11362820,1.8506405440080722,4,754961,10424836,b1,737342,11362820,1.8506405440080722,4,754961,10424836,b1,737342,11362820,1.8506405440080722,officially_measured_after_fallback,True,0,0,0,0,success
case_039,1,1435262,single_core_baseline,1435262,7929856,1.0,,,,single_core_baseline,1435262,7929856,1.0,,,,single_core_baseline,1435262,7929856,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_039,2,1435262,b1,870099,13533184,1.6495387306501903,,,,b1,870099,13533184,1.6495387306501903,,,,b1,870099,13533184,1.6495387306501903,officially_measured_original,True,0,0,0,0,not_applicable
case_039,3,1435262,b1,702273,15388672,2.043737976541886,2,870099,13533184,b1,702273,15388672,2.043737976541886,2,870099,13533184,b1,702273,15388672,2.043737976541886,officially_measured_after_fallback,True,0,0,0,0,success
case_039,4,1435262,b1,565084,16969728,2.5399091108578546,3,702273,15388672,b1,565084,16969728,2.5399091108578546,3,702273,15388672,b1,565084,16969728,2.5399091108578546,officially_measured_after_fallback,True,0,0,0,0,success
case_039,5,1435262,b1,537968,18665472,2.667931921601285,4,565084,16969728,b1,537968,18665472,2.667931921601285,4,565084,16969728,b1,537968,18665472,2.667931921601285,officially_measured_after_fallback,True,0,0,0,0,success
case_040,1,253454,single_core_baseline,253454,0,1.0,,,,single_core_baseline,253454,0,1.0,,,,single_core_baseline,253454,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_040,2,253454,b2a_w4,147941,847184,1.7132099958767346,,,,b2a_w4,147941,847184,1.7132099958767346,,,,b2a_w4,147941,847184,1.7132099958767346,officially_measured_original,True,0,0,0,0,not_applicable
case_040,3,253454,b2a_w4,133644,871760,1.8964861871838616,2,147941,847184,b2a_w4,133644,871760,1.8964861871838616,2,147941,847184,b2a_w4,133644,871760,1.8964861871838616,officially_measured_after_fallback,True,0,0,0,0,success
case_040,4,253454,b2a_w4,127075,896336,1.9945229195357073,3,133644,871760,b2a_w4,127075,896336,1.9945229195357073,3,133644,871760,b2a_w4,127075,896336,1.9945229195357073,officially_measured_after_fallback,True,0,0,0,0,success
case_040,5,253454,b2a_w4,119987,920912,2.112345504096277,4,127075,896336,b2a_w4,119987,920912,2.112345504096277,4,127075,896336,b2a_w4,119987,920912,2.112345504096277,officially_measured_after_fallback,True,0,0,0,0,success
case_041,1,6003957,single_core_baseline,6003957,30898176,1.0,,,,single_core_baseline,6003957,30898176,1.0,,,,single_core_baseline,6003957,30898176,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_041,2,6003957,b1,3673618,21554184,1.6343443983560622,,,,b1,3673618,21554184,1.6343443983560622,,,,b1,3673618,21554184,1.6343443983560622,officially_measured_original,True,0,0,0,0,not_applicable
case_041,3,6003957,b2a_w4,3425567,106948624,1.7526899926347959,2,3673618,21554184,b2a_w4,3425567,106948624,1.7526899926347959,2,3673618,21554184,b2a_w4,3425567,106948624,1.7526899926347959,officially_measured_after_fallback,True,0,0,0,0,success
case_041,4,6003957,b1,2164802,28938252,2.7734439454509006,3,3425567,106948624,b1,2164802,28938252,2.7734439454509006,3,3425567,106948624,b1,2164802,28938252,2.7734439454509006,officially_measured_after_fallback,True,0,0,0,0,success
case_041,5,6003957,b1,2012046,31777808,2.984005832868632,4,2164802,28938252,b1,2012046,31777808,2.984005832868632,4,2164802,28938252,b1,2012046,31777808,2.984005832868632,officially_measured_after_fallback,True,0,0,0,0,success
case_042,1,1686740,single_core_baseline,1686740,6629376,1.0,,,,single_core_baseline,1686740,6629376,1.0,,,,single_core_baseline,1686740,6629376,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_042,2,1686740,b2a_w4,1007984,19385376,1.6733797361862888,,,,b2a_w4,1007984,19385376,1.6733797361862888,,,,b2a_w4,1007984,19385376,1.6733797361862888,officially_measured_original,True,0,0,0,0,not_applicable
case_042,3,1686740,b2a_w4,756202,19459104,2.2305415748702067,2,1007984,19385376,b2a_w4,756202,19459104,2.2305415748702067,2,1007984,19385376,b2a_w4,756202,19459104,2.2305415748702067,officially_measured_after_fallback,True,0,0,0,0,success
case_042,4,1686740,b2a_w4,623840,19532832,2.7038022569889715,3,756202,19459104,b2a_w4,623840,19532832,2.7038022569889715,3,756202,19459104,b2a_w4,623840,19532832,2.7038022569889715,officially_measured_after_fallback,True,0,0,0,0,success
case_042,5,1686740,b2a_w4,565621,19606560,2.9821028568599823,4,623840,19532832,b2a_w4,565621,19606560,2.9821028568599823,4,623840,19532832,b2a_w4,565621,19606560,2.9821028568599823,officially_measured_after_fallback,True,0,0,0,0,success
case_043,1,677656,single_core_baseline,677656,49160,1.0,,,,single_core_baseline,677656,49160,1.0,,,,single_core_baseline,677656,49160,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_043,2,677656,b2a_w4,349722,2549426,1.9376990867031527,,,,b2a_w4,349722,2549426,1.9376990867031527,,,,b2a_w4,349722,2549426,1.9376990867031527,officially_measured_original,True,0,0,0,0,not_applicable
case_043,3,677656,b2a_w8,286671,5522026,2.3638805459917465,2,349722,2549426,b2a_w8,286671,5522026,2.3638805459917465,2,349722,2549426,b2a_w8,286671,5522026,2.3638805459917465,officially_measured_after_fallback,True,0,0,0,0,success
case_043,4,677656,b2a_w16,287497,8415762,2.357088943536802,3,286671,5522026,inherit_k3,286671,5522026,2.3638805459917465,3,286671,5522026,inherit_k3,286671,5522026,2.3638805459917465,officially_measured_after_fallback,True,826,-2893736,0,0,success
case_043,5,677656,b2a_w8,237206,5690482,2.8568248695226934,3,286671,5522026,b2a_w8,237206,5690482,2.8568248695226934,3,286671,5522026,b2a_w8,237206,5690482,2.8568248695226934,officially_measured_after_fallback,True,0,0,0,0,success
case_044,1,154407,single_core_baseline,154407,4438112,1.0,,,,single_core_baseline,154407,4438112,1.0,,,,single_core_baseline,154407,4438112,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_044,2,154407,b2a_w4,87589,2915104,1.762858349792782,,,,b2a_w4,87589,2915104,1.762858349792782,,,,b2a_w4,87589,2915104,1.762858349792782,officially_measured_original,True,0,0,0,0,not_applicable
case_044,3,154407,b2a_w4,105381,4775904,1.4652261792922823,2,87589,2915104,inherit_k2,87589,2915104,1.762858349792782,2,87589,2915104,inherit_k2,87589,2915104,1.762858349792782,officially_measured_after_fallback,True,17792,-1860800,0,0,success
case_044,4,154407,b2a_w4,133879,6636704,1.15333248679778,2,87589,2915104,inherit_k2,87589,2915104,1.762858349792782,2,87589,2915104,inherit_k2,87589,2915104,1.762858349792782,officially_measured_after_fallback,True,46290,-3721600,0,0,success
case_044,5,154407,single,154407,4438112,1.0,2,87589,2915104,inherit_k2,87589,2915104,1.762858349792782,2,87589,2915104,inherit_k2,87589,2915104,1.762858349792782,officially_measured_after_fallback,True,66818,-1523008,0,0,success
case_045,1,125614,single_core_baseline,125614,0,1.0,,,,single_core_baseline,125614,0,1.0,,,,single_core_baseline,125614,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_045,2,125614,b1,80336,217088,1.5636078470424217,,,,b1,80336,217088,1.5636078470424217,,,,b1,80336,217088,1.5636078470424217,officially_measured_original,True,0,0,0,0,not_applicable
case_045,3,125614,b1,55620,323584,2.2584322186263934,2,80336,217088,b1,55620,323584,2.2584322186263934,2,80336,217088,b1,55620,323584,2.2584322186263934,officially_measured_after_fallback,True,0,0,0,0,success
case_045,4,125614,b1,44141,466944,2.845744319340296,3,55620,323584,b1,44141,466944,2.845744319340296,3,55620,323584,b1,44141,466944,2.845744319340296,officially_measured_after_fallback,True,0,0,0,0,success
case_045,5,125614,b1,36900,450560,3.404173441734417,4,44141,466944,b1,36900,450560,3.404173441734417,4,44141,466944,b1,36900,450560,3.404173441734417,officially_measured_after_fallback,True,0,0,0,0,success
case_046,1,276455,single_core_baseline,276455,3176288,1.0,,,,single_core_baseline,276455,3176288,1.0,,,,single_core_baseline,276455,3176288,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_046,2,276455,b2a_w4,154820,3151648,1.785654308228911,,,,b2a_w4,154820,3151648,1.785654308228911,,,,b2a_w4,154820,3151648,1.785654308228911,officially_measured_original,True,0,0,0,0,not_applicable
case_046,3,276455,b2a_w4,133612,5012448,2.0690881058587554,2,154820,3151648,b2a_w4,133612,5012448,2.0690881058587554,2,154820,3151648,b2a_w4,133612,5012448,2.0690881058587554,officially_measured_after_fallback,True,0,0,0,0,success
case_046,4,276455,b0,144472,6774944,1.9135541835096075,3,133612,5012448,inherit_k3,133612,5012448,2.0690881058587554,3,133612,5012448,inherit_k3,133612,5012448,2.0690881058587554,officially_measured_after_fallback,True,10860,-1762496,0,0,success
case_046,5,276455,b2a_w4,147428,6873248,1.8751865317307432,3,133612,5012448,inherit_k3,133612,5012448,2.0690881058587554,3,133612,5012448,inherit_k3,133612,5012448,2.0690881058587554,officially_measured_after_fallback,True,13816,-1860800,0,0,success
case_047,1,326508,single_core_baseline,326508,0,1.0,,,,single_core_baseline,326508,0,1.0,,,,single_core_baseline,326508,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_047,2,326508,b2a_w16,253283,1518112,1.2891034929308323,,,,b2a_w16,253283,1518112,1.2891034929308323,,,,b2a_w16,253283,1518112,1.2891034929308323,officially_measured_original,True,0,0,0,0,not_applicable
case_047,3,326508,b2a_w16,233731,1747908,1.3969392164496792,2,253283,1518112,b2a_w16,233731,1747908,1.3969392164496792,2,253283,1518112,b2a_w16,233731,1747908,1.3969392164496792,officially_measured_after_fallback,True,0,0,0,0,success
case_047,4,326508,b2a_w16,217701,1801306,1.4998001846569378,3,233731,1747908,b2a_w16,217701,1801306,1.4998001846569378,3,233731,1747908,b2a_w16,217701,1801306,1.4998001846569378,officially_measured_after_fallback,True,0,0,0,0,success
case_047,5,326508,b2a_w16,213351,1828066,1.530379515446377,4,217701,1801306,b2a_w16,213351,1828066,1.530379515446377,4,217701,1801306,b2a_w16,213351,1828066,1.530379515446377,officially_measured_after_fallback,True,0,0,0,0,success
case_048,1,222220,single_core_baseline,222220,0,1.0,,,,single_core_baseline,222220,0,1.0,,,,single_core_baseline,222220,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_048,2,222220,b2a_w16,176165,650944,1.2614310447591746,,,,b2a_w16,176165,650944,1.2614310447591746,,,,b2a_w16,176165,650944,1.2614310447591746,officially_measured_original,True,0,0,0,0,not_applicable
case_048,3,222220,b2a_w16,163641,651072,1.3579726352197798,2,176165,650944,b2a_w16,163641,651072,1.3579726352197798,2,176165,650944,b2a_w16,163641,651072,1.3579726352197798,officially_measured_after_fallback,True,0,0,0,0,success
case_048,4,222220,b2a_w16,163676,651200,1.357682250299372,3,163641,651072,inherit_k3,163641,651072,1.3579726352197798,3,163641,651072,inherit_k3,163641,651072,1.3579726352197798,officially_measured_after_fallback,True,35,-128,0,0,success
case_048,5,222220,b2a_w16,163676,651328,1.357682250299372,3,163641,651072,inherit_k3,163641,651072,1.3579726352197798,3,163641,651072,inherit_k3,163641,651072,1.3579726352197798,officially_measured_after_fallback,True,35,-256,0,0,success
case_049,1,196276,single_core_baseline,196276,0,1.0,,,,single_core_baseline,196276,0,1.0,,,,single_core_baseline,196276,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_049,2,196276,b2a_w8,139420,1434798,1.4078037584277723,,,,b2a_w8,139420,1434798,1.4078037584277723,,,,b2a_w8,139420,1434798,1.4078037584277723,officially_measured_original,True,0,0,0,0,not_applicable
case_049,3,196276,b2a_w16,119670,2958270,1.6401437285869473,2,139420,1434798,b2a_w16,119670,2958270,1.6401437285869473,2,139420,1434798,b2a_w16,119670,2958270,1.6401437285869473,officially_measured_after_fallback,True,0,0,0,0,success
case_049,4,196276,b2a_w8,112197,1570092,1.7493872385179638,3,119670,2958270,b2a_w8,112197,1570092,1.7493872385179638,3,119670,2958270,b2a_w8,112197,1570092,1.7493872385179638,officially_measured_after_fallback,True,0,0,0,0,success
case_049,5,196276,b2a_w16,106993,3030208,1.8344751525800753,4,112197,1570092,b2a_w16,106993,3030208,1.8344751525800753,4,112197,1570092,b2a_w16,106993,3030208,1.8344751525800753,officially_measured_after_fallback,True,0,0,0,0,success
case_050,1,149690,single_core_baseline,149690,0,1.0,,,,single_core_baseline,149690,0,1.0,,,,single_core_baseline,149690,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_050,2,149690,b2a_w16,98315,2499756,1.5225550526369322,,,,b2a_w16,98315,2499756,1.5225550526369322,,,,b2a_w16,98315,2499756,1.5225550526369322,officially_measured_original,True,0,0,0,0,not_applicable
case_050,3,149690,b2a_w16,75193,2598792,1.990743819238493,2,98315,2499756,b2a_w16,75193,2598792,1.990743819238493,2,98315,2499756,b2a_w16,75193,2598792,1.990743819238493,officially_measured_after_fallback,True,0,0,0,0,success
case_050,4,149690,b2a_w16,67066,2694180,2.231980437181284,3,75193,2598792,b2a_w16,67066,2694180,2.231980437181284,3,75193,2598792,b2a_w16,67066,2694180,2.231980437181284,officially_measured_after_fallback,True,0,0,0,0,success
case_050,5,149690,b2a_w16,64330,2744404,2.32690812995492,4,67066,2694180,b2a_w16,64330,2744404,2.32690812995492,4,67066,2694180,b2a_w16,64330,2744404,2.32690812995492,officially_measured_after_fallback,True,0,0,0,0,success
case_051,1,607628,single_core_baseline,607628,0,1.0,,,,single_core_baseline,607628,0,1.0,,,,single_core_baseline,607628,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_051,2,607628,single,607628,0,1.0,,,,single,607628,0,1.0,,,,single,607628,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_051,3,607628,single,607628,0,1.0,2,607628,0,single,607628,0,1.0,2,607628,0,single,607628,0,1.0,officially_measured_after_fallback,True,0,0,0,0,success
