case,cores,t_i_1,old_winner,old_makespan,old_added_copy_bytes,old_speedup,projected_fallback_source_cores,projected_fallback_makespan,projected_fallback_added_copy_bytes,pre_reevaluation_projected_winner,pre_reevaluation_projected_makespan,pre_reevaluation_projected_added_copy_bytes,pre_reevaluation_projected_speedup,measured_fallback_best_source_cores,measured_fallback_makespan,measured_fallback_added_copy_bytes,final_winner,final_makespan,final_added_copy_bytes,final_speedup,reported_value_kind,officially_measured,makespan_improvement,added_copy_bytes_change,projection_makespan_error,projection_added_copy_bytes_error,fallback_group_status
case_051,4,607628,single,607628,0,1.0,2,607628,0,single,607628,0,1.0,2,607628,0,single,607628,0,1.0,officially_measured_after_fallback,True,0,0,0,0,success
case_051,5,607628,single,607628,0,1.0,2,607628,0,single,607628,0,1.0,2,607628,0,single,607628,0,1.0,officially_measured_after_fallback,True,0,0,0,0,success
case_052,1,180301,single_core_baseline,180301,0,1.0,,,,single_core_baseline,180301,0,1.0,,,,single_core_baseline,180301,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_052,2,180301,b1,108708,726294,1.6585807852227987,,,,b1,108708,726294,1.6585807852227987,,,,b1,108708,726294,1.6585807852227987,officially_measured_original,True,0,0,0,0,not_applicable
case_052,3,180301,b2a_w4,88831,2746432,2.029708097398431,2,108708,726294,b2a_w4,88831,2746432,2.029708097398431,2,108708,726294,b2a_w4,88831,2746432,2.029708097398431,officially_measured_after_fallback,True,0,0,0,0,success
case_052,4,180301,b2a_w4,82250,2801728,2.1921094224924014,3,88831,2746432,b2a_w4,82250,2801728,2.1921094224924014,3,88831,2746432,b2a_w4,82250,2801728,2.1921094224924014,officially_measured_after_fallback,True,0,0,0,0,success
case_052,5,180301,b2a_w4,72062,2857024,2.502026033138131,4,82250,2801728,b2a_w4,72062,2857024,2.502026033138131,4,82250,2801728,b2a_w4,72062,2857024,2.502026033138131,officially_measured_after_fallback,True,0,0,0,0,success
case_053,1,1472686,single_core_baseline,1472686,5405536,1.0,,,,single_core_baseline,1472686,5405536,1.0,,,,single_core_baseline,1472686,5405536,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_053,2,1472686,b2a_w4,765799,3596396,1.9230711975335564,,,,b2a_w4,765799,3596396,1.9230711975335564,,,,b2a_w4,765799,3596396,1.9230711975335564,officially_measured_original,True,0,0,0,0,not_applicable
case_053,3,1472686,b2a_w4,588970,5521516,2.500443146510009,2,765799,3596396,b2a_w4,588970,5521516,2.500443146510009,2,765799,3596396,b2a_w4,588970,5521516,2.500443146510009,officially_measured_after_fallback,True,0,0,0,0,success
case_053,4,1472686,b2a_w4,494780,7431276,2.9764460972553457,3,588970,5521516,b2a_w4,494780,7431276,2.9764460972553457,3,588970,5521516,b2a_w4,494780,7431276,2.9764460972553457,officially_measured_after_fallback,True,0,0,0,0,success
case_053,5,1472686,b2a_w16,505895,14981424,2.9110507121042906,4,494780,7431276,inherit_k4,494780,7431276,2.9764460972553457,4,494780,7431276,inherit_k4,494780,7431276,2.9764460972553457,officially_measured_after_fallback,True,11115,-7550148,0,0,success
case_054,1,815051,single_core_baseline,815051,0,1.0,,,,single_core_baseline,815051,0,1.0,,,,single_core_baseline,815051,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_054,2,815051,b2a_w16,517697,6563522,1.5743784491700743,,,,b2a_w16,517697,6563522,1.5743784491700743,,,,b2a_w16,517697,6563522,1.5743784491700743,officially_measured_original,True,0,0,0,0,not_applicable
case_054,3,815051,b2a_w16,440388,6895214,1.850756605538752,2,517697,6563522,b2a_w16,440388,6895214,1.850756605538752,2,517697,6563522,b2a_w16,440388,6895214,1.850756605538752,officially_measured_after_fallback,True,0,0,0,0,success
case_054,4,815051,b2a_w16,365690,7141466,2.2288030845798352,3,440388,6895214,b2a_w16,365690,7141466,2.2288030845798352,3,440388,6895214,b2a_w16,365690,7141466,2.2288030845798352,officially_measured_after_fallback,True,0,0,0,0,success
case_054,5,815051,b2a_w16,309877,7332666,2.6302403857014234,4,365690,7141466,b2a_w16,309877,7332666,2.6302403857014234,4,365690,7141466,b2a_w16,309877,7332666,2.6302403857014234,officially_measured_after_fallback,True,0,0,0,0,success
case_055,1,118835,single_core_baseline,118835,69632,1.0,,,,single_core_baseline,118835,69632,1.0,,,,single_core_baseline,118835,69632,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_055,2,118835,b2a_w4,71645,1977060,1.6586642473305884,,,,b2a_w4,71645,1977060,1.6586642473305884,,,,b2a_w4,71645,1977060,1.6586642473305884,officially_measured_original,True,0,0,0,0,not_applicable
case_055,3,118835,b2a_w4,60780,2001636,1.955166173083251,2,71645,1977060,b2a_w4,60780,2001636,1.955166173083251,2,71645,1977060,b2a_w4,60780,2001636,1.955166173083251,officially_measured_after_fallback,True,0,0,0,0,success
case_055,4,118835,b2a_w4,52781,2018020,2.2514730679600614,3,60780,2001636,b2a_w4,52781,2018020,2.2514730679600614,3,60780,2001636,b2a_w4,52781,2018020,2.2514730679600614,officially_measured_after_fallback,True,0,0,0,0,success
case_055,5,118835,b1,46207,894358,2.5717964810526546,4,52781,2018020,b1,46207,894358,2.5717964810526546,4,52781,2018020,b1,46207,894358,2.5717964810526546,officially_measured_after_fallback,True,0,0,0,0,success
case_056,1,277285,single_core_baseline,277285,0,1.0,,,,single_core_baseline,277285,0,1.0,,,,single_core_baseline,277285,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_056,2,277285,b2a_w16,210518,2913858,1.3171557776532172,,,,b2a_w16,210518,2913858,1.3171557776532172,,,,b2a_w16,210518,2913858,1.3171557776532172,officially_measured_original,True,0,0,0,0,not_applicable
case_056,3,277285,b2a_w16,182132,3059426,1.5224397689587772,2,210518,2913858,b2a_w16,182132,3059426,1.5224397689587772,2,210518,2913858,b2a_w16,182132,3059426,1.5224397689587772,officially_measured_after_fallback,True,0,0,0,0,success
case_056,4,277285,b2a_w16,164272,3187008,1.6879626473166456,3,182132,3059426,b2a_w16,164272,3187008,1.6879626473166456,3,182132,3059426,b2a_w16,164272,3187008,1.6879626473166456,officially_measured_after_fallback,True,0,0,0,0,success
case_056,5,277285,b2a_w16,160648,3267474,1.726040784821473,4,164272,3187008,b2a_w16,160648,3267474,1.726040784821473,4,164272,3187008,b2a_w16,160648,3267474,1.726040784821473,officially_measured_after_fallback,True,0,0,0,0,success
case_057,1,59726,single_core_baseline,59726,94216,1.0,,,,single_core_baseline,59726,94216,1.0,,,,single_core_baseline,59726,94216,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_057,2,59726,b2a_w4,35529,1124990,1.6810492836837514,,,,b2a_w4,35529,1124990,1.6810492836837514,,,,b2a_w4,35529,1124990,1.6810492836837514,officially_measured_original,True,0,0,0,0,not_applicable
case_057,3,59726,b2a_w4,28308,1137280,2.1098629362724317,2,35529,1124990,b2a_w4,28308,1137280,2.1098629362724317,2,35529,1124990,b2a_w4,28308,1137280,2.1098629362724317,officially_measured_after_fallback,True,0,0,0,0,success
case_057,4,59726,b2a_w4,26544,1153668,2.250075346594334,3,28308,1137280,b2a_w4,26544,1153668,2.250075346594334,3,28308,1137280,b2a_w4,26544,1153668,2.250075346594334,officially_measured_after_fallback,True,0,0,0,0,success
case_057,5,59726,b2a_w4,26476,1165960,2.255854358664451,4,26544,1153668,b2a_w4,26476,1165960,2.255854358664451,4,26544,1153668,b2a_w4,26476,1165960,2.255854358664451,officially_measured_after_fallback,True,0,0,0,0,success
case_058,1,4539717,single_core_baseline,4539717,28696576,1.0,,,,single_core_baseline,4539717,28696576,1.0,,,,single_core_baseline,4539717,28696576,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_058,2,4539717,b2a_w4,3875932,122425344,1.1712581644879219,,,,b2a_w4,3875932,122425344,1.1712581644879219,,,,b2a_w4,3875932,122425344,1.1712581644879219,officially_measured_original,True,0,0,0,0,not_applicable
case_058,3,4539717,b0,1529236,34037760,2.968617662676003,2,3875932,122425344,b0,1529236,34037760,2.968617662676003,2,3875932,122425344,b0,1529236,34037760,2.968617662676003,officially_measured_after_fallback,True,0,0,0,0,success
case_058,4,4539717,b2a_w4,2527859,119070720,1.795874295203965,3,1529236,34037760,inherit_k3,1529236,34037760,2.968617662676003,3,1529236,34037760,inherit_k3,1529236,34037760,2.968617662676003,officially_measured_after_fallback,True,998623,-85032960,0,0,success
case_058,5,4539717,b0,972688,39665664,4.667187217278305,3,1529236,34037760,b0,972688,39665664,4.667187217278305,3,1529236,34037760,b0,972688,39665664,4.667187217278305,officially_measured_after_fallback,True,0,0,0,0,success
case_059,1,829473,single_core_baseline,829473,1691648,1.0,,,,single_core_baseline,829473,1691648,1.0,,,,single_core_baseline,829473,1691648,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_059,2,829473,b0,370884,5046272,2.2364755556993563,,,,b0,370884,5046272,2.2364755556993563,,,,b0,370884,5046272,2.2364755556993563,officially_measured_original,True,0,0,0,0,not_applicable
case_059,3,829473,b2a_w4,389072,12582912,2.131926738495703,2,370884,5046272,inherit_k2,370884,5046272,2.2364755556993563,2,370884,5046272,inherit_k2,370884,5046272,2.2364755556993563,officially_measured_after_fallback,True,18188,-7536640,0,0,success
case_059,4,829473,b0,187820,5406720,4.416318815887552,2,370884,5046272,b0,187820,5406720,4.416318815887552,2,370884,5046272,b0,187820,5406720,4.416318815887552,officially_measured_after_fallback,True,0,0,0,0,success
case_059,5,829473,b2a_w4,267515,12582912,3.1006597760873222,4,187820,5406720,inherit_k4,187820,5406720,4.416318815887552,4,187820,5406720,inherit_k4,187820,5406720,4.416318815887552,officially_measured_after_fallback,True,79695,-7176192,0,0,success
case_060,1,888789,single_core_baseline,888789,2068520,1.0,,,,single_core_baseline,888789,2068520,1.0,,,,single_core_baseline,888789,2068520,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_060,2,888789,b1,552794,5445690,1.6078123134476858,,,,b1,552794,5445690,1.6078123134476858,,,,b1,552794,5445690,1.6078123134476858,officially_measured_original,True,0,0,0,0,not_applicable
case_060,3,888789,b1,427246,6721662,2.080274595900254,2,552794,5445690,b1,427246,6721662,2.080274595900254,2,552794,5445690,b1,427246,6721662,2.080274595900254,officially_measured_after_fallback,True,0,0,0,0,success
case_060,4,888789,b1,388078,7163986,2.2902328913259704,3,427246,6721662,b1,388078,7163986,2.2902328913259704,3,427246,6721662,b1,388078,7163986,2.2902328913259704,officially_measured_after_fallback,True,0,0,0,0,success
case_060,5,888789,b1,331141,8007770,2.6840197982128458,4,388078,7163986,b1,331141,8007770,2.6840197982128458,4,388078,7163986,b1,331141,8007770,2.6840197982128458,officially_measured_after_fallback,True,0,0,0,0,success
case_061,1,77191,single_core_baseline,77191,0,1.0,,,,single_core_baseline,77191,0,1.0,,,,single_core_baseline,77191,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_061,2,77191,b1,55008,221910,1.4032686154741127,,,,b1,55008,221910,1.4032686154741127,,,,b1,55008,221910,1.4032686154741127,officially_measured_original,True,0,0,0,0,not_applicable
case_061,3,77191,b2a_w4,42307,1338952,1.8245444016356631,2,55008,221910,b2a_w4,42307,1338952,1.8245444016356631,2,55008,221910,b2a_w4,42307,1338952,1.8245444016356631,officially_measured_after_fallback,True,0,0,0,0,success
case_061,4,77191,b2a_w4,41145,1338952,1.8760724267833273,3,42307,1338952,b2a_w4,41145,1338952,1.8760724267833273,3,42307,1338952,b2a_w4,41145,1338952,1.8760724267833273,officially_measured_after_fallback,True,0,0,0,0,success
case_061,5,77191,b2a_w4,40974,1338952,1.883901986625665,4,41145,1338952,b2a_w4,40974,1338952,1.883901986625665,4,41145,1338952,b2a_w4,40974,1338952,1.883901986625665,officially_measured_after_fallback,True,0,0,0,0,success
case_062,1,2854809,single_core_baseline,2854809,0,1.0,,,,single_core_baseline,2854809,0,1.0,,,,single_core_baseline,2854809,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_062,2,2854809,b2a_w4,1640007,50250240,1.7407297651778315,,,,b2a_w4,1640007,50250240,1.7407297651778315,,,,b2a_w4,1640007,50250240,1.7407297651778315,officially_measured_original,True,0,0,0,0,not_applicable
case_062,3,2854809,b1,1192564,247296,2.3938413368171436,2,1640007,50250240,b1,1192564,247296,2.3938413368171436,2,1640007,50250240,b1,1192564,247296,2.3938413368171436,officially_measured_after_fallback,True,0,0,0,0,success
case_062,4,2854809,b1,895100,431616,3.1893743715785945,3,1192564,247296,b1,895100,431616,3.1893743715785945,3,1192564,247296,b1,895100,431616,3.1893743715785945,officially_measured_after_fallback,True,0,0,0,0,success
case_062,5,2854809,b1,718658,529920,3.9724166432433785,4,895100,431616,b1,718658,529920,3.9724166432433785,4,895100,431616,b1,718658,529920,3.9724166432433785,officially_measured_after_fallback,True,0,0,0,0,success
case_063,1,1070397,single_core_baseline,1070397,0,1.0,,,,single_core_baseline,1070397,0,1.0,,,,single_core_baseline,1070397,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_063,2,1070397,b2a_w4,617043,18823680,1.7347202707104692,,,,b2a_w4,617043,18823680,1.7347202707104692,,,,b2a_w4,617043,18823680,1.7347202707104692,officially_measured_original,True,0,0,0,0,not_applicable
case_063,3,1070397,b1,448490,287232,2.3866685990769025,2,617043,18823680,b1,448490,287232,2.3866685990769025,2,617043,18823680,b1,448490,287232,2.3866685990769025,officially_measured_after_fallback,True,0,0,0,0,success
case_063,4,1070397,b1,338258,370176,3.1644395697958365,3,448490,287232,b1,338258,370176,3.1644395697958365,3,448490,287232,b1,338258,370176,3.1644395697958365,officially_measured_after_fallback,True,0,0,0,0,success
case_063,5,1070397,b1,271928,364032,3.936325056632638,4,338258,370176,b1,271928,364032,3.936325056632638,4,338258,370176,b1,271928,364032,3.936325056632638,officially_measured_after_fallback,True,0,0,0,0,success
case_064,1,19116,single_core_baseline,19116,0,1.0,,,,single_core_baseline,19116,0,1.0,,,,single_core_baseline,19116,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_064,2,19116,b2a_w4,17926,57174,1.0663840232065156,,,,b2a_w4,17926,57174,1.0663840232065156,,,,b2a_w4,17926,57174,1.0663840232065156,officially_measured_original,True,0,0,0,0,not_applicable
case_064,3,19116,b2a_w4,16935,57242,1.128786536758193,2,17926,57174,b2a_w4,16935,57242,1.128786536758193,2,17926,57174,b2a_w4,16935,57242,1.128786536758193,officially_measured_after_fallback,True,0,0,0,0,success
case_064,4,19116,b2a_w8,16072,121864,1.1893977103036337,3,16935,57242,b2a_w8,16072,121864,1.1893977103036337,3,16935,57242,b2a_w8,16072,121864,1.1893977103036337,officially_measured_after_fallback,True,0,0,0,0,success
case_064,5,19116,b2a_w8,16081,121928,1.1887320440271127,4,16072,121864,inherit_k4,16072,121864,1.1893977103036337,4,16072,121864,inherit_k4,16072,121864,1.1893977103036337,officially_measured_after_fallback,True,9,-64,0,0,success
case_065,1,53068,single_core_baseline,53068,0,1.0,,,,single_core_baseline,53068,0,1.0,,,,single_core_baseline,53068,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_065,2,53068,b2a_w4,33464,855724,1.5858235715993305,,,,b2a_w4,33464,855724,1.5858235715993305,,,,b2a_w4,33464,855724,1.5858235715993305,officially_measured_original,True,0,0,0,0,not_applicable
case_065,3,53068,b1,24538,300856,2.162686445513082,2,33464,855724,b1,24538,300856,2.162686445513082,2,33464,855724,b1,24538,300856,2.162686445513082,officially_measured_after_fallback,True,0,0,0,0,success
case_065,4,53068,b2a_w4,23966,890544,2.2143035967620794,3,24538,300856,b2a_w4,23966,890544,2.2143035967620794,3,24538,300856,b2a_w4,23966,890544,2.2143035967620794,officially_measured_after_fallback,True,0,0,0,0,success
case_065,5,53068,b2a_w4,22977,916148,2.309613961787875,4,23966,890544,b2a_w4,22977,916148,2.309613961787875,4,23966,890544,b2a_w4,22977,916148,2.309613961787875,officially_measured_after_fallback,True,0,0,0,0,success
case_066,1,359070,single_core_baseline,359070,0,1.0,,,,single_core_baseline,359070,0,1.0,,,,single_core_baseline,359070,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_066,2,359070,b2a_w8,196267,2021184,1.82949757218483,,,,b2a_w8,196267,2021184,1.82949757218483,,,,b2a_w8,196267,2021184,1.82949757218483,officially_measured_original,True,0,0,0,0,not_applicable
case_066,3,359070,b2a_w8,144846,2295066,2.478977672838739,2,196267,2021184,b2a_w8,144846,2295066,2.478977672838739,2,196267,2021184,b2a_w8,144846,2295066,2.478977672838739,officially_measured_after_fallback,True,0,0,0,0,success
case_066,4,359070,b2a_w8,128719,2372426,2.7895648661036834,3,144846,2295066,b2a_w8,128719,2372426,2.7895648661036834,3,144846,2295066,b2a_w8,128719,2372426,2.7895648661036834,officially_measured_after_fallback,True,0,0,0,0,success
case_066,5,359070,b2a_w8,115064,2445690,3.120611138149204,4,128719,2372426,b2a_w8,115064,2445690,3.120611138149204,4,128719,2372426,b2a_w8,115064,2445690,3.120611138149204,officially_measured_after_fallback,True,0,0,0,0,success
case_067,1,63834834,single_core_baseline,63834834,264449408,1.0,,,,single_core_baseline,63834834,264449408,1.0,,,,single_core_baseline,63834834,264449408,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_067,2,63834834,b2a_w8,32108755,219499648,1.9880818798486581,,,,b2a_w8,32108755,219499648,1.9880818798486581,,,,b2a_w8,32108755,219499648,1.9880818798486581,officially_measured_original,True,0,0,0,0,not_applicable
case_067,3,63834834,b2a_w8,21639488,220745600,2.949923491720322,2,32108755,219499648,b2a_w8,21639488,220745600,2.949923491720322,2,32108755,219499648,b2a_w8,21639488,220745600,2.949923491720322,officially_measured_after_fallback,True,0,0,0,0,success
case_067,4,63834834,b2a_w8,16587795,221991552,3.8483013565094093,3,21639488,220745600,b2a_w8,16587795,221991552,3.8483013565094093,3,21639488,220745600,b2a_w8,16587795,221991552,3.8483013565094093,officially_measured_after_fallback,True,0,0,0,0,success
case_067,5,63834834,b2a_w16,13419797,221533568,4.756765992808982,4,16587795,221991552,b2a_w16,13419797,221533568,4.756765992808982,4,16587795,221991552,b2a_w16,13419797,221533568,4.756765992808982,officially_measured_after_fallback,True,0,0,0,0,success
case_068,1,362095,single_core_baseline,362095,0,1.0,,,,single_core_baseline,362095,0,1.0,,,,single_core_baseline,362095,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_068,2,362095,b2a_w16,228701,3252326,1.583268109890206,,,,b2a_w16,228701,3252326,1.583268109890206,,,,b2a_w16,228701,3252326,1.583268109890206,officially_measured_original,True,0,0,0,0,not_applicable
case_068,3,362095,b2a_w16,187358,3255914,1.9326369837423543,2,228701,3252326,b2a_w16,187358,3255914,1.9326369837423543,2,228701,3252326,b2a_w16,187358,3255914,1.9326369837423543,officially_measured_after_fallback,True,0,0,0,0,success
case_068,4,362095,b2a_w16,171172,3259502,2.115386862337298,3,187358,3255914,b2a_w16,171172,3259502,2.115386862337298,3,187358,3255914,b2a_w16,171172,3259502,2.115386862337298,officially_measured_after_fallback,True,0,0,0,0,success
case_068,5,362095,b2a_w16,170197,3266674,2.127505185167776,4,171172,3259502,b2a_w16,170197,3266674,2.127505185167776,4,171172,3259502,b2a_w16,170197,3266674,2.127505185167776,officially_measured_after_fallback,True,0,0,0,0,success
case_069,1,25144,single_core_baseline,25144,0,1.0,,,,single_core_baseline,25144,0,1.0,,,,single_core_baseline,25144,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_069,2,25144,b2a_w4,21908,456078,1.1477085995983203,,,,b2a_w4,21908,456078,1.1477085995983203,,,,b2a_w4,21908,456078,1.1477085995983203,officially_measured_original,True,0,0,0,0,not_applicable
case_069,3,25144,b2a_w4,18665,503702,1.3471202785963032,2,21908,456078,b2a_w4,18665,503702,1.3471202785963032,2,21908,456078,b2a_w4,18665,503702,1.3471202785963032,officially_measured_after_fallback,True,0,0,0,0,success
case_069,4,25144,b2a_w4,18008,503706,1.396268325188805,3,18665,503702,b2a_w4,18008,503706,1.396268325188805,3,18665,503702,b2a_w4,18008,503706,1.396268325188805,officially_measured_after_fallback,True,0,0,0,0,success
case_069,5,25144,b2a_w4,18204,503710,1.3812348934300154,4,18008,503706,inherit_k4,18008,503706,1.396268325188805,4,18008,503706,inherit_k4,18008,503706,1.396268325188805,officially_measured_after_fallback,True,196,-4,0,0,success
case_070,1,117300,single_core_baseline,117300,0,1.0,,,,single_core_baseline,117300,0,1.0,,,,single_core_baseline,117300,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_070,2,117300,b2a_w4,75454,1886666,1.554589551249768,,,,b2a_w4,75454,1886666,1.554589551249768,,,,b2a_w4,75454,1886666,1.554589551249768,officially_measured_original,True,0,0,0,0,not_applicable
case_070,3,117300,b2a_w4,55893,1984970,2.0986527829960817,2,75454,1886666,b2a_w4,55893,1984970,2.0986527829960817,2,75454,1886666,b2a_w4,55893,1984970,2.0986527829960817,officially_measured_after_fallback,True,0,0,0,0,success
case_070,4,117300,b2a_w4,50978,2083274,2.3009925850366826,3,55893,1984970,b2a_w4,50978,2083274,2.3009925850366826,3,55893,1984970,b2a_w4,50978,2083274,2.3009925850366826,officially_measured_after_fallback,True,0,0,0,0,success
case_070,5,117300,b1,46898,954568,2.5011727579001235,4,50978,2083274,b1,46898,954568,2.5011727579001235,4,50978,2083274,b1,46898,954568,2.5011727579001235,officially_measured_after_fallback,True,0,0,0,0,success
case_071,1,18919,single_core_baseline,18919,0,1.0,,,,single_core_baseline,18919,0,1.0,,,,single_core_baseline,18919,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_071,2,18919,b2a_w4,16356,321038,1.1567009048667156,,,,b2a_w4,16356,321038,1.1567009048667156,,,,b2a_w4,16356,321038,1.1567009048667156,officially_measured_original,True,0,0,0,0,not_applicable
case_071,3,18919,b2a_w4,14761,354068,1.2816882325045729,2,16356,321038,b2a_w4,14761,354068,1.2816882325045729,2,16356,321038,b2a_w4,14761,354068,1.2816882325045729,officially_measured_after_fallback,True,0,0,0,0,success
case_071,4,18919,b2a_w4,14363,354072,1.3172039267562488,3,14761,354068,b2a_w4,14363,354072,1.3172039267562488,3,14761,354068,b2a_w4,14363,354072,1.3172039267562488,officially_measured_after_fallback,True,0,0,0,0,success
case_071,5,18919,b2a_w4,15116,354076,1.251587721619476,4,14363,354072,inherit_k4,14363,354072,1.3172039267562488,4,14363,354072,inherit_k4,14363,354072,1.3172039267562488,officially_measured_after_fallback,True,753,-4,0,0,success
case_072,1,23897828,single_core_baseline,23897828,108613680,1.0,,,,single_core_baseline,23897828,108613680,1.0,,,,single_core_baseline,23897828,108613680,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_072,2,23897828,b2a_w4,15845126,261688546,1.5082131880806755,,,,b2a_w4,15845126,261688546,1.5082131880806755,,,,b2a_w4,15845126,261688546,1.5082131880806755,officially_measured_original,True,0,0,0,0,not_applicable
case_072,3,23897828,b2a_w4,11493060,233614562,2.0793268285382656,2,15845126,261688546,b2a_w4,11493060,233614562,2.0793268285382656,2,15845126,261688546,b2a_w4,11493060,233614562,2.0793268285382656,officially_measured_after_fallback,True,0,0,0,0,success
case_072,4,23897828,b2a_w4,7571188,232385762,3.1564171963501635,3,11493060,233614562,b2a_w4,7571188,232385762,3.1564171963501635,3,11493060,233614562,b2a_w4,7571188,232385762,3.1564171963501635,officially_measured_after_fallback,True,0,0,0,0,success
case_072,5,23897828,b2a_w4,7359577,232385762,3.2471741242737187,4,7571188,232385762,b2a_w4,7359577,232385762,3.2471741242737187,4,7571188,232385762,b2a_w4,7359577,232385762,3.2471741242737187,officially_measured_after_fallback,True,0,0,0,0,success
case_073,1,10081626,single_core_baseline,10081626,141570432,1.0,,,,single_core_baseline,10081626,141570432,1.0,,,,single_core_baseline,10081626,141570432,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_073,2,10081626,b2a_w4,5287173,137754240,1.9068084210597989,,,,b2a_w4,5287173,137754240,1.9068084210597989,,,,b2a_w4,5287173,137754240,1.9068084210597989,officially_measured_original,True,0,0,0,0,not_applicable
case_073,3,10081626,b2a_w4,4360653,137655680,2.3119532785571337,2,5287173,137754240,b2a_w4,4360653,137655680,2.3119532785571337,2,5287173,137754240,b2a_w4,4360653,137655680,2.3119532785571337,officially_measured_after_fallback,True,0,0,0,0,success
case_073,4,10081626,b2a_w16,3484122,111917696,2.8935915562084222,3,4360653,137655680,b2a_w16,3484122,111917696,2.8935915562084222,3,4360653,137655680,b2a_w16,3484122,111917696,2.8935915562084222,officially_measured_after_fallback,True,0,0,0,0,success
case_073,5,10081626,b2a_w16,3143181,114050432,3.2074595767790655,4,3484122,111917696,b2a_w16,3143181,114050432,3.2074595767790655,4,3484122,111917696,b2a_w16,3143181,114050432,3.2074595767790655,officially_measured_after_fallback,True,0,0,0,0,success
case_074,1,1682239,single_core_baseline,1682239,6070280,1.0,,,,single_core_baseline,1682239,6070280,1.0,,,,single_core_baseline,1682239,6070280,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_074,2,1682239,b2a_w4,1056450,18104624,1.5923507974821336,,,,b2a_w4,1056450,18104624,1.5923507974821336,,,,b2a_w4,1056450,18104624,1.5923507974821336,officially_measured_original,True,0,0,0,0,not_applicable
case_074,3,1682239,b2a_w4,693574,14942512,2.4254643340148276,2,1056450,18104624,b2a_w4,693574,14942512,2.4254643340148276,2,1056450,18104624,b2a_w4,693574,14942512,2.4254643340148276,officially_measured_after_fallback,True,0,0,0,0,success
case_074,4,1682239,b2a_w4,568390,14958896,2.9596562219602736,3,693574,14942512,b2a_w4,568390,14958896,2.9596562219602736,3,693574,14942512,b2a_w4,568390,14958896,2.9596562219602736,officially_measured_after_fallback,True,0,0,0,0,success
case_074,5,1682239,b2a_w4,491359,14975280,3.423645440502769,4,568390,14958896,b2a_w4,491359,14975280,3.423645440502769,4,568390,14958896,b2a_w4,491359,14975280,3.423645440502769,officially_measured_after_fallback,True,0,0,0,0,success
case_075,1,1441809,single_core_baseline,1441809,0,1.0,,,,single_core_baseline,1441809,0,1.0,,,,single_core_baseline,1441809,0,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_075,2,1441809,b2a_w16,1011157,3980862,1.4259002311213789,,,,b2a_w16,1011157,3980862,1.4259002311213789,,,,b2a_w16,1011157,3980862,1.4259002311213789,officially_measured_original,True,0,0,0,0,not_applicable
case_075,3,1441809,b2a_w16,952515,4172632,1.5136863986393916,2,1011157,3980862,b2a_w16,952515,4172632,1.5136863986393916,2,1011157,3980862,b2a_w16,952515,4172632,1.5136863986393916,officially_measured_after_fallback,True,0,0,0,0,success
case_075,4,1441809,b2a_w16,818188,4172888,1.7621976856174864,3,952515,4172632,b2a_w16,818188,4172888,1.7621976856174864,3,952515,4172632,b2a_w16,818188,4172888,1.7621976856174864,officially_measured_after_fallback,True,0,0,0,0,success
case_075,5,1441809,b2a_w16,773824,4173144,1.8632260048796625,4,818188,4172888,b2a_w16,773824,4173144,1.8632260048796625,4,818188,4172888,b2a_w16,773824,4173144,1.8632260048796625,officially_measured_after_fallback,True,0,0,0,0,success
case_076,1,6185113,single_core_baseline,6185113,28280832,1.0,,,,single_core_baseline,6185113,28280832,1.0,,,,single_core_baseline,6185113,28280832,1.0,officially_measured_original,True,0,0,0,0,not_applicable
case_076,2,6185113,b1,4643593,47734784,1.3319670780794097,,,,b1,4643593,47734784,1.3319670780794097,,,,b1,4643593,47734784,1.3319670780794097,officially_measured_original,True,0,0,0,0,not_applicable
case_076,3,6185113,b1,3515382,49615880,1.7594426437866497,2,4643593,47734784,b1,3515382,49615880,1.7594426437866497,2,4643593,47734784,b1,3515382,49615880,1.7594426437866497,officially_measured_after_fallback,True,0,0,0,0,success
