case,cores,status,winner,t_i_1,t_i_k,speedup_t1_over_tk,added_copy_bytes,unique_plans,official_evaluations,cache_hits,failed_candidates,run_disposition,actual_wall_time_seconds,cold_cache_estimated_wall_time_seconds,peak_worker_rss_bytes
case_056,2,success,b2a_w16,277285,210518,1.3171557776532172,2913858,6,6,0,,adopted_locked_development_manifest,13.184600800000226,13.184600800000226,
case_056,3,success,b2a_w16,277285,182132,1.5224397689587772,3059426,6,6,0,,adopted_locked_development_manifest,12.89386790000026,12.89386790000026,
case_056,4,success,b2a_w16,277285,164272,1.6879626473166456,3187008,6,6,0,,adopted_locked_development_manifest,12.973250100000314,12.973250100000314,
case_056,5,success,b2a_w16,277285,160648,1.726040784821473,3267474,6,6,0,,adopted_locked_development_manifest,12.99701849999974,12.99701849999974,
case_057,2,success,b2a_w4,59726,35529,1.6810492836837514,1124990,6,6,0,,executed,2.0064615085721016,2.0064615085721016,
case_057,3,success,b2a_w4,59726,28308,2.1098629362724317,1137280,6,6,0,,executed,2.1086554266512394,2.1086554266512394,
case_057,4,success,b2a_w4,59726,26544,2.250075346594334,1153668,6,6,0,,executed,2.2166898231953382,2.2166898231953382,
case_057,5,success,b2a_w4,59726,26476,2.255854358664451,1165960,6,6,0,,executed,2.331721246242523,2.331721246242523,
case_058,2,success,b2a_w4,4539717,3875932,1.1712581644879219,122425344,5,5,0,,executed,536.4779957719147,536.4779957719147,512835584
case_058,3,success,b0,4539717,1529236,2.968617662676003,34037760,5,5,0,,executed,463.8241487443447,463.8241487443447,554876928
case_058,4,success,b2a_w4,4539717,2527859,1.795874295203965,119070720,5,5,0,,executed,441.8213823568076,441.8213823568076,502878208
case_058,5,success,b0,4539717,972688,4.667187217278305,39665664,5,5,0,,executed,422.52727908827364,422.52727908827364,441987072
case_059,2,success,b0,829473,370884,2.2364755556993563,5046272,6,6,0,,executed,12.344184756278992,12.344184756278992,
case_059,3,success,b2a_w4,829473,389072,2.131926738495703,12582912,6,6,0,,executed,12.091148015111685,12.091148015111685,
case_059,4,success,b0,829473,187820,4.416318815887552,5406720,6,6,0,,executed,12.11671544611454,12.11671544611454,
case_059,5,success,b2a_w4,829473,267515,3.1006597760873222,12582912,6,6,0,,executed,13.287423202767968,13.287423202767968,
case_060,2,success,b1,888789,552794,1.6078123134476858,5445690,6,6,0,,executed,40.62182375229895,40.62182375229895,182530048
case_060,3,success,b1,888789,427246,2.080274595900254,6721662,6,6,0,,executed,40.39625180140138,40.39625180140138,229240832
case_060,4,success,b1,888789,388078,2.2902328913259704,7163986,6,6,0,,executed,40.470895156264305,40.470895156264305,212656128
case_060,5,success,b1,888789,331141,2.6840197982128458,8007770,6,6,0,,executed,39.878132501617074,39.878132501617074,239677440
case_061,2,success,b1,77191,55008,1.4032686154741127,221910,6,6,0,,executed,3.231508431956172,3.231508431956172,
case_061,3,success,b2a_w4,77191,42307,1.8245444016356631,1338952,6,6,0,,executed,3.3201296366751194,3.3201296366751194,
case_061,4,success,b2a_w4,77191,41145,1.8760724267833273,1338952,6,6,0,,executed,3.539028562605381,3.539028562605381,
case_061,5,success,b2a_w4,77191,40974,1.883901986625665,1338952,6,6,0,,executed,3.6796336695551872,3.6796336695551872,
case_062,2,success,b2a_w4,2854809,1640007,1.7407297651778315,50250240,6,6,0,,executed,515.4748619794846,515.4748619794846,676569088
case_062,3,success,b1,2854809,1192564,2.3938413368171436,247296,6,6,0,,executed,386.11093209683895,386.11093209683895,572088320
case_062,4,success,b1,2854809,895100,3.1893743715785945,431616,6,6,0,,executed,430.5427349861711,430.5427349861711,724307968
case_062,5,success,b1,2854809,718658,3.9724166432433785,529920,6,6,0,,executed,413.6351889241487,413.6351889241487,723681280
case_063,2,success,b2a_w4,1070397,617043,1.7347202707104692,18823680,6,6,0,,executed,65.70367707312107,65.70367707312107,277950464
case_063,3,success,b1,1070397,448490,2.3866685990769025,287232,6,6,0,,executed,64.24991810508072,64.24991810508072,301854720
case_063,4,success,b1,1070397,338258,3.1644395697958365,370176,6,6,0,,executed,62.09447196498513,62.09447196498513,304328704
case_063,5,success,b1,1070397,271928,3.936325056632638,364032,6,6,0,,executed,60.19738554768264,60.19738554768264,344285184
case_064,2,success,b2a_w4,19116,17926,1.0663840232065156,57174,6,6,0,,adopted_locked_development_manifest,0.6644447000003311,0.6644447000003311,
case_064,3,success,b2a_w4,19116,16935,1.128786536758193,57242,6,6,0,,adopted_locked_development_manifest,0.6577621000001272,0.6577621000001272,
case_064,4,success,b2a_w8,19116,16072,1.1893977103036337,121864,6,6,0,,adopted_locked_development_manifest,0.6858534000002692,0.6858534000002692,
case_064,5,success,b2a_w8,19116,16081,1.1887320440271127,121928,6,6,0,,adopted_locked_development_manifest,0.7029169000002184,0.7029169000002184,
case_065,2,success,b2a_w4,53068,33464,1.5858235715993305,855724,6,6,0,,executed,1.7221304532140493,1.7221304532140493,
case_065,3,success,b1,53068,24538,2.162686445513082,300856,6,6,0,,executed,1.8547305148094893,1.8547305148094893,
case_065,4,success,b2a_w4,53068,23966,2.2143035967620794,890544,6,6,0,,executed,2.010298155248165,2.010298155248165,
case_065,5,success,b2a_w4,53068,22977,2.309613961787875,916148,6,6,0,,executed,2.1082013193517923,2.1082013193517923,
case_066,2,success,b2a_w8,359070,196267,1.82949757218483,2021184,6,6,0,,executed,23.425029704347253,23.425029704347253,180400128
case_066,3,success,b2a_w8,359070,144846,2.478977672838739,2295066,6,6,0,,executed,23.44349891319871,23.44349891319871,184401920
case_066,4,success,b2a_w8,359070,128719,2.7895648661036834,2372426,6,6,0,,executed,23.376283943653107,23.376283943653107,199000064
case_066,5,success,b2a_w8,359070,115064,3.120611138149204,2445690,6,6,0,,executed,23.656602554023266,23.656602554023266,223272960
case_067,2,success,b2a_w8,63834834,32108755,1.9880818798486581,219499648,6,6,0,,executed,71.7212531901896,71.7212531901896,255315968
case_067,3,success,b2a_w8,63834834,21639488,2.949923491720322,220745600,6,6,0,,executed,68.33594676293433,68.33594676293433,299900928
case_067,4,success,b2a_w8,63834834,16587795,3.8483013565094093,221991552,6,6,0,,executed,68.94725032523274,68.94725032523274,252039168
case_067,5,success,b2a_w16,63834834,13419797,4.756765992808982,221533568,6,6,0,,executed,66.99963403493166,66.99963403493166,276078592
case_068,2,success,b2a_w16,362095,228701,1.583268109890206,3252326,6,6,0,,executed,19.758984873071313,19.758984873071313,211894272
case_068,3,success,b2a_w16,362095,187358,1.9326369837423543,3255914,6,6,0,,executed,19.406530672684312,19.406530672684312,189558784
case_068,4,success,b2a_w16,362095,171172,2.115386862337298,3259502,6,6,0,,executed,19.34497662074864,19.34497662074864,218406912
case_068,5,success,b2a_w16,362095,170197,2.127505185167776,3266674,6,6,0,,executed,19.91153110563755,19.91153110563755,209260544
case_069,2,success,b2a_w4,25144,21908,1.1477085995983203,456078,6,6,0,,executed,2.133483985438943,2.133483985438943,
case_069,3,success,b2a_w4,25144,18665,1.3471202785963032,503702,6,6,0,,executed,2.2145368568599224,2.2145368568599224,
case_069,4,success,b2a_w4,25144,18008,1.396268325188805,503706,6,6,0,,executed,2.2845872938632965,2.2845872938632965,
case_069,5,success,b2a_w4,25144,18204,1.3812348934300154,503710,6,6,0,,executed,2.454205960035324,2.454205960035324,
case_070,2,success,b2a_w4,117300,75454,1.554589551249768,1886666,6,6,0,,executed,3.207993868738413,3.207993868738413,
case_070,3,success,b2a_w4,117300,55893,2.0986527829960817,1984970,6,6,0,,executed,3.3078784346580505,3.3078784346580505,
case_070,4,success,b2a_w4,117300,50978,2.3009925850366826,2083274,6,6,0,,executed,3.533603982999921,3.533603982999921,
case_070,5,success,b1,117300,46898,2.5011727579001235,954568,6,6,0,,executed,3.6654113195836544,3.6654113195836544,
case_071,2,success,b2a_w4,18919,16356,1.1567009048667156,321038,6,6,0,,executed,1.4483006931841373,1.4483006931841373,
case_071,3,success,b2a_w4,18919,14761,1.2816882325045729,354068,6,6,0,,executed,1.5098866820335388,1.5098866820335388,
case_071,4,success,b2a_w4,18919,14363,1.3172039267562488,354072,6,6,0,,executed,1.6092824544757605,1.6092824544757605,
case_071,5,success,b2a_w4,18919,15116,1.251587721619476,354076,6,6,0,,executed,1.6788074411451817,1.6788074411451817,
case_072,2,success,b2a_w4,23897828,15845126,1.5082131880806755,261688546,6,6,0,,executed,1532.5172156654298,1532.5172156654298,783241216
case_072,3,success,b2a_w4,23897828,11493060,2.0793268285382656,233614562,6,6,0,,executed,1409.496247569099,1409.496247569099,748580864
case_072,4,success,b2a_w4,23897828,7571188,3.1564171963501635,232385762,6,6,0,,executed,1408.635177647695,1408.635177647695,758067200
case_072,5,success,b2a_w4,23897828,7359577,3.2471741242737187,232385762,6,6,0,,executed,1344.7835370916873,1344.7835370916873,736079872
case_073,2,success,b2a_w4,10081626,5287173,1.9068084210597989,137754240,6,6,0,,executed,23.778637619689107,23.778637619689107,217923584
case_073,3,success,b2a_w4,10081626,4360653,2.3119532785571337,137655680,6,6,0,,executed,21.955952050164342,21.955952050164342,208183296
case_073,4,success,b2a_w16,10081626,3484122,2.8935915562084222,111917696,6,6,0,,executed,23.08601776137948,23.08601776137948,192245760
case_073,5,success,b2a_w16,10081626,3143181,3.2074595767790655,114050432,6,6,0,,executed,22.75480348430574,22.75480348430574,173678592
case_074,2,success,b2a_w4,1682239,1056450,1.5923507974821336,18104624,6,6,0,,adopted_locked_development_manifest,8.11265000000003,8.11265000000003,
case_074,3,success,b2a_w4,1682239,693574,2.4254643340148276,14942512,6,6,0,,adopted_locked_development_manifest,7.378498000000036,7.378498000000036,
case_074,4,success,b2a_w4,1682239,568390,2.9596562219602736,14958896,6,6,0,,adopted_locked_development_manifest,7.866215099999863,7.866215099999863,
case_074,5,success,b2a_w4,1682239,491359,3.423645440502769,14975280,6,6,0,,adopted_locked_development_manifest,7.6771748999999545,7.6771748999999545,
case_075,2,success,b2a_w16,1441809,1011157,1.4259002311213789,3980862,6,6,0,,executed,31.563006334006786,31.563006334006786,223920128
case_075,3,success,b2a_w16,1441809,952515,1.5136863986393916,4172632,6,6,0,,executed,31.248547591269016,31.248547591269016,206913536
case_075,4,success,b2a_w16,1441809,818188,1.7621976856174864,4172888,6,6,0,,executed,30.975215572863817,30.975215572863817,209805312
case_075,5,success,b2a_w16,1441809,773824,1.8632260048796625,4173144,6,6,0,,executed,30.916494945064187,30.916494945064187,183861248
case_076,2,success,b1,6185113,4643593,1.3319670780794097,47734784,6,6,0,,executed,2263.7647895310074,2263.7647895310074,975994880
case_076,3,success,b1,6185113,3515382,1.7594426437866497,49615880,6,6,0,,executed,1923.9841106161475,1923.9841106161475,972521472
case_076,4,success,b1,6185113,3048404,2.028967617153107,52178944,6,6,0,,executed,1807.0481267850846,1807.0481267850846,1021825024
case_076,5,success,b1,6185113,2141370,2.888390609749833,54043652,6,6,0,,executed,1448.6061372943223,1448.6061372943223,1116459008
case_077,2,success,b2a_w4,495320,302526,1.6372807626451942,3259766,6,6,0,,executed,16.593169037252665,16.593169037252665,
case_077,3,success,b2a_w8,495320,244792,2.023432138305173,4638158,6,6,0,,executed,16.263145243749022,16.263145243749022,
case_077,4,success,b2a_w8,495320,188985,2.6209487525464983,4667094,6,6,0,,executed,16.323480682447553,16.323480682447553,
case_077,5,success,b2a_w8,495320,166614,2.9728594235778507,4697690,6,6,0,,executed,16.940882548689842,16.940882548689842,
case_078,2,success,b0,2296143,1080972,2.1241466013920807,15039360,5,5,0,,executed,1.8349773976951838,1.8349773976951838,
case_078,3,success,b1,2296143,765122,3.0010155243216117,14693376,6,6,0,,executed,2.3800874277949333,2.3800874277949333,
case_078,4,success,b1,2296143,632100,3.632562885619364,15432576,6,6,0,,executed,2.3254181686788797,2.3254181686788797,
case_078,5,success,b2a_w4,2296143,561557,4.088886791545649,15580032,6,6,0,,executed,2.4886812157928944,2.4886812157928944,
case_079,2,success,b0,31052251,15450384,2.0098044812349,34050048,5,5,0,,executed,649.7209221813828,649.7209221813828,588103680
case_079,3,success,b0,31052251,10180207,3.050257327773394,35033088,5,5,0,,executed,492.22614935971797,492.22614935971797,603721728
case_079,4,success,b0,31052251,7723180,4.020656128693103,35672064,5,5,0,,executed,569.5477827377617,569.5477827377617,613879808
case_079,5,success,b1,31052251,9147564,3.394592374538183,143568896,5,5,0,,executed,502.1767772436142,502.1767772436142,607428608
case_080,2,success,b2a_w4,292138,222646,1.3121187894684836,6930432,5,5,0,,executed,3.452038509771228,3.452038509771228,
case_080,3,success,b0,292138,119704,2.4405032413286105,4263936,5,5,0,,executed,3.545447552576661,3.545447552576661,
case_080,4,success,b2a_w4,292138,157534,1.854444119999492,6930432,5,5,0,,executed,3.537245536223054,3.537245536223054,
case_080,5,success,b1,292138,137953,2.1176632621255065,5681152,5,5,0,,executed,3.9885217864066362,3.9885217864066362,
case_081,2,success,b1,151795,96614,1.571149108824808,811530,6,6,0,,executed,18.109793916344643,18.109793916344643,253861888
case_081,3,success,b1,151795,66182,2.2935994681333294,807488,6,6,0,,executed,18.658339478075504,18.658339478075504,243621888
case_081,4,success,b1,151795,52379,2.8980125622864126,944662,6,6,0,,executed,17.746363079175353,17.746363079175353,261459968
case_081,5,success,b1,151795,53692,2.8271437085599342,1000040,6,6,0,,executed,19.291092224419117,19.291092224419117,244670464
case_082,2,success,b2a_w16,721041,457211,1.5770421096605287,3894114,6,6,0,,executed,12.319055657833815,12.319055657833815,
case_082,3,success,b2a_w16,721041,375126,1.922130164264807,4377220,6,6,0,,executed,12.515310514718294,12.515310514718294,
case_082,4,success,b2a_w16,721041,294915,2.444911245613143,4443548,6,6,0,,executed,12.219828585162759,12.219828585162759,
case_082,5,success,b2a_w16,721041,264804,2.722923369737617,4552362,6,6,0,,executed,12.662300318479538,12.662300318479538,
case_083,2,success,b2a_w4,1057993,472408,2.2395746896750266,4187936,6,6,0,,executed,13.18409095145762,13.18409095145762,
case_083,3,success,b2a_w8,1057993,341275,3.100118672624716,7032800,6,6,0,,executed,13.881115403026342,13.881115403026342,
case_083,4,success,b2a_w8,1057993,287302,3.6825117820272744,8893600,6,6,0,,executed,13.296718277037144,13.296718277037144,
case_083,5,success,b2a_w8,1057993,277053,3.8187386528931286,10754400,6,6,0,,executed,14.125299898907542,14.125299898907542,
case_084,2,success,b2a_w4,2507412,1257025,1.9947192776595533,29776896,5,5,0,,executed,108.39712741971016,108.39712741971016,416387072
case_084,3,success,b0,2507412,836541,2.9973569735374594,82944,5,5,0,,executed,90.76312747597694,90.76312747597694,362110976
case_084,4,success,b0,2507412,630754,3.9752613538717156,101376,5,5,0,,executed,100.22520794905722,100.22520794905722,464199680
case_084,5,success,b1,2507412,505173,4.963471919520639,92160,5,5,0,,executed,95.96345053426921,95.96345053426921,454045696
case_085,2,success,b2a_w16,3187899,2379485,1.3397432637734636,9492140,6,6,0,,executed,206.00879764929414,206.00879764929414,400662528
case_085,3,success,b2a_w16,3187899,2140299,1.4894643225082103,10641880,6,6,0,,executed,199.4491633642465,199.4491633642465,382427136
case_085,4,success,b2a_w16,3187899,2011650,1.5847185146521512,11791620,6,6,0,,executed,194.32994555868208,194.32994555868208,405102592
case_085,5,success,b2a_w16,3187899,1881266,1.6945498403734507,12096030,6,6,0,,executed,185.8226277306676,185.8226277306676,401448960
case_086,2,success,b2a_w16,118403,91416,1.2952109039992998,2978098,6,6,0,,executed,18.244974808767438,18.244974808767438,
case_086,3,success,b2a_w16,118403,83924,1.4108359944711881,3269108,6,6,0,,executed,17.835513208061457,17.835513208061457,
case_086,4,success,b2a_w8,118403,75245,1.573566349923583,2084406,6,6,0,,executed,17.919096997007728,17.919096997007728,
case_086,5,success,b2a_w16,118403,75300,1.5724169986719787,3458802,6,6,0,,executed,18.092730993404984,18.092730993404984,214392832
case_087,2,success,b2a_w4,3974071,2242785,1.7719357851956385,28326240,6,6,0,,adopted_locked_development_manifest,189.65922170000022,189.65922170000022,
case_087,3,success,b2a_w4,3974071,1591733,2.496694483308444,28326240,6,6,0,,adopted_locked_development_manifest,181.03534760000002,181.03534760000002,
case_087,4,success,b2a_w8,3974071,1387347,2.864511185737959,35818216,6,6,0,,adopted_locked_development_manifest,173.0281587999998,173.0281587999998,
case_087,5,success,b2a_w8,3974071,1221168,3.2543196349724197,37435656,6,6,0,,adopted_locked_development_manifest,168.76150320000033,168.76150320000033,
case_088,2,success,b2a_w16,243623,158945,1.5327503224385794,2658980,6,6,0,,executed,8.774294504895806,8.774294504895806,
case_088,3,success,b2a_w16,243623,123889,1.966461913487073,2809516,6,6,0,,executed,8.946328360587358,8.946328360587358,
case_088,4,success,b2a_w16,243623,112669,2.1622895383823413,2964660,6,6,0,,executed,9.05728561989963,9.05728561989963,
case_088,5,success,b2a_w16,243623,107912,2.257608051004522,3010236,6,6,0,,executed,9.189320288598537,9.189320288598537,
case_089,2,success,b0,693092,348428,1.989197194255341,1671040,5,5,0,,executed,13.684916384518147,13.684916384518147,
case_089,3,success,b2a_w8,693092,239513,2.8937552450180157,2832000,6,6,0,,executed,16.073772413656116,16.073772413656116,
case_089,4,success,b0,693092,193916,3.5741867612780793,3711872,6,6,0,,executed,15.370584269985557,15.370584269985557,
case_089,5,success,b2a_w4,693092,168448,4.114575417933131,3029120,5,5,0,,executed,14.231902847066522,14.231902847066522,
case_090,2,success,b2a_w16,1178363,533220,2.20990022879862,7339008,6,6,0,,executed,3.9958731904625893,3.9958731904625893,
case_090,3,success,b2a_w16,1178363,432618,2.723795588717991,11635968,6,6,0,,executed,4.332610392943025,4.332610392943025,
case_090,4,success,b2a_w16,1178363,400988,2.938649036878909,15932928,6,6,0,,executed,4.303379261866212,4.303379261866212,
case_090,5,success,b2a_w16,1178363,472199,2.495479660058577,20229888,6,6,0,,executed,4.4851982817053795,4.4851982817053795,
case_091,2,success,b1,9186769,5650577,1.6258107800318444,38405256,6,6,0,,executed,1922.9459709506482,1922.9459709506482,930308096
case_091,3,success,b2a_w4,9186769,4742807,1.9369898458866237,145184784,6,6,0,,executed,1839.1563396044075,1839.1563396044075,949071872
case_091,4,success,b2a_w4,9186769,4138533,2.219812914382947,145184784,6,6,0,,executed,1548.7150994688272,1548.7150994688272,983719936
case_091,5,success,b1,9186769,3077910,2.9847425688210505,48851592,6,6,0,,executed,1281.3246763255447,1281.3246763255447,982769664
case_092,2,success,b2a_w4,4815554,2091382,2.3025702621520123,9549600,6,6,0,,executed,253.56457837857306,253.56457837857306,388980736
case_092,3,success,b2a_w8,4815554,1425631,3.377840408913667,15557600,6,6,0,,executed,246.50358170829713,246.50358170829713,389816320
case_092,4,success,b2a_w8,4815554,1116964,4.311288456924306,17418400,6,6,0,,executed,232.99054292961955,232.99054292961955,452927488
case_092,5,success,b2a_w8,4815554,897210,5.367254043089132,19279200,6,6,0,,executed,235.55971091985703,235.55971091985703,420061184
case_093,2,success,b0,74205,47547,1.560666288093886,114688,4,0,4,,adopted_locked_development_manifest,0.0894732,1.0955501000047003,
case_093,3,success,b1,74205,33714,2.2010144153764015,200704,4,0,4,,adopted_locked_development_manifest,0.08827890000000002,1.1333576999943713,
case_093,4,success,b1,74205,26594,2.790291043092427,286720,4,0,4,,adopted_locked_development_manifest,0.0928388,1.209584000000878,
case_093,5,success,b1,74205,23720,3.128372681281619,286720,4,0,4,,adopted_locked_development_manifest,0.09718480000000002,1.2021546000133503,
case_094,2,success,b1,94892,55265,1.7170360987967068,418824,6,6,0,,executed,1.534673685207963,1.534673685207963,
case_094,3,success,b2a_w4,94892,50213,1.889789496743871,1612308,6,6,0,,executed,1.6529824044555426,1.6529824044555426,
case_094,4,success,b1,94892,34140,2.7794961921499706,759080,6,6,0,,executed,1.7801877614110708,1.7801877614110708,
case_094,5,success,b1,94892,29604,3.2053776516686936,831012,6,6,0,,executed,1.9065768271684647,1.9065768271684647,
case_095,2,success,b0,2084853,1043006,1.9988887887509756,221184,5,5,0,,executed,21.827010422945023,21.827010422945023,255250432
case_095,3,success,b0,2084853,697770,2.987879960445419,221184,5,5,0,,executed,20.89490782096982,20.89490782096982,255983616
case_095,4,success,b1,2084853,527479,3.9524853122114814,221184,5,5,0,,executed,21.570909339934587,21.570909339934587,225964032
case_095,5,success,b1,2084853,424998,4.90555955557438,294912,5,5,0,,executed,22.71056534908712,22.71056534908712,235626496
case_096,2,success,b2a_w4,84194,48294,1.7433635648320702,1193744,6,6,0,,executed,2.6253682505339384,2.6253682505339384,
case_096,3,success,b2a_w4,84194,42878,1.9635710620831195,1267472,6,6,0,,executed,2.748381808400154,2.748381808400154,
case_096,4,success,b2a_w4,84194,41415,2.0329349269588315,1341200,6,6,0,,executed,2.911169234663248,2.911169234663248,
case_096,5,success,b2a_w4,84194,41212,2.0429486557313403,1414928,6,6,0,,executed,3.0209373477846384,3.0209373477846384,
case_097,2,success,b0,11491509,5156692,2.2284652641654765,11927552,6,6,0,,executed,63.15432591922581,63.15432591922581,254550016
case_097,3,success,b2a_w4,11491509,4316892,2.661986679305389,84934656,6,6,0,,executed,61.38839109428227,61.38839109428227,261545984
case_097,4,success,b0,11491509,2583836,4.447460674748707,14483456,6,6,0,,executed,55.73248174786568,55.73248174786568,289873920
case_097,5,success,b2a_w8,11491509,2917550,3.9387530633579546,91226112,6,6,0,,executed,58.21824206598103,58.21824206598103,284209152
case_098,2,success,b2a_w4,177430,94609,1.8754029743470495,2386102,6,6,0,,executed,3.0993061158806086,3.0993061158806086,
case_098,3,success,b2a_w4,177430,94026,1.8870312466764512,2386102,6,6,0,,executed,3.1717723086476326,3.1717723086476326,
case_098,4,success,b2a_w4,177430,95784,1.8523970600517832,2386102,6,6,0,,executed,3.297963647171855,3.297963647171855,
case_098,5,success,b2a_w4,177430,96893,1.8311952359819594,2386102,6,6,0,,executed,3.496280202642083,3.496280202642083,
case_099,2,success,b1,1622999,1599503,1.01468956294549,10176000,6,6,0,,executed,76.01789188943803,76.01789188943803,289091584
case_099,3,success,b2a_w4,1622999,789639,2.0553683392031044,16063104,6,6,0,,executed,51.6584546007216,51.6584546007216,263725056
case_099,4,success,b2a_w4,1622999,658914,2.4631423827692234,16128640,6,6,0,,executed,54.296992003917694,54.296992003917694,312102912
case_099,5,success,b2a_w4,1622999,551115,2.9449370820972027,16194176,6,6,0,,executed,53.592522986233234,53.592522986233234,301498368
case_100,2,success,b2a_w4,151223,88870,1.7016203443231688,2442608,6,6,0,,executed,3.7446921300143003,3.7446921300143003,
case_100,3,success,b2a_w4,151223,82961,1.822820361374622,2516336,6,6,0,,executed,3.8722659554332495,3.8722659554332495,
case_100,4,success,b2a_w4,151223,76975,1.9645729132835337,2590064,6,0,6,,executed,0.3419569041579962,4.220885404152796,
case_100,5,success,b2a_w4,151223,75870,1.9931857124027943,2663792,6,6,0,,executed,4.131482794880867,4.131482794880867,
