case,cores,makespan_cycles,added_copy_bytes,speedup_t1_over_tk,selected_plan,reported_value_kind,officially_measured
case_072,1,23897828,108613680,1.0,single_core_baseline,officially_measured_original,True
case_072,2,15845126,261688546,1.5082131880806755,b2a_w4,officially_measured_original,True
case_072,3,11493060,233614562,2.0793268285382656,b2a_w4,officially_measured_after_fallback,True
case_072,4,7571188,232385762,3.1564171963501635,b2a_w4,officially_measured_after_fallback,True
case_072,5,7359577,232385762,3.2471741242737187,b2a_w4,officially_measured_after_fallback,True
case_073,1,10081626,141570432,1.0,single_core_baseline,officially_measured_original,True
case_073,2,5287173,137754240,1.9068084210597989,b2a_w4,officially_measured_original,True
case_073,3,4360653,137655680,2.3119532785571337,b2a_w4,officially_measured_after_fallback,True
case_073,4,3484122,111917696,2.8935915562084222,b2a_w16,officially_measured_after_fallback,True
case_073,5,3143181,114050432,3.207459576779065,b2a_w16,officially_measured_after_fallback,True
case_074,1,1682239,6070280,1.0,single_core_baseline,officially_measured_original,True
case_074,2,1056450,18104624,1.5923507974821336,b2a_w4,officially_measured_original,True
case_074,3,693574,14942512,2.425464334014828,b2a_w4,officially_measured_after_fallback,True
case_074,4,568390,14958896,2.9596562219602736,b2a_w4,officially_measured_after_fallback,True
case_074,5,491359,14975280,3.423645440502769,b2a_w4,officially_measured_after_fallback,True
case_075,1,1441809,0,1.0,single_core_baseline,officially_measured_original,True
case_075,2,1011157,3980862,1.4259002311213789,b2a_w16,officially_measured_original,True
case_075,3,952515,4172632,1.5136863986393916,b2a_w16,officially_measured_after_fallback,True
case_075,4,818188,4172888,1.7621976856174864,b2a_w16,officially_measured_after_fallback,True
case_075,5,773824,4173144,1.8632260048796625,b2a_w16,officially_measured_after_fallback,True
case_076,1,6185113,28280832,1.0,single_core_baseline,officially_measured_original,True
case_076,2,4643593,47734784,1.3319670780794095,b1,officially_measured_original,True
case_076,3,3515382,49615880,1.7594426437866495,b1,officially_measured_after_fallback,True
case_076,4,3048404,52178944,2.028967617153107,b1,officially_measured_after_fallback,True
case_076,5,2141370,54043652,2.888390609749833,b1,officially_measured_after_fallback,True
case_077,1,495320,0,1.0,single_core_baseline,officially_measured_original,True
case_077,2,302526,3259766,1.6372807626451942,b2a_w4,officially_measured_original,True
case_077,3,244792,4638158,2.023432138305173,b2a_w8,officially_measured_after_fallback,True
case_077,4,188985,4667094,2.6209487525464983,b2a_w8,officially_measured_after_fallback,True
case_077,5,166614,4697690,2.9728594235778507,b2a_w8,officially_measured_after_fallback,True
case_078,1,2296143,12644568,1.0,single_core_baseline,officially_measured_original,True
case_078,2,1080972,15039360,2.1241466013920807,b0,officially_measured_original,True
case_078,3,765122,14693376,3.001015524321612,b1,officially_measured_after_fallback,True
case_078,4,632100,15432576,3.632562885619364,b1,officially_measured_after_fallback,True
case_078,5,561557,15580032,4.088886791545649,b2a_w4,officially_measured_after_fallback,True
case_079,1,31052251,32448512,1.0,single_core_baseline,officially_measured_original,True
case_079,2,15450384,34050048,2.0098044812349,b0,officially_measured_original,True
case_079,3,10180207,35033088,3.050257327773394,b0,officially_measured_after_fallback,True
case_079,4,7723180,35672064,4.020656128693103,b0,officially_measured_after_fallback,True
case_079,5,7723180,35672064,4.020656128693103,inherit_k4,officially_measured_after_fallback,True
case_080,1,292138,548864,1.0,single_core_baseline,officially_measured_original,True
case_080,2,222646,6930432,1.3121187894684836,b2a_w4,officially_measured_original,True
case_080,3,119704,4263936,2.4405032413286105,b0,officially_measured_after_fallback,True
case_080,4,119704,4263936,2.4405032413286105,inherit_k3,officially_measured_after_fallback,True
case_080,5,119704,4263936,2.4405032413286105,inherit_k3,officially_measured_after_fallback,True
case_081,1,151795,0,1.0,single_core_baseline,officially_measured_original,True
case_081,2,96614,811530,1.571149108824808,b1,officially_measured_original,True
case_081,3,66182,807488,2.2935994681333294,b1,officially_measured_after_fallback,True
case_081,4,52379,944662,2.898012562286413,b1,officially_measured_after_fallback,True
case_081,5,52379,944662,2.898012562286413,inherit_k4,officially_measured_after_fallback,True
case_082,1,721041,0,1.0,single_core_baseline,officially_measured_original,True
case_082,2,457211,3894114,1.5770421096605287,b2a_w16,officially_measured_original,True
case_082,3,375126,4377220,1.922130164264807,b2a_w16,officially_measured_after_fallback,True
case_082,4,294915,4443548,2.444911245613143,b2a_w16,officially_measured_after_fallback,True
case_082,5,264804,4552362,2.722923369737617,b2a_w16,officially_measured_after_fallback,True
case_083,1,1057993,13934688,1.0,single_core_baseline,officially_measured_original,True
case_083,2,472408,4187936,2.2395746896750266,b2a_w4,officially_measured_original,True
case_083,3,341275,7032800,3.100118672624716,b2a_w8,officially_measured_after_fallback,True
case_083,4,287302,8893600,3.6825117820272735,b2a_w8,officially_measured_after_fallback,True
case_083,5,277053,10754400,3.8187386528931286,b2a_w8,officially_measured_after_fallback,True
case_084,1,2507412,0,1.0,single_core_baseline,officially_measured_original,True
case_084,2,1257025,29776896,1.9947192776595533,b2a_w4,officially_measured_original,True
case_084,3,836541,82944,2.9973569735374594,b0,officially_measured_after_fallback,True
case_084,4,630754,101376,3.975261353871716,b0,officially_measured_after_fallback,True
case_084,5,505173,92160,4.963471919520639,b1,officially_measured_after_fallback,True
case_085,1,3187899,0,1.0,single_core_baseline,officially_measured_original,True
case_085,2,2379485,9492140,1.3397432637734636,b2a_w16,officially_measured_original,True
case_085,3,2140299,10641880,1.4894643225082105,b2a_w16,officially_measured_after_fallback,True
case_085,4,2011650,11791620,1.5847185146521512,b2a_w16,officially_measured_after_fallback,True
case_085,5,1881266,12096030,1.694549840373451,b2a_w16,officially_measured_after_fallback,True
case_086,1,118403,0,1.0,single_core_baseline,officially_measured_original,True
case_086,2,91416,2978098,1.2952109039992998,b2a_w16,officially_measured_original,True
case_086,3,83924,3269108,1.410835994471188,b2a_w16,officially_measured_after_fallback,True
case_086,4,75245,2084406,1.573566349923583,b2a_w8,officially_measured_after_fallback,True
case_086,5,75245,2084406,1.573566349923583,inherit_k4,officially_measured_after_fallback,True
case_087,1,3974071,7902720,1.0,single_core_baseline,officially_measured_original,True
case_087,2,2242785,28326240,1.7719357851956383,b2a_w4,officially_measured_original,True
case_087,3,1591733,28326240,2.496694483308444,b2a_w4,officially_measured_after_fallback,True
case_087,4,1387347,35818216,2.864511185737959,b2a_w8,officially_measured_after_fallback,True
case_087,5,1221168,37435656,3.25431963497242,b2a_w8,officially_measured_after_fallback,True
case_088,1,243623,0,1.0,single_core_baseline,officially_measured_original,True
case_088,2,158945,2658980,1.5327503224385794,b2a_w16,officially_measured_original,True
case_088,3,123889,2809516,1.966461913487073,b2a_w16,officially_measured_after_fallback,True
case_088,4,112669,2964660,2.1622895383823413,b2a_w16,officially_measured_after_fallback,True
case_088,5,107912,3010236,2.257608051004522,b2a_w16,officially_measured_after_fallback,True
case_089,1,693092,0,1.0,single_core_baseline,officially_measured_original,True
case_089,2,348428,1671040,1.989197194255341,b0,officially_measured_original,True
case_089,3,239513,2832000,2.893755245018016,b2a_w8,officially_measured_after_fallback,True
case_089,4,193916,3711872,3.5741867612780798,b0,officially_measured_after_fallback,True
case_089,5,168448,3029120,4.114575417933131,b2a_w4,officially_measured_after_fallback,True
case_090,1,1178363,21233592,1.0,single_core_baseline,officially_measured_original,True
case_090,2,533220,7339008,2.20990022879862,b2a_w16,officially_measured_original,True
case_090,3,432618,11635968,2.723795588717991,b2a_w16,officially_measured_after_fallback,True
case_090,4,400988,15932928,2.938649036878909,b2a_w16,officially_measured_after_fallback,True
case_090,5,400988,15932928,2.938649036878909,inherit_k4,officially_measured_after_fallback,True
case_091,1,9186769,53947008,1.0,single_core_baseline,officially_measured_original,True
case_091,2,5650577,38405256,1.6258107800318444,b1,officially_measured_original,True
case_091,3,4742807,145184784,1.936989845886624,b2a_w4,officially_measured_after_fallback,True
case_091,4,4138533,145184784,2.219812914382947,b2a_w4,officially_measured_after_fallback,True
case_091,5,3077910,48851592,2.9847425688210505,b1,officially_measured_after_fallback,True
case_092,1,4815554,66000096,1.0,single_core_baseline,officially_measured_original,True
case_092,2,2091382,9549600,2.3025702621520123,b2a_w4,officially_measured_original,True
case_092,3,1425631,15557600,3.377840408913667,b2a_w8,officially_measured_after_fallback,True
case_092,4,1116964,17418400,4.311288456924306,b2a_w8,officially_measured_after_fallback,True
case_092,5,897210,19279200,5.367254043089132,b2a_w8,officially_measured_after_fallback,True
case_093,1,74205,0,1.0,single_core_baseline,officially_measured_original,True
case_093,2,47547,114688,1.560666288093886,b0,officially_measured_original,True
case_093,3,33714,200704,2.201014415376401,b1,officially_measured_after_fallback,True
case_093,4,26594,286720,2.790291043092427,b1,officially_measured_after_fallback,True
case_093,5,23720,286720,3.128372681281619,b1,officially_measured_after_fallback,True
case_094,1,94892,0,1.0,single_core_baseline,officially_measured_original,True
case_094,2,55265,418824,1.7170360987967068,b1,officially_measured_original,True
case_094,3,50213,1612308,1.889789496743871,b2a_w4,officially_measured_after_fallback,True
case_094,4,34140,759080,2.7794961921499706,b1,officially_measured_after_fallback,True
case_094,5,29604,831012,3.2053776516686936,b1,officially_measured_after_fallback,True
case_095,1,2084853,0,1.0,single_core_baseline,officially_measured_original,True
case_095,2,1043006,221184,1.998888788750976,b0,officially_measured_original,True
case_095,3,697770,221184,2.987879960445419,b0,officially_measured_after_fallback,True
case_095,4,527479,221184,3.952485312211482,b1,officially_measured_after_fallback,True
case_095,5,424998,294912,4.90555955557438,b1,officially_measured_after_fallback,True
case_096,1,84194,0,1.0,single_core_baseline,officially_measured_original,True
case_096,2,48294,1193744,1.7433635648320702,b2a_w4,officially_measured_original,True
case_096,3,42878,1267472,1.9635710620831195,b2a_w4,officially_measured_after_fallback,True
case_096,4,41415,1341200,2.0329349269588315,b2a_w4,officially_measured_after_fallback,True
case_096,5,41212,1414928,2.0429486557313403,b2a_w4,officially_measured_after_fallback,True
case_097,1,11491509,10584064,1.0,single_core_baseline,officially_measured_original,True
case_097,2,5156692,11927552,2.2284652641654765,b0,officially_measured_original,True
case_097,3,4316892,84934656,2.661986679305389,b2a_w4,officially_measured_after_fallback,True
case_097,4,2583836,14483456,4.447460674748707,b0,officially_measured_after_fallback,True
case_097,5,2583836,14483456,4.447460674748707,inherit_k4,officially_measured_after_fallback,True
case_098,1,177430,0,1.0,single_core_baseline,officially_measured_original,True
case_098,2,94609,2386102,1.8754029743470493,b2a_w4,officially_measured_original,True
case_098,3,94026,2386102,1.8870312466764512,b2a_w4,officially_measured_after_fallback,True
case_098,4,94026,2386102,1.8870312466764512,inherit_k3,officially_measured_after_fallback,True
case_098,5,94026,2386102,1.8870312466764512,inherit_k3,officially_measured_after_fallback,True
case_099,1,1622999,5484544,1.0,single_core_baseline,officially_measured_original,True
case_099,2,1599503,10176000,1.01468956294549,b1,officially_measured_original,True
case_099,3,789639,16063104,2.0553683392031044,b2a_w4,officially_measured_after_fallback,True
case_099,4,658914,16128640,2.463142382769224,b2a_w4,officially_measured_after_fallback,True
case_099,5,551115,16194176,2.9449370820972027,b2a_w4,officially_measured_after_fallback,True
case_100,1,151223,0,1.0,single_core_baseline,officially_measured_original,True
case_100,2,88870,2442608,1.7016203443231688,b2a_w4,officially_measured_original,True
case_100,3,82961,2516336,1.822820361374622,b2a_w4,officially_measured_after_fallback,True
case_100,4,76975,2590064,1.9645729132835337,b2a_w4,officially_measured_after_fallback,True
case_100,5,75870,2663792,1.9931857124027943,b2a_w4,officially_measured_after_fallback,True
