case,cores,plan_sha256,graph_sha256,no_l2_source,same_core_speedup,no_l2_makespan,no_l2_added_copy_bytes,no_l2_scheduled_copy_bytes,no_l2_spill_added_copy_bytes,no_l2_partition_added_copy_bytes,no_l2_cross_task_traffic_bytes,no_l2_cross_core_transfer_count,no_l2_copy_in_hits,no_l2_copy_in_misses,no_l2_cache_hit_bytes,no_l2_cache_miss_bytes,no_l2_cache_hit_rate_bytes,l2_makespan,l2_added_copy_bytes,l2_scheduled_copy_bytes,l2_spill_added_copy_bytes,l2_partition_added_copy_bytes,l2_cross_task_traffic_bytes,l2_cross_core_transfer_count,l2_copy_in_hits,l2_copy_in_misses,l2_cache_hit_bytes,l2_cache_miss_bytes,l2_cache_hit_rate_bytes
case_075,2,f33d71630647ecb1220b0ede618dc572edea49840d1101cfd0f0d17814328228,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c,stage1_verified_reuse,1.0,992854,1565828,3403018,0,1565828,590336,351,,,,,,992854,1565828,3403018,0,1565828,590336,351,55,620,385156,2410118,0.1377882812203741
case_075,3,80f3d9b9b31bdb3721351e2a789947d98127f327089c68580aadf2446a87d937,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c,stage1_verified_reuse,1.0,933924,2435912,4273102,0,2435912,836384,568,,,,,,933924,2435912,4273102,0,2435912,836384,568,179,767,859016,2560294,0.25122495474233103
case_075,4,0cdeac9cbd98eb77a2c92e77926d6e13848dca883ec4d406be95a81e3ad40097,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c,stage1_verified_reuse,1.0,800301,3475468,5312658,0,3475468,1166208,679,,,,,,800301,3475468,5312658,0,3475468,1166208,679,298,811,1345164,2783878,0.32578113761012845
case_075,5,16c2eab9bcd0f2d4fbd9e1e6b1afda59c479b453160473564dcaf0a76c61a622,5c24beddea6d09e1df3c8f8843d3593b90affb117ba38450fa9bea8a8db3351c,stage1_verified_reuse,1.0,751559,3953872,5791062,0,3953872,1404832,886,,,,,,751559,3953872,5791062,0,3953872,1404832,886,437,883,1474320,2894502,0.33746396625909686
case_076,1,42404e20f9ca22bd1c4f6e9e730238514cfe0cca06eedc8cf026a94f7359be29,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307,stage1_verified_reuse,1.0003258884138664,6185113,28280832,32551506,28280832,0,0,0,,,,,,6183098,28280832,32551506,28280832,0,0,0,1627,10912,4347904,28201984,0.13357661937269952
case_076,2,d607a174a2e96d11789827960d5d7f454a18875110b0804d8d0efc724a0e23dd,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307,stage1_verified_reuse,1.0003440542886726,4590971,48705536,52976210,33354752,15350784,6918144,2252,,,,,,4589392,48705536,52976210,33354752,15350784,6918144,2252,1202,10957,3074048,30789632,0.09077713940127004
case_076,3,6bbe27f7dfcba752b4fee9a965bcac0aff02accd7c7cbb3aca2a306c2a180b80,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307,stage1_verified_reuse,1.0013106509270078,3605984,49486856,53757530,22636544,26850312,10902532,3551,,,,,,3601264,49486856,53757530,22636544,26850312,10902532,3551,1796,10912,4664320,30521348,0.1325630651661921
case_076,4,630dcb01a8ef899fa307602cae12683fc92b9019c07f905e9b265b47ff523c41,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307,stage1_verified_reuse,1.0007230358711159,3094752,136957952,141228626,31164416,105793536,52825088,17217,,,,,,3092516,136957952,141228626,31164416,105793536,52825088,17217,71,24086,219136,72782848,0.0030017814310361757
case_076,5,624d8e439097115ba9bc389abf25f39626e4a8dcc8e58cdf3d8cbd1823123538,543a082b17fe8de0dbab92b19f27335e4c8d1db389f75251378f1f4704368307,stage1_verified_reuse,1.012714643174476,2219114,51168260,55438934,13206528,37961732,14057474,4577,,,,,,2191253,51168260,55438934,13206528,37961732,14057474,4577,2235,11144,5834752,31130626,0.15784369904184398
case_077,1,954c5ccc3c2558a22a3b7ade097361d59c996622f923a3e2857ebf856764000f,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6,stage1_verified_reuse,1.0,495320,0,2141360,0,0,0,0,,,,,,495320,0,2141360,0,0,0,0,0,336,0,2141260,0.0
case_077,2,3f41e7428de1f00dac06cd3ba39fc767cee0f3099b7a97ffc1e514ee5bc93346,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6,stage1_verified_reuse,1.0013367986048436,295128,2266538,4407898,0,2266538,1020946,314,,,,,,294734,2266538,4407898,0,2266538,1020946,314,30,673,130820,3256032,0.03862583897967788
case_077,3,73929dfc8b2cf71e5f5116e44f01538f3c6616d0b1b34b5cb447877b89b090fe,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6,stage1_verified_reuse,1.0,218216,3015054,5156414,0,3015054,1304322,428,,,,,,218216,3015054,5156414,0,3015054,1304322,428,89,760,330774,3521218,0.08587089485128734
case_077,4,28a06e014c6893ffe616b14509a7875ac522f771a210144b5b9ff675b05de114,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6,stage1_verified_reuse,1.0031593992126577,160028,3598066,5739426,0,3598066,1586416,551,,,,,,159524,3598066,5739426,0,3598066,1586416,551,161,828,426814,3726096,0.10277468088641459
case_077,5,77df69e86a52cb73ffaa5d12a781a3ff25c1812f97e6c86afe187d877fc21ee0,b14c3c29f9427de1db1d12c6ebf5d15914a99299298d20a908d97285947e67b6,stage1_verified_reuse,1.0060514264076532,140814,3614258,5755618,0,3614258,1585104,541,,,,,,139967,3614258,5755618,0,3614258,1585104,541,150,830,386878,3783536,0.09276728881113482
case_078,1,7395af0f84e8df20ccc8d47ee4ad7a012b77bbb4c064bbe6f87ba64d9ae77700,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd,stage1_verified_reuse,1.0,2296143,12644568,14989656,12644568,0,0,0,,,,,,2296143,12644568,14989656,12644568,0,0,0,0,381,0,14776152,0.0
case_078,2,672c3c2e8134806a3680bf5f1e681f6e2f1b2f9b859185653d57fc895879f110,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd,stage1_verified_reuse,1.0019690334117135,1069122,2482176,4827264,270336,2211840,36864,14,,,,,,1067021,2482176,4827264,270336,2211840,36864,14,29,114,1762272,2794656,0.3867236875368669
case_078,3,bf2b4584ef0f03db990e1a8a9230a491afef537f57c0fffbbac36a5a07ba0fed,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd,stage1_verified_reuse,1.0074193521200356,717204,6368928,8714016,945408,5423520,577536,113,,,,,,711922,6368928,8714016,945408,5423520,577536,113,90,202,3925488,4088112,0.489853249475891
case_078,4,dead19f3f22b44f95ebacf8dd20a12e6733ee2082c6810a650a0a17ac34aefa4,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd,stage1_verified_reuse,1.01233314337372,545355,6931968,9277056,0,6931968,258816,68,,,,,,538711,6931968,9277056,0,6931968,258816,68,97,192,5607072,3312864,0.6286000258297817
case_078,5,10336fa2dcbfa5bc8ea53986b0778bdf61c841f85d0ecc96f9f6f4b9bcffd090,d30ea13a65ed4d85fd62753d3e300a04c17fdbe592b6ca19c52a3a744e4affdd,stage1_verified_reuse,1.0957802740801459,474566,10668672,13013760,0,10668672,1052928,220,,,,,,433085,10668672,13013760,0,10668672,1052928,220,161,334,7051680,4810848,0.5944500194225042
case_079,1,6bcfd48508248d8c3fa3b67dbd85d671359da77cd2ea2a932edeebf9ef77d31a,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5,stage1_verified_reuse,1.0,31052251,32448512,41799680,32448512,0,0,0,,,,,,31052251,32448512,41799680,32448512,0,0,0,0,9044,0,38260736,0.0
case_079,2,65491a038a3eb22284e4b696d5ae99646d9223b5f4976186e0e07efafddf8b73,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5,stage1_verified_reuse,1.0006877562163952,15449228,33280000,42631168,29900800,3379200,0,0,,,,,,15438610,33280000,42631168,29900800,3379200,0,0,2576,6572,10551296,28540928,0.269907795473596
case_079,3,7ea85218be9a47f9cf5d20958271c85c23dd563cd780b8eb82c8f3fbf8e106d5,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5,stage1_verified_reuse,1.0,10278153,33878016,43229184,28336128,5541888,0,0,,,,,,10278153,33878016,43229184,28336128,5541888,0,0,0,9294,0,39690240,0.0
case_079,4,6a992b3b643c860538cad96404485b2c05f20c4c25ecb50ff23ed387594eebd2,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5,stage1_verified_reuse,1.000027055548553,7688095,34131968,43483136,24805376,9326592,0,0,,,,,,7687887,34131968,43483136,24805376,9326592,0,0,674,8550,2760704,37183488,0.06911402789171452
case_079,5,10cc2b52e69ce9c7b64ae4911e0bbf1ccc217f11e223068361dd56512d2a0c77,ee341b011b5ff7f1c975fd6ba8f876217612ecd8d9e4e2127e617cecac1edad5,stage1_verified_reuse,1.000027055548553,7688095,34131968,43483136,24805376,9326592,0,0,,,,,,7687887,34131968,43483136,24805376,9326592,0,0,674,8550,2760704,37183488,0.06911402789171452
case_080,1,c5c67eb6e7810bb4f0652235585b7066576e77f2cb7aab78ce3b23bfd347f0d9,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c,stage1_verified_reuse,1.0010691302351402,292138,548864,2527232,548864,0,0,0,,,,,,291826,548864,2527232,548864,0,0,0,101,312,413696,2039808,0.1686143572621035
case_080,2,21927015bbc811cec14b77ec88184929426212387c95e086c0874682ed7c8abd,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c,stage1_verified_reuse,1.0,190690,4980736,6959104,1515520,3465216,1732608,423,,,,,,190690,4980736,6959104,1515520,3465216,1732608,423,0,887,0,4395008,0.0
case_080,3,7a0c5a6339a68206c734396e1627ff1774b86a07e8dedbc5077859e9d7ef1b7b,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c,stage1_verified_reuse,1.0012760763426543,108282,1228800,3207168,466944,761856,0,0,,,,,,108144,1228800,3207168,466944,761856,0,0,24,498,196608,2936832,0.06274509803921569
case_080,4,e529a5d1233b7b3b3c8a8ad67fb7bea19d98f6726fcdfdeab9cdda24787f0123,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c,stage1_verified_reuse,1.0012760763426543,108282,1228800,3207168,466944,761856,0,0,,,,,,108144,1228800,3207168,466944,761856,0,0,24,498,196608,2936832,0.06274509803921569
case_080,5,7f06952edfee085adb43e68e020750f74a2acb0047eb61db06b37b3f5d53c3f2,20b2fa1e14bf879ac7c5b0321f69731c8a8102bb65bbd96d7543f54f4974f98c,stage1_verified_reuse,1.3525328155546394,101701,3887104,5865472,0,3887104,765952,187,,,,,,75193,3887104,5865472,0,3887104,765952,187,453,471,2330624,2695168,0.46373268133659334
case_081,1,60f6a58b2ad79a0387989c34d0acd20d3cf083d5f7ec0a8ddf4c665b1c48b61e,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e,stage1_verified_reuse,1.0,151795,0,1741140,0,0,0,0,,,,,,151795,0,1741140,0,0,0,0,0,680,0,1044820,0.0
case_081,2,4604a0e3ebfde619ae9b91e72ded309c89aeb375e2b8bf2657a214fec3d5d810,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e,stage1_verified_reuse,1.0,83829,614820,2355960,114772,500048,32882,73,,,,,,83829,614820,2355960,114772,500048,32882,73,336,767,549000,1077730,0.3374868601427403
case_081,3,93d4bed827127a1a64814d954e68f7fc8e41ca06aa50d2b6261374163ed20362,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e,stage1_verified_reuse,1.003612728161926,63616,541062,2282202,0,541062,10376,73,,,,,,63387,541062,2282202,0,541062,10376,73,313,753,520310,1055196,0.3302494563651297
case_081,4,7330360bd82a4ab658ab0a70192a597515273ee1f1c3e2f6756faf49b783a75b,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e,stage1_verified_reuse,1.033115265428473,51008,612682,2353822,0,612682,84080,97,,,,,,49373,612682,2353822,0,612682,84080,97,269,778,442474,1130948,0.2812176262947893
case_081,5,2362407c0ab438355672dd79f7ca290c62c2ad919663ac34e1f2794a99fd1f17,7c642799a54f8083f56c74d1e260ec010e3a83c37702770c862d722408c7a41e,stage1_verified_reuse,1.088739659819686,46855,717246,2458386,0,717246,106660,134,,,,,,43036,717246,2458386,0,717246,106660,134,306,813,503928,1151478,0.3044135396392184
case_082,1,211f957dba459390e4ce523f4c2fef4afd01dd3b8380d80aabdd3d6e313d3a13,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c,stage1_verified_reuse,1.0,721041,0,592006,0,0,0,0,,,,,,721041,0,592006,0,0,0,0,0,89,0,566406,0.0
case_082,2,e2b961b76fad48628cd25a3b7a704fbf4ca55e0798a7f3d9f5c0693f92c8f63a,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c,stage1_verified_reuse,1.000002332970945,428639,1811366,2403372,0,1811366,815504,428,,,,,,428638,1811366,2403372,0,1811366,815504,428,29,518,180230,1382038,0.11536432929561381
case_082,3,20a5718ca7c729ee1d6019dc0a43f8193e35fcc71d66e42adc7b55b7741322fe,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c,stage1_verified_reuse,1.0,337625,2769962,3361968,0,2769962,1225104,687,,,,,,337625,2769962,3361968,0,2769962,1225104,687,106,719,408712,1702552,0.1935864013216727
case_082,4,2c1e163faee8cb3947e53a5c70cb28cf1f3d19147611d11c4dbc62ecbb3e8a08,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c,stage1_verified_reuse,1.0011230444987664,267431,3264526,3856532,0,3264526,1387904,746,,,,,,267131,3264526,3856532,0,3264526,1387904,746,175,735,661772,1781256,0.2708818728233979
case_082,5,e496929205842d53e652354cad4a2b9f3dad6acee5d6dff01a10a8dcf88ef2f2,f230fbc200ad75797f3024f84431d1d26f7747d6a284378ee83eabde77b7e70c,stage1_verified_reuse,1.001374808875869,233808,3658004,4250010,0,3658004,1503168,830,,,,,,233487,3658004,4250010,0,3658004,1503168,830,263,756,955534,1765708,0.3511389284745715
case_083,1,2e3f9f587077b06c39a9fa8e44a2a5fb3986913711e0c2eb20bb2e9e32e4bd56,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549,stage1_verified_reuse,1.1182144385902795,1057993,13934688,15372992,13934688,0,0,0,,,,,,946145,13934688,15372992,13934688,0,0,0,920,210,11829024,3034016,0.7958684091545202
case_083,2,5f0a08de76f11a1d5001b9b549ed3be72ddeac98b733447b1861832ca91b11c5,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549,stage1_verified_reuse,1.000009123484076,438433,2725472,4163776,0,2725472,897536,227,,,,,,438429,2725472,4163776,0,2725472,897536,227,48,310,929536,2082752,0.30858138398453266
case_083,3,cd76860f09531399300cb40931abf97736d0c22e3f745db5cb80a823b4190dfa,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549,stage1_verified_reuse,1.0116111534875838,298400,3599552,5037856,0,3599552,869376,271,,,,,,294975,3599552,5037856,0,3599552,869376,271,95,357,1785920,2128608,0.4562286947494053
case_083,4,6051a097a8eb1858460cba63f0ba72eb6b50c76b4677eef30ef133335bb2128e,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549,stage1_verified_reuse,1.027678672878082,226115,5336864,6775168,182272,5154592,1181696,257,,,,,,220025,5336864,6775168,182272,5154592,1181696,257,126,374,2214016,3108096,0.4160032708819356
case_083,5,1e6c2fa20e359c743ab2cc3d055c3e6bd65f3d563250e03f391830056c78fdb6,26bebaecfa0ed9c4bcf57127779a198c367a5576eb7b40b9c56cc343621c5549,stage1_verified_reuse,1.1121288291025606,201312,5644672,7082976,319488,5325184,801792,302,,,,,,181015,5644672,7082976,319488,5325184,801792,302,197,395,3904768,2073312,0.6531809544201482
case_084,1,1f8ee2c4cb58dffd7f353047816d76ac7024f988f6d3512479e3b6418d5f0e20,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee,stage1_verified_reuse,1.0,2507412,0,13236330,0,0,0,0,,,,,,2507412,0,13236330,0,0,0,0,0,4308,0,9927786,0.0
case_084,2,a8bc3385514b95d9a25309cb8620cece047170d9711dfeba565900907d37a511,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee,stage1_verified_reuse,1.0,1276489,27233280,40469610,7382016,19851264,9925632,2154,,,,,,1276489,27233280,40469610,7382016,19851264,9925632,2154,0,7263,0,23544426,0.0
case_084,3,45b4b82c127e32680d8ad275a0338d1b14209616c95f74cae191030c522c4a09,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee,stage1_verified_reuse,1.0,836220,0,13236330,0,0,0,0,,,,,,836220,0,13236330,0,0,0,0,0,4308,0,9927786,0.0
case_084,4,618ac4af8d08aa379b01572e8d5ccf73c54e23bd1d3e94611fa6f2349f3f1efd,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee,stage1_verified_reuse,1.0,625992,92160,13328490,0,92160,46080,10,,,,,,625992,92160,13328490,0,92160,46080,10,0,4318,0,9973866,0.0
case_084,5,3144b20f65505f5d585966dbc8f82db4eb3749e4c00faeca1bbe2cef510a59ef,1af22ac8dd69090ed25be62ae1bbb18a922ce99a8cffb2be4f89e7a1234794ee,stage1_verified_reuse,1.0,501224,73728,13310058,0,73728,36864,8,,,,,,501224,73728,13310058,0,73728,36864,8,0,4316,0,9964650,0.0
case_085,1,a0023ff55bf1c1cd9c262b3209d319923d8fa7556249ad0f1e7288e7d44c2d64,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6,stage1_verified_reuse,1.0,3187899,0,1689734,0,0,0,0,,,,,,3187899,0,1689734,0,0,0,0,0,247,0,1655942,0.0
case_085,2,740fb3096df854c83c677a06922e8be597680d006c6cd514f6d7e478e71159c0,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6,stage1_verified_reuse,1.0,2388498,4934406,6624140,940354,3994052,1853600,1113,,,,,,2388498,4934406,6624140,940354,3994052,1853600,1113,50,1672,309380,3957192,0.07251254637212264
case_085,3,2ac140a20f4d2199fa31c35bc4096bebcc4328e3a5feb559dcc124cae2325eff,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6,stage1_verified_reuse,1.0000856866105357,2147544,6448266,8138000,646914,5801352,2619456,1650,,,,,,2147360,6448266,8138000,646914,5801352,2619456,1650,180,2014,667784,4493512,0.12938300767869154
case_085,4,c117fb63f582cec5969fa460570d4ce4506c6a271c51089f5ee16ceeab3eed35,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6,stage1_verified_reuse,1.000026198196773,2023093,7635726,9325460,485186,7150540,3157280,1807,,,,,,2023040,7635726,9325460,485186,7150540,3157280,1807,285,2064,864396,5027400,0.14671180061224115
case_085,5,94b0a54d93de87be4365260f4af8ff677d3ac2b6710d568d60995af251234bf3,b63169e9cd0f21dc2da6617e7138472e95937465c703b7e4bf4dbc80125ed4f6,stage1_verified_reuse,1.000459138295234,1871755,8938514,10628248,441602,8496912,3694784,2289,,,,,,1870896,8938514,10628248,441602,8496912,3694784,2289,383,2469,1286416,5392456,0.19260977003302354
case_086,1,ca06a209093f4c06dc42dce2de0f1de94249bc05d4d0e32764fc6a929fe5a42b,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a,stage1_verified_reuse,1.0,118403,0,338022,0,0,0,0,,,,,,118403,0,338022,0,0,0,0,0,90,0,321126,0.0
case_086,2,189b5e46159ea4ef64e6e53c8b97d539ba3deec039be2873e3b249cdec2b04e0,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a,stage1_verified_reuse,1.002134767601436,72293,1407014,1745036,0,1407014,648928,612,,,,,,72139,1407014,1745036,0,1407014,648928,612,32,704,90726,988486,0.08406689325174294
case_086,3,a2d99275ee240d962d2f6c7e774651e2ab8f30e402f9b9dc9c24b1a73cd326d7,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a,stage1_verified_reuse,1.001310638011863,59591,1887018,2225040,0,1887018,841648,820,,,,,,59513,1887018,2225040,0,1887018,841648,820,109,861,250618,1115878,0.18340192726506335
case_086,4,393264c998cdc0ee4de4689281b9937447793a220b4cd52f6fe43e977ee70efb,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a,stage1_verified_reuse,1.0662780839338704,50307,2207726,2545748,0,2207726,917856,905,,,,,,47180,2207726,2545748,0,2207726,917856,905,169,929,369036,1241960,0.22907319447099805
case_086,5,78f3496ebd9d332d5e3c1236da772363e2a65a0b5cefe9e6e428d8a0734b40ad,ef91fda2692fd0add63db3c7f677e4e03c8d115d97db3cb959cffc62fff2434a,stage1_verified_reuse,1.0662780839338704,50307,2207726,2545748,0,2207726,917856,905,,,,,,47180,2207726,2545748,0,2207726,917856,905,169,929,369036,1241960,0.22907319447099805
case_087,1,795f398b72807e931429c714134052cd499ee676c3f5439284a9270f9e93a1a9,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83,stage1_verified_reuse,1.0010811684982968,3974071,7902720,13821818,7902720,0,0,0,,,,,,3969779,7902720,13821818,7902720,0,0,0,550,2068,2534400,11287004,0.18336776784760794
case_087,2,4e3e60e723404d7f8c975ff057edb58c956e3b72f59f0052771f753e5dd180b0,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83,stage1_verified_reuse,1.0,2287771,27330880,33249978,13671168,13659712,6809824,1551,,,,,,2287771,27330880,33249978,13671168,13659712,6809824,1551,9,4030,38016,19595324,0.0019362981540583517
case_087,3,ed38de740c931b86bea1b850937f9c2613bf338c181a523d9954e213eeaf6904,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83,stage1_verified_reuse,1.0,1577719,26520992,32440090,8145312,18375680,9157056,2074,,,,,,1577719,26520992,32440090,8145312,18375680,9157056,2074,5,3916,19584,19190380,0.0010194709370616208
case_087,4,a8d14188b9e127738be414d446ce66fbb8609e2094e14fee77618584b46a4d5c,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83,stage1_verified_reuse,1.0020459313443366,1349330,30983720,36902818,4728960,26254760,11908682,3669,,,,,,1346575,30983720,36902818,4728960,26254760,11908682,3669,503,4909,1743870,20885372,0.07706267845825326
case_087,5,f0e52fd705584a88f8bc591500344163b6b04270f603c1679540f298353600b9,a234839f266f63270c7d42c558eabd68085d415029ce73bfac9d3fc47d58de83,stage1_verified_reuse,1.0,1166481,31414764,37333862,2388096,29026668,12940138,3965,,,,,,1166481,31414764,37333862,2388096,29026668,12940138,3965,695,4816,2604652,20594610,0.11227305420318974
case_088,1,e4a76454d8084136fa297dd748542420e09ee0df4ab8bbf2eb2aa505357853f5,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,stage1_verified_reuse,1.0,243623,0,1829798,0,0,0,0,,,,,,243623,0,1829798,0,0,0,0,0,234,0,1829730,0.0
case_088,2,8a91e14e128f4d31bc9b4dfbc8f0792fd8b9bb8dc9540a678b160792a875b423,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,stage1_verified_reuse,1.0001258578694483,135090,1448280,3278078,0,1448280,462698,336,,,,,,135073,1448280,3278078,0,1448280,462698,336,42,578,350852,2464460,0.12462277715578238
case_088,3,b51acbbad1d580f869abe4526ee3fdc39b9bfbd9b46dd1e935ab8b81c98a46c4,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,stage1_verified_reuse,1.0307489830102896,103380,2190628,4020426,0,2190628,566030,437,,,,,,100296,2190628,4020426,0,2190628,566030,437,129,633,1081032,2373296,0.31295001516937593
case_088,4,8a173c4484055a0cde264eda89391f3487aa8a4fa2d552774cab9bb5b769136f,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,stage1_verified_reuse,1.0828470562544736,89258,2328100,4157898,0,2328100,610188,503,,,,,,82429,2328100,4157898,0,2328100,610188,503,155,680,619852,2927790,0.17472225213254325
case_088,5,837c430a28b3e552b5feb73f6610e5ba9a8f7855a249c2234cee44a29a92cef8,2ff71575ba33875431f54823fc1f2214e018edcfc9d568edfb7c47b0f264b825,stage1_verified_reuse,1.0636551374800307,81894,2269000,4098798,0,2269000,610332,539,,,,,,76993,2269000,4098798,0,2269000,610332,539,186,685,544272,2944126,0.15602348126561247
case_089,1,137963c26643e06da4dac2fdc3998fececcc67d6a8201593698ea4c92d8b37f4,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,stage1_verified_reuse,1.0,693092,0,566400,0,0,0,0,,,,,,693092,0,566400,0,0,0,0,0,94,0,402560,0.0
case_089,2,df5edb867928f0024bd731911dd8c3238cf9cbd70547f84865342e844275c4ec,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,stage1_verified_reuse,1.0,339435,295552,861952,0,295552,30720,70,,,,,,339435,295552,861952,0,295552,30720,70,24,193,103648,563744,0.1553030303030303
case_089,3,7b7bac62a7877de5b7f4e8b826dbb9fc0583b9eb5b1445f4a37c30c1c8b84df3,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,stage1_verified_reuse,1.0,226846,2037504,2603904,0,2037504,784640,453,,,,,,226846,2037504,2603904,0,2037504,784640,453,109,544,473656,1181768,0.28612367586793475
case_089,4,09784b537b2b5f96451bd56cb782fe5ee8c8a10b234ba29d14bb2d6993a9a976,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,stage1_verified_reuse,1.0,170137,1575296,2141696,0,1575296,436480,375,,,,,,170137,1575296,2141696,0,1575296,436480,375,107,521,486744,1054632,0.3157853761833582
case_089,5,3ec60f392a15d9b53ac0d7e944176ade70a5c18330460e25db9b4aaba7476069,9561e0638071147e99d937b802f61f8a67fe2b96985159c174b47a777fd6ce84,stage1_verified_reuse,1.0,137328,954880,1521280,0,954880,0,0,,,,,,137328,954880,1521280,0,954880,0,0,0,310,0,1357440,0.0
case_090,1,52828aaeac47b2ef8da5b3993a2c969b3366f0cf3a44bf11f2fe6f166b7128e9,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,stage1_verified_reuse,1.0,1178363,21233592,23461944,21233592,0,0,0,,,,,,1178363,21233592,23461944,21233592,0,0,0,0,659,0,23365560,0.0
case_090,2,342e96eaacafcf88d96be0c0ce98fa18a96e48d1ab6e25709439a0e5080ad44e,a91d3ad4c40e53d5731b81b3eb72bcf922f5ef06094e860b5c5729619cb2d312,stage1_verified_reuse,1.0000764514304064,457842,4480896,6709248,2044032,2436864,144192,160,,,,,,457807,4480896,6709248,2044032,2436864,144192,160,52,276,1810152,4670424,0.2793196160341303
